DATE_ACCESSED,TIME_ACCESSED,CUSTOMER_ID,SESSION_DURATION
2023-10-16,14:46:04,069413C,572
2023-10-15,12:51:37,011197C,342
2022-12-14,15:21:38,078733C,3856
2006-12-10,20:46:53,020153C,3370
2004-02-16,05:15:22,027263C,2930
2024-06-27,10:26:12,054948C,3296
2015-02-02,05:17:56,074106C,4515
2014-08-24,14:09:38,088968C,158
2020-11-23,13:15:01,032900C,386
2021-04-14,19:38:09,056777C,1896
2020-02-18,15:19:41,038415C,3265
2019-10-12,07:32:30,049048C,1862
2001-01-10,06:54:23,031050C,4782
2016-05-04,23:16:14,007128C,2575
2008-04-16,14:17:56,038682C,3155
2024-11-05,07:26:12,092474C,1499
2020-01-24,11:17:55,049267C,3103
2022-12-27,21:28:41,032600C,3672
2023-09-25,18:13:49,003061C,4499
2024-02-16,15:06:47,040895C,1837
2022-07-14,14:37:48,056659C,922
2023-10-18,05:02:59,094535C,644
2021-01-02,12:35:27,065955C,2687
2019-05-21,07:30:18,007812C,4119
2019-04-21,06:19:34,016470C,4564
2020-10-24,20:23:39,010204C,3943
1997-05-22,22:14:40,043763C,465
2022-12-23,12:15:37,049178C,1917
2024-12-11,14:07:24,030628C,2819
2018-06-09,16:09:37,069609C,3203
2022-10-21,18:10:14,015799C,371
2002-05-24,19:07:43,076418C,2757
2008-10-21,09:46:45,089124C,2496
2009-06-09,11:33:18,057784C,2201
2006-12-27,19:07:34,083767C,4049
2023-04-29,10:19:32,020800C,913
2007-01-24,12:23:34,008383C,1527
2008-01-27,15:14:19,044531C,1649
2022-03-18,21:48:57,020279C,508
2024-08-29,13:18:24,064925C,2266
2010-10-25,06:00:59,008960C,4857
2023-02-10,09:14:56,071585C,4650
2011-09-30,09:37:52,047667C,2420
2019-06-13,10:10:37,079193C,4044
2018-01-04,20:38:56,027988C,2609
2024-09-15,12:43:45,089427C,2989
2001-11-14,11:53:14,008725C,1317
2016-06-05,21:30:19,099169C,3720
1998-07-25,15:13:08,025860C,3843
2021-10-04,10:32:14,012302C,3586
2001-05-12,11:22:41,038237C,2574
2020-11-26,09:44:27,082511C,3146
2018-01-29,11:39:03,019079C,2153
2024-02-21,06:42:30,044750C,4783
2022-02-01,18:39:38,088422C,1486
2005-11-05,13:11:04,093360C,320
2017-11-29,05:45:19,056035C,3268
2003-06-20,18:47:21,033130C,1744
2018-08-07,12:10:55,058864C,4996
2022-09-02,17:20:52,024488C,3761
2021-08-09,09:52:36,068297C,858
2020-05-15,14:28:39,023124C,1009
2002-12-30,14:34:15,015861C,4158
2015-02-05,18:36:21,071655C,613
2019-06-12,20:00:07,013371C,1266
1999-03-27,13:17:56,045189C,1101
2023-08-10,12:10:22,032821C,2854
2023-06-10,12:55:48,019765C,1983
2019-05-05,21:42:12,083471C,4519
2022-12-07,16:11:25,019850C,3900
2018-12-08,19:34:24,042906C,2534
2022-04-15,08:33:46,029588C,3850
2023-05-18,13:20:05,078146C,859
2024-10-11,12:31:34,096310C,1533
2015-07-28,10:33:47,065960C,3998
2017-09-01,12:11:12,061825C,4977
2010-03-03,16:49:30,062285C,2596
2024-06-02,15:36:21,036495C,2706
2011-11-14,17:04:44,077073C,4074
2020-04-05,15:37:22,029608C,3592
2007-09-04,08:43:01,097196C,1316
2020-06-04,16:51:56,047044C,2042
1997-07-18,22:06:42,080687C,2576
2021-08-24,14:53:20,022773C,3969
2006-08-16,12:17:44,049961C,2764
2020-03-13,15:03:05,094859C,697
2022-07-30,15:55:36,021512C,1162
2022-06-27,14:37:49,065406C,2225
2022-09-19,12:41:33,079927C,2700
2020-09-14,11:52:13,037419C,1195
2020-11-29,17:52:52,078233C,1332
2003-07-19,17:54:20,089576C,2757
2011-10-08,18:21:56,060815C,1656
2024-09-25,05:50:48,075157C,3530
2001-11-26,07:08:14,007611C,4392
1997-04-13,14:37:02,052206C,3707
2024-05-19,19:34:09,005203C,4170
2022-05-08,07:38:54,034814C,2007
2019-04-28,19:40:26,010436C,4541
2024-09-03,22:14:02,028260C,231
2016-03-31,17:44:09,075935C,1855
2021-04-08,18:55:38,056741C,4180
2021-01-26,10:09:42,092107C,472
2021-12-13,08:37:00,033819C,2012
2018-04-23,07:41:02,084631C,1632
2016-03-10,11:21:26,068849C,4383
2021-07-02,07:23:37,067702C,781
2017-12-23,17:07:32,098927C,2729
2004-11-06,06:18:19,078763C,355
2018-02-18,10:06:23,015407C,2949
2009-05-28,19:42:27,094873C,1612
2022-07-02,12:05:07,030706C,3461
2002-06-22,23:33:29,055425C,4477
2023-10-15,10:48:00,029404C,828
2003-09-13,09:13:56,050713C,2749
2023-05-15,07:32:33,093154C,2153
2021-01-06,13:21:27,075658C,1031
2023-05-05,17:44:00,091671C,2393
2023-12-16,14:26:38,001727C,2661
2022-03-25,14:03:55,001932C,200
2018-03-01,09:07:42,049493C,326
2005-07-23,12:07:40,035386C,4310
2016-07-12,11:32:18,093984C,3608
2005-04-26,19:46:30,091179C,4749
2020-05-02,11:13:43,061699C,96
2019-07-30,16:47:10,091798C,2579
2024-06-13,06:35:27,093767C,3408
2021-07-28,11:08:18,096912C,776
1999-09-25,15:03:08,049100C,606
2022-11-16,08:46:03,089314C,1035
2012-04-30,14:01:28,029551C,899
2005-02-19,21:35:00,041417C,1971
2012-05-19,23:28:16,041531C,2441
2022-05-01,10:54:32,096230C,4963
2000-06-30,15:06:10,081415C,1037
2019-08-08,20:09:00,082317C,4992
2002-09-05,11:07:16,073513C,2172
2021-09-30,12:17:56,020746C,4615
2018-07-22,19:19:28,038765C,1855
2021-08-18,18:06:26,052985C,3271
2010-07-06,16:52:40,034424C,4670
2006-05-01,05:32:43,020425C,620
2005-09-05,18:22:12,016568C,1739
2011-12-16,08:02:55,065408C,4085
2024-06-12,14:17:24,018708C,2340
2009-03-14,09:40:08,080328C,196
2017-10-28,06:20:55,021848C,3042
2020-10-15,18:51:12,095383C,3345
2000-03-01,21:24:42,010460C,3812
2020-08-11,17:36:16,030670C,4986
2018-04-04,10:18:10,008572C,4587
2022-03-11,22:25:16,032227C,1200
2018-02-04,07:19:27,033460C,2547
2024-06-27,05:31:13,041292C,4348
2020-02-18,11:00:48,018750C,4279
2003-12-25,18:47:48,061441C,3027
2024-06-26,16:46:38,040158C,3194
2021-05-21,15:00:03,051588C,896
2021-04-16,18:07:26,064626C,2813
2021-09-15,15:21:45,027018C,2909
2010-04-29,15:21:05,008913C,2145
1998-05-22,13:40:18,075866C,1304
2022-12-16,17:14:38,020081C,916
2012-11-29,13:28:40,090762C,1119
2021-01-06,09:17:03,087510C,137
2016-06-07,15:42:40,045035C,1015
2019-01-29,19:40:03,002580C,2300
2016-04-14,20:13:14,095187C,2791
2006-07-21,13:31:29,096323C,2559
2020-10-16,16:37:34,036412C,1579
1997-11-28,08:08:25,023201C,2289
2010-08-17,22:37:45,077758C,2433
2022-01-11,10:45:59,055184C,3934
2022-06-09,12:23:17,043384C,2279
2019-02-25,15:11:16,008059C,1839
1998-06-30,17:25:21,077760C,3868
2018-09-11,07:53:54,065554C,4636
2016-05-03,19:12:37,056207C,3010
2020-12-15,06:08:50,056044C,122
2021-01-26,16:28:18,027335C,4693
1997-03-26,15:11:42,051938C,181
2018-08-04,10:01:28,017784C,3693
2019-08-16,08:27:42,020910C,3933
2024-02-07,06:29:43,035693C,3638
2000-11-07,09:37:30,024036C,3716
2015-06-23,16:44:26,043131C,4485
2013-02-09,20:28:20,007712C,4710
2018-05-14,07:07:06,023925C,682
2020-09-04,18:28:04,026140C,4898
2018-03-20,05:34:11,074494C,1220
2020-09-05,18:53:35,028001C,2771
2010-06-10,15:10:15,049085C,3999
2001-05-05,08:23:10,049226C,3792
2006-06-10,09:21:49,039482C,366
2021-06-16,08:19:19,061338C,2307
2023-09-16,23:42:59,026201C,1758
2001-12-01,22:01:17,028923C,3336
2023-01-25,14:23:34,070818C,4583
2002-02-05,14:05:28,030411C,1906
2010-11-01,05:15:51,007324C,207
2007-07-01,15:27:09,058339C,2505
2022-05-09,08:52:50,057896C,863
2018-07-05,19:52:19,058232C,1208
2019-05-22,16:16:26,077742C,3515
2019-01-25,21:19:36,031388C,4012
2019-02-21,10:42:29,067883C,2408
2013-06-11,23:11:08,037014C,2117
2024-01-01,14:17:06,010366C,2655
1998-09-02,11:04:36,080851C,2664
2024-03-17,06:17:38,079519C,4042
2022-06-03,08:10:16,090538C,1657
1998-07-24,15:11:52,042102C,366
2022-09-21,05:12:56,093948C,836
2023-11-18,06:31:05,023129C,2571
2010-04-04,16:45:57,063377C,3554
2003-03-19,12:45:32,001649C,4610
2020-12-06,10:29:24,099616C,1710
2024-10-21,06:33:48,043279C,3560
2022-12-26,20:09:26,052668C,4280
2024-11-30,07:11:36,057673C,1446
1999-11-24,10:39:26,001631C,3014
2018-09-08,18:42:26,095800C,2438
2016-02-16,18:37:26,037405C,4161
2019-06-26,12:46:29,018055C,762
2006-02-12,23:30:33,061013C,352
2003-12-10,15:30:40,087403C,4765
2024-10-22,14:48:36,054553C,4403
2005-12-17,07:44:18,017657C,1570
2020-10-15,12:42:05,011993C,836
2023-12-17,11:02:19,003126C,3637
2005-09-20,21:38:02,015517C,214
2024-08-27,12:05:27,040082C,1133
2020-03-16,23:47:38,029854C,2937
2014-09-08,12:30:49,023236C,4700
2021-11-19,21:14:54,079399C,4227
2019-04-28,10:29:38,099708C,3128
2012-05-08,08:19:31,043312C,4189
2022-09-14,06:25:13,090303C,3597
2019-04-20,19:37:08,088030C,3222
1998-05-24,05:32:15,058530C,4441
2023-05-20,05:49:08,083993C,790
2022-12-25,12:44:45,014942C,1408
2003-02-07,11:04:26,046101C,1690
2023-06-17,09:45:14,045503C,3915
2022-05-11,14:22:10,061049C,2320
1998-03-25,17:23:15,098901C,2054
2024-06-12,18:42:40,085784C,1180
2020-09-09,14:48:58,062007C,1749
1999-07-09,06:20:42,049198C,2848
2019-08-23,06:18:12,078485C,4051
2012-08-12,06:45:10,053663C,4660
2023-03-13,16:29:59,025715C,3531
2005-03-15,09:48:11,055622C,4011
2024-11-28,09:45:01,044192C,4961
2012-09-08,09:03:53,017538C,1718
2022-06-11,17:13:30,034364C,91
2019-05-11,21:34:07,093000C,2194
2024-01-14,15:30:54,023664C,504
2020-11-02,09:44:39,040430C,2949
2023-07-29,06:05:12,067419C,4878
2019-02-24,05:05:26,024251C,2284
2013-04-17,15:15:21,000406C,3976
2024-07-25,22:12:14,094016C,3266
2022-09-24,20:31:53,001020C,200
2018-06-27,05:12:14,080106C,2590
2022-08-16,10:05:31,091875C,4959
1999-11-20,10:01:59,096204C,567
2014-09-11,08:31:38,071428C,839
2008-10-06,17:20:17,010275C,512
2018-01-08,21:37:49,096592C,3963
2024-11-30,15:41:06,030450C,2850
2024-08-04,05:17:03,040995C,335
2018-09-06,05:30:36,031691C,2934
2018-11-20,10:15:49,098557C,1579
2021-08-21,10:52:17,061094C,3652
2023-03-03,09:13:17,000030C,1590
2020-12-30,12:08:05,079675C,2268
2022-11-07,16:41:00,023867C,1238
2012-06-12,12:02:58,093856C,212
2008-07-04,10:36:02,071576C,3651
2009-12-11,16:37:06,043231C,3137
2014-07-07,17:21:24,053232C,2945
2021-01-29,11:33:58,079946C,2550
2023-06-01,20:54:46,019278C,1671
2001-02-14,13:55:56,030606C,2981
2019-02-27,10:39:47,047730C,4828
2020-09-11,14:24:15,067968C,260
2018-03-12,22:17:11,090428C,3384
2019-07-22,14:39:42,091373C,2221
2001-05-03,16:06:36,049232C,3065
2018-03-01,21:45:54,078177C,2739
2020-11-15,12:46:47,079259C,4214
2017-10-01,05:32:10,014657C,2639
2019-08-24,11:39:16,002895C,2877
1998-08-01,17:22:54,003527C,4493
2011-02-28,15:21:42,003025C,3629
2023-06-29,12:41:34,093213C,926
2018-07-12,07:21:53,020286C,3823
2023-12-12,09:34:31,003157C,4530
2020-08-25,13:13:10,001358C,1029
2010-05-02,22:01:21,067201C,4219
2018-06-12,09:23:30,067847C,896
2023-02-09,17:42:14,037322C,2226
2002-10-20,16:34:36,072887C,2259
2021-01-16,05:32:49,095093C,74
2018-08-29,17:15:29,097522C,4027
2010-12-21,09:24:01,056960C,1843
1998-12-02,07:51:05,019293C,2606
2012-01-28,09:27:07,035250C,983
2009-02-27,10:50:12,045568C,1702
2023-02-21,16:55:05,084440C,4364
2005-10-14,13:49:45,047011C,1661
2023-09-20,13:50:53,080606C,706
2007-08-15,20:15:04,057334C,4896
2016-03-24,05:37:54,065085C,2565
2024-11-02,11:01:34,060848C,3892
2021-11-10,21:22:39,019032C,1915
2021-07-04,09:38:23,036629C,4222
2019-07-16,20:04:13,070794C,4146
1998-02-15,18:16:11,017901C,89
2021-11-10,20:16:02,014490C,644
2024-10-28,06:50:22,016761C,4646
2020-03-31,18:52:59,078113C,4742
2019-08-15,20:49:07,092095C,1711
2021-04-19,06:23:24,036656C,2188
1999-04-06,15:52:08,082283C,2753
2009-04-01,16:05:17,023667C,2935
2000-05-10,08:55:20,086614C,4848
2001-04-12,17:32:18,075110C,2134
1997-12-21,10:36:03,088388C,968
2009-01-06,07:20:55,093037C,1873
1997-10-22,19:10:27,089982C,1727
2019-07-05,22:29:11,071255C,4030
2021-06-08,20:30:35,076196C,3007
2023-03-29,21:48:44,030071C,331
1997-07-18,07:45:53,004686C,2635
2008-01-24,17:39:33,079970C,3363
2012-08-11,15:09:10,037709C,2208
2024-09-22,10:37:10,054522C,3841
2022-09-18,08:38:47,055112C,2937
2024-05-06,12:34:40,044745C,3371
2013-12-16,23:33:50,072305C,3701
2022-01-20,17:53:24,076801C,2455
1999-10-26,23:42:54,028300C,2673
1998-11-03,08:54:08,029673C,4135
2022-07-23,10:48:13,081238C,1475
2021-06-02,16:08:50,080682C,4770
2024-09-22,23:41:35,027733C,3685
2006-01-02,22:26:30,067786C,1533
2018-03-28,21:17:18,015735C,4159
2014-08-19,05:31:17,054593C,3555
2000-05-03,13:30:02,034049C,4536
2018-09-06,20:48:30,009545C,4809
2020-11-02,20:27:34,069098C,2317
2021-01-18,07:05:14,086644C,1600
2000-06-06,15:41:34,048196C,1492
2022-01-04,12:15:32,075837C,783
1998-03-16,16:00:11,039592C,2585
2019-04-25,06:09:42,031249C,3044
2022-05-25,08:19:09,021597C,3197
2023-04-28,18:42:54,072121C,4052
2024-11-05,23:10:15,075441C,2876
2020-06-10,10:36:26,057810C,3191
1998-05-02,15:54:47,025841C,4506
2018-01-03,09:28:56,073345C,712
2021-03-16,14:24:12,095487C,265
2020-11-15,21:49:28,056065C,1872
2002-06-02,05:51:58,066637C,2455
2022-08-31,05:54:03,093255C,4975
2023-12-03,21:21:23,074360C,2932
2019-04-02,21:49:56,066330C,4825
2019-05-14,05:08:03,032829C,625
2019-06-27,22:21:56,092225C,685
2024-08-18,13:09:22,053873C,4816
2019-05-09,12:38:00,023672C,3643
2023-06-12,18:47:25,093373C,3211
2023-10-14,08:33:00,024767C,3679
2005-05-02,08:22:04,084723C,4076
2023-04-25,21:25:57,038353C,3163
2008-04-01,05:11:26,022633C,3378
1997-11-22,06:03:47,069813C,1359
2013-07-06,19:18:39,025351C,4016
2023-04-29,15:49:19,053378C,889
2010-08-17,10:31:02,017389C,3810
2018-05-18,13:23:12,081960C,117
2004-10-13,21:07:13,070514C,3198
2020-01-17,10:01:26,018475C,3113
2023-05-29,10:37:57,060052C,3390
2006-08-30,22:42:17,066047C,2882
2020-10-17,15:24:38,093516C,4983
2019-06-13,23:26:46,076774C,985
2005-03-09,11:02:44,073570C,1768
2020-12-29,15:32:14,017597C,4620
2019-12-04,20:48:45,097726C,3965
2019-05-24,08:08:09,019108C,2282
2021-07-31,15:08:49,082791C,403
2021-12-09,23:45:32,080351C,3135
2009-06-10,19:55:54,014123C,390
2016-04-26,16:40:19,003705C,3257
2019-03-05,18:33:04,061242C,3497
2021-04-15,14:15:01,018245C,3468
2016-04-20,19:36:37,085367C,4012
2024-07-22,15:46:22,035735C,1104
1997-07-16,23:29:09,024302C,4301
2019-05-19,14:05:29,011188C,1206
2016-12-09,10:23:32,088723C,3971
2018-01-18,06:35:59,002562C,4972
2010-05-07,18:40:12,094234C,2257
2002-12-07,23:22:00,008852C,2671
2019-04-08,08:41:12,030109C,796
2018-03-02,06:24:45,030063C,4795
1997-12-08,09:54:35,032880C,872
2008-01-31,22:13:44,016401C,1611
2022-05-04,21:26:52,036561C,1387
2018-01-12,05:17:16,018069C,758
1998-05-19,14:17:49,053189C,3061
1998-09-08,06:39:02,070212C,1675
2024-08-11,09:05:12,093247C,4247
2018-12-14,18:44:20,014805C,945
2016-07-30,12:20:05,096322C,1529
2017-11-20,12:45:31,078421C,4360
2019-04-04,07:27:36,086700C,4264
2002-04-17,15:17:32,062581C,3188
2023-09-24,23:00:41,046706C,3409
2024-09-10,16:50:18,081949C,4525
2021-03-26,06:23:11,021344C,869
1997-12-24,21:53:02,004481C,2777
2021-07-24,12:36:14,011800C,2656
2011-12-04,07:03:06,018958C,2691
2022-10-31,17:31:21,026742C,3001
2023-11-03,09:28:05,039425C,4508
2008-05-29,18:21:02,047147C,3698
2024-01-19,18:39:11,097229C,2980
2020-02-10,19:15:22,019959C,4818
2019-03-05,05:43:36,047008C,1861
2021-02-04,22:04:15,084965C,795
2022-05-05,18:28:15,068528C,2527
2019-11-05,08:00:31,080339C,539
2015-03-25,09:44:41,021628C,487
2021-05-28,20:08:12,020476C,3615
1999-07-26,06:13:10,047850C,4646
2019-02-08,05:13:04,018736C,1322
2021-06-20,05:12:25,056331C,4585
2022-10-25,20:44:39,084275C,136
2023-08-09,21:25:17,015109C,242
2020-12-25,19:45:46,061267C,1490
2018-10-27,11:04:12,086183C,3864
2011-10-07,17:54:07,046536C,3321
2011-12-01,22:47:27,050060C,2612
2005-06-09,18:35:17,075250C,4352
2022-01-03,18:53:47,014702C,779
2010-01-26,05:49:34,017198C,4002
2004-09-26,17:36:28,085113C,4123
2010-07-07,20:32:32,042054C,2060
2005-04-01,16:14:52,087451C,2089
2013-06-14,13:27:27,047643C,2335
2010-08-04,05:15:08,000088C,4135
2016-11-11,22:55:42,014908C,4115
2018-08-03,20:03:39,083483C,4574
2020-02-24,06:01:44,043988C,884
2020-05-07,12:36:04,057534C,4476
2014-12-31,18:36:42,046428C,2552
2021-03-01,09:40:41,000313C,1813
2015-07-14,23:29:18,095773C,2357
1997-10-27,13:14:35,034027C,3474
2017-08-19,06:32:49,031359C,1173
2023-03-16,23:23:14,006635C,2223
2024-08-19,12:54:51,048434C,209
2022-01-14,07:31:17,063910C,4477
2020-01-07,05:22:24,036369C,3498
2020-05-08,16:27:45,049510C,2193
1998-06-14,14:54:43,074997C,2838
2023-03-14,05:46:53,086969C,87
2008-01-09,08:24:53,069288C,2961
2024-10-15,20:50:30,044872C,3058
2021-04-29,09:10:01,046680C,3294
2023-04-30,08:48:08,054359C,1704
2000-09-16,19:38:46,086170C,2175
2015-04-08,06:33:09,021518C,1933
2018-06-01,15:53:50,038375C,4721
2019-03-25,20:07:40,050661C,4138
2010-06-07,17:26:02,067505C,3619
1997-12-29,07:29:53,007369C,1757
2024-07-13,15:01:53,058796C,1226
2021-08-01,19:43:26,045529C,4207
2010-06-16,09:51:14,021832C,4079
2021-09-07,06:04:34,048426C,293
2018-11-22,22:20:42,069986C,596
2012-10-03,11:30:35,036958C,639
2023-02-21,14:19:01,097797C,1879
2021-12-06,20:40:11,025464C,2006
2019-05-17,16:40:03,046539C,564
2019-06-11,19:20:58,009447C,4460
2008-08-31,06:33:01,033617C,1575
2022-01-13,12:31:43,037977C,4597
2021-07-01,21:15:03,030889C,1866
2019-05-10,09:48:02,047712C,1441
2023-01-08,12:30:06,097800C,2678
2020-05-31,18:41:36,061319C,3693
2024-06-24,12:15:04,094144C,2251
2022-04-14,20:25:42,087000C,1537
2000-11-28,14:55:59,043949C,2205
2009-08-11,12:14:29,025328C,116
2008-10-31,17:20:57,023012C,617
2019-03-20,16:28:42,099638C,4117
2009-04-01,23:43:17,018526C,1717
2013-03-01,22:16:16,059729C,4261
2014-09-24,08:26:24,066741C,4389
2024-05-29,07:49:22,018261C,2232
2018-06-17,18:28:28,006929C,3408
2019-08-31,18:16:56,007085C,898
2020-03-11,22:33:56,072907C,4612
2019-07-04,18:51:45,072591C,212
2016-12-09,17:55:46,014412C,4368
2020-10-05,06:44:52,033556C,2710
2020-07-08,05:01:00,071342C,2091
2010-01-05,07:13:54,032300C,405
1998-06-29,23:11:22,001747C,4565
2020-06-23,18:51:06,065482C,4101
2022-09-10,09:27:38,058050C,119
2011-10-02,10:37:30,086781C,2791
1998-04-08,13:13:33,019310C,4767
2023-10-21,10:45:25,000307C,3946
2021-06-29,20:12:14,025468C,3070
2020-04-15,23:23:58,024849C,4535
2021-03-11,14:27:16,003569C,2384
2024-03-11,08:47:44,098102C,444
2004-03-01,13:24:33,025895C,3283
2020-12-13,06:24:36,021500C,4364
2019-02-21,15:31:52,046576C,2079
2001-07-30,15:41:37,065700C,566
2018-12-09,12:28:58,007003C,3412
2023-03-20,13:18:38,020111C,775
2021-01-14,13:05:54,090452C,925
2002-09-20,23:20:14,019441C,1406
2018-04-08,18:49:07,006320C,2955
2021-08-30,06:05:09,018470C,1079
2022-11-27,08:54:50,042275C,3202
2021-05-22,10:20:31,072826C,261
2021-12-11,11:19:21,033110C,4891
2018-08-25,12:10:24,080997C,4182
2023-06-18,13:06:54,032139C,3254
2024-01-18,16:05:46,000718C,2224
1999-09-24,23:43:27,013119C,2898
2011-07-23,20:44:47,092366C,269
2015-08-15,14:43:07,091025C,4695
2015-12-05,06:16:52,055675C,932
2019-03-06,23:24:13,066004C,4439
2019-06-10,11:09:54,095275C,3805
2002-04-15,17:47:50,052001C,1057
2019-10-07,21:54:07,080183C,3724
2002-09-04,15:55:47,025018C,1347
2019-12-11,14:27:26,060124C,436
1998-02-03,07:54:51,051077C,4122
2022-06-21,10:52:47,002818C,1943
2019-02-26,19:00:25,050081C,976
2024-12-19,11:37:24,092061C,1599
2022-03-12,07:06:07,079615C,3368
2021-01-14,11:19:00,023534C,1011
2006-11-18,21:14:36,057540C,300
2008-06-26,06:08:06,006588C,1186
2023-10-27,19:23:13,027974C,1410
2019-01-04,13:52:54,004771C,726
2024-10-29,18:20:45,004268C,2441
2021-06-24,15:36:35,014687C,1000
2024-07-30,12:12:58,036754C,3386
2020-03-24,09:38:55,061389C,690
2019-05-07,12:18:59,036917C,3627
2008-09-25,06:50:40,007908C,571
2014-02-23,13:51:01,085029C,3357
2008-05-15,08:36:01,074144C,2396
2015-03-22,17:35:39,059548C,4665
2023-11-30,20:06:50,046323C,804
2019-03-26,18:13:15,094116C,1995
2021-03-14,05:04:06,030518C,1844
2024-04-17,11:28:54,084314C,3104
2024-04-29,16:46:42,028048C,145
2022-09-22,17:37:30,093800C,3469
2020-08-06,09:00:13,069253C,1774
2019-12-30,09:47:54,026462C,4075
2021-03-22,22:34:50,080467C,425
2020-12-12,15:12:56,025748C,200
2021-04-27,10:07:41,094134C,2036
2022-01-04,17:43:20,043614C,2653
2014-06-27,23:15:52,007869C,3134
2007-07-01,23:35:59,033896C,4945
2021-06-28,14:00:51,002706C,1560
2021-06-16,16:20:58,035792C,4228
2000-05-28,23:26:47,079046C,3679
2023-10-25,16:05:15,044418C,3053
2019-04-24,11:50:56,028227C,379
2002-02-07,08:23:54,011170C,2119
2018-01-16,05:05:17,050384C,1168
2022-12-18,13:55:59,006434C,2475
2023-01-25,22:04:38,092678C,1202
2023-05-24,08:04:34,090104C,2063
2023-12-29,09:35:57,088753C,2815
2022-05-26,08:04:50,043910C,1210
2018-11-28,10:53:49,097036C,2925
2004-01-20,21:30:41,048031C,2334
2017-05-09,22:48:00,077552C,2473
2017-08-08,11:24:31,093118C,2742
2014-07-20,05:38:50,088935C,1248
2000-11-11,14:19:08,072780C,2087
2006-02-26,22:05:55,088991C,939
2023-11-10,07:51:14,023865C,2469
2017-12-25,13:00:01,012942C,705
2002-10-26,15:27:56,099639C,3493
2009-11-13,21:41:07,005540C,4926
2018-09-23,19:22:19,010236C,4733
2024-09-30,19:44:55,015755C,3552
2018-04-22,18:06:19,009769C,3708
1997-06-09,17:38:08,088315C,4714
2018-12-25,09:10:33,019698C,821
2009-05-27,11:23:19,014389C,2489
2024-12-14,20:32:38,029630C,399
2013-06-08,14:27:45,044643C,4606
2020-09-16,05:18:27,088434C,214
2000-10-04,07:15:18,074647C,4216
2023-10-02,12:01:26,010396C,748
2021-11-07,12:05:16,085561C,860
2021-02-20,17:07:28,047915C,771
2016-12-16,10:22:31,001394C,1993
2005-09-20,16:12:49,041201C,1295
2013-08-20,20:13:31,057627C,1570
2004-11-11,13:43:00,038253C,1333
2002-06-29,07:40:28,073842C,4235
2022-10-11,18:47:15,041981C,3725
2022-09-10,06:43:23,066527C,928
2018-08-31,23:37:04,081255C,4145
2014-05-14,07:11:04,083074C,315
2019-06-06,15:37:20,091863C,991
2018-03-22,15:19:33,053014C,983
2023-06-22,09:21:26,047537C,1583
2019-06-03,09:02:21,039872C,2562
2022-05-26,12:18:28,006806C,102
2021-06-24,22:49:07,012120C,167
2017-10-11,23:26:01,090211C,1131
2023-08-15,17:28:32,081868C,3831
2019-10-09,21:42:46,093310C,3651
2021-09-23,13:04:27,024565C,1665
2024-01-10,07:05:22,034084C,751
2010-11-11,17:55:45,011697C,3472
2006-01-25,20:02:20,021933C,4173
1997-10-20,14:36:46,039506C,137
2022-12-31,06:54:10,084096C,4576
2001-08-25,17:38:16,072169C,3371
2021-04-21,11:21:30,004647C,2708
2002-11-29,13:09:48,078015C,2298
2012-02-01,21:49:37,053084C,3378
2022-10-22,08:26:53,082658C,3824
2018-06-16,18:05:53,084784C,125
2009-11-03,05:14:37,016117C,1141
2000-01-13,17:10:12,070809C,3535
2023-06-25,21:02:58,040889C,1523
2017-02-04,06:38:44,047836C,1150
2010-11-13,13:49:38,048211C,3404
2008-06-18,07:01:19,033787C,1851
2019-12-26,05:42:20,017615C,4387
2014-04-29,22:20:14,029267C,4478
2012-07-31,20:30:35,014966C,4761
2018-05-02,23:28:36,033377C,4789
2022-01-31,23:51:06,011635C,4518
2023-04-11,06:38:41,091830C,375
2000-07-18,18:30:13,010514C,257
2006-03-23,18:43:37,074833C,1757
2022-04-26,20:37:52,056689C,801
2022-03-04,13:55:39,074661C,3398
2015-10-28,14:12:44,089873C,311
2023-06-27,10:27:35,023532C,1854
2021-05-09,16:43:03,021508C,1234
2013-03-01,19:25:06,074408C,3202
2020-04-04,06:17:14,044914C,1219
2003-03-29,10:20:48,043117C,1858
2019-12-15,16:25:26,084647C,290
2015-06-28,16:42:10,061511C,4067
2021-02-05,22:06:45,069417C,4512
2019-05-11,20:33:23,052677C,3902
2020-07-28,10:54:33,083228C,1520
2023-03-07,11:44:31,069413C,1146
2019-03-23,21:03:51,011197C,3882
2012-08-17,11:54:31,078733C,647
1999-06-04,23:06:14,020153C,3407
2018-08-01,14:41:19,027263C,4383
2013-05-07,19:27:44,054948C,3171
2010-06-18,16:04:57,074106C,214
2016-05-05,12:20:05,088968C,1250
2021-06-27,12:32:26,032900C,499
2022-09-24,05:49:55,056777C,662
2018-10-14,18:55:38,038415C,614
2006-02-11,22:35:02,049048C,609
2022-02-07,08:12:04,031050C,3455
2019-12-15,23:47:36,007128C,377
2024-12-05,15:37:45,038682C,3256
2018-12-11,20:34:19,092474C,3116
2020-07-10,06:16:55,049267C,89
2001-11-18,12:11:42,032600C,2505
2021-01-21,12:35:06,003061C,1618
2024-11-27,12:28:55,040895C,3466
2018-10-20,05:32:08,056659C,1459
2001-10-18,10:24:35,094535C,4555
2023-08-08,19:51:30,065955C,1670
1999-01-04,14:08:49,007812C,519
2024-12-31,14:33:35,016470C,2273
2023-08-30,20:25:45,010204C,2143
