OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,CUSTOMER_QUANTITY,BRANCH_ID
O050522,2023-06-04,20:44:18,47,9,B010
O050525,2019-11-21,20:08:41,41,10,B009
O050528,2015-09-25,16:29:05,46,10,B010
O050531,2023-02-11,19:33:39,46,9,B002
O050534,2023-04-22,14:33:40,23,5,B015
O050536,2024-07-27,17:26:21,37,9,B004
O050539,2019-02-24,13:20:15,43,6,B003
O050545,2024-11-09,13:28:58,13,5,B010
O050547,2024-11-10,15:56:26,45,10,B010
O050549,2020-12-22,16:03:25,15,5,B003
O050551,2022-04-14,16:45:58,18,2,B015
O050552,2024-06-28,15:21:09,7,1,B001
O050555,2024-09-29,15:25:50,10,5,B002
O050556,2024-12-03,12:50:40,28,10,B015
O050558,2022-09-24,09:48:54,19,3,B009
O050559,2019-09-22,15:43:10,2,3,B008
O050563,2022-04-13,07:41:14,47,9,B012
O050571,2023-01-22,12:59:43,1,3,B002
O050572,2016-07-20,10:23:27,20,2,B010
O050573,2023-11-26,21:20:02,13,5,B009
O050575,2020-05-28,18:54:35,15,5,B008
O050577,2022-11-14,13:04:58,29,9,B001
O050578,2021-06-22,18:18:25,46,8,B008
O050586,2021-03-04,16:44:26,11,3,B011
O050590,2019-06-05,18:27:01,24,4,B014
O050593,2017-09-22,20:56:34,23,5,B013
O050608,2019-04-28,14:17:13,23,2,B011
O050614,2018-05-21,10:39:08,17,4,B006
O050615,2021-11-04,19:39:19,18,5,B010
O050618,2021-03-02,09:42:19,24,1,B015
O050619,2019-03-31,19:46:38,49,10,B002
O050625,2019-09-16,17:35:43,21,5,B005
O050626,2022-08-20,16:30:06,15,1,B005
O050630,2021-10-16,15:54:29,28,10,B010
O050632,2017-11-02,16:03:45,19,2,B004
O050633,2020-12-23,17:52:02,28,7,B011
O050634,2019-09-25,18:16:00,16,5,B008
O050635,2024-08-10,18:12:22,31,7,B008
O050642,2021-10-30,08:42:15,47,6,B009
O050644,2022-08-12,16:49:05,5,5,B006
O050646,2023-12-22,15:57:12,10,5,B005
O050648,2020-02-23,17:17:20,25,3,B006
O050655,2019-11-02,09:55:16,30,6,B011
O050661,2022-06-24,11:05:29,30,6,B008
O050662,2021-09-14,11:04:09,11,3,B012
O050664,2022-03-05,16:30:20,12,4,B008
O050667,2024-01-12,09:59:20,36,7,B012
O050674,2020-08-16,21:00:21,49,7,B008
O050676,2022-05-30,11:55:35,14,2,B001
O050680,2021-05-29,19:19:18,30,9,B008
O050683,2021-01-11,09:51:18,10,5,B002
O050684,2021-11-26,07:43:32,6,5,B013
O050689,2021-05-28,13:05:27,12,2,B005
O050692,2023-04-26,18:34:44,17,5,B003
O050695,2023-01-13,17:06:29,40,6,B007
O050697,2021-04-01,19:43:13,39,8,B011
O050704,2024-08-28,11:29:30,35,6,B015
O050705,2022-02-25,19:22:57,32,10,B010
O050707,2021-12-19,11:44:17,3,1,B009
O050708,2022-11-30,15:09:52,22,2,B007
O050709,2020-12-07,19:27:25,13,4,B004
O050719,2023-11-27,14:54:38,49,7,B010
O050720,2022-10-17,17:10:27,22,5,B001
O050722,2021-04-22,20:35:18,45,8,B001
O050725,2021-04-17,11:46:21,4,2,B013
O050728,2022-05-07,15:55:36,44,10,B006
O050729,2024-10-04,20:50:33,35,6,B005
O050730,2023-11-29,19:12:44,4,3,B013
O050736,2018-09-30,09:38:23,47,10,B005
O050741,2024-07-24,19:03:23,19,5,B010
O050742,2019-06-23,10:54:39,22,1,B003
O050746,2019-02-07,10:13:17,21,1,B014
O050747,2020-12-21,18:10:46,3,1,B001
O050751,2022-01-20,16:29:45,20,5,B002
O050754,2024-06-06,16:29:05,36,9,B002
O050758,2024-08-10,17:59:17,44,7,B007
O050760,2024-07-30,18:32:28,42,10,B012
O050761,2020-05-26,18:33:39,32,8,B013
O050762,2017-04-14,14:04:30,31,7,B005
O050766,2019-01-21,13:41:11,21,2,B010
O050767,2022-04-26,13:12:15,28,8,B010
O050769,2024-03-25,08:19:04,7,4,B003
O050773,2024-04-21,12:02:19,16,3,B002
O050775,2024-12-01,11:06:09,28,7,B006
O050778,2024-04-10,13:24:28,21,5,B015
O050790,2023-08-18,20:41:10,43,7,B013
O050794,2017-03-05,11:56:23,45,8,B003
O050796,2023-07-10,08:50:12,27,7,B008
O050797,2021-03-31,16:52:32,14,4,B002
O050799,2019-04-15,14:43:59,9,1,B014
O050808,2021-06-26,09:33:29,13,1,B008
O050809,2024-08-21,14:49:59,8,2,B013
O050810,2018-09-24,16:34:01,36,6,B009
O050811,2023-05-04,18:25:16,5,4,B001
O050812,2016-02-10,16:09:40,15,1,B006
O050822,2021-03-07,15:16:43,34,10,B003
O050824,2024-10-04,19:54:06,28,10,B014
O050825,2020-10-09,16:13:47,15,3,B009
O050827,2024-03-21,12:06:45,7,4,B005
O050828,2024-11-28,19:26:18,50,8,B012
O050842,2021-03-27,17:08:03,15,4,B004
O050844,2024-01-21,09:31:32,23,2,B005
O050848,2024-02-29,17:19:58,3,3,B006
O050849,2022-01-31,12:09:24,16,2,B013
O050851,2020-08-03,08:37:32,23,2,B013
O050852,2022-12-23,12:36:38,29,6,B008
O050854,2022-06-27,12:52:37,24,2,B001
O050857,2020-04-14,20:18:30,19,5,B013
O050858,2022-02-20,19:09:53,19,3,B003
O050868,2018-08-11,21:34:00,26,8,B002
O050871,2024-10-27,12:12:57,14,5,B008
O050875,2019-03-26,06:47:37,9,5,B012
O050885,2024-01-03,09:50:45,2,5,B003
O050887,2020-04-20,10:37:03,18,5,B005
O050888,2023-10-28,16:28:52,10,4,B014
O050893,2023-05-02,20:13:11,15,4,B013
O050896,2019-01-10,17:19:52,48,9,B005
O050897,2021-12-18,20:08:23,12,2,B003
O050902,2020-06-08,21:54:12,37,6,B006
O050906,2018-07-08,10:49:32,22,3,B006
O050907,2019-04-20,12:16:46,47,9,B015
O050911,2017-06-23,17:07:10,5,3,B002
O050915,2021-08-25,15:28:16,21,2,B009
O050917,2023-11-13,16:29:50,2,3,B011
O050918,2020-09-11,17:14:18,35,10,B005
O050919,2023-10-15,19:10:59,11,4,B007
O050922,2020-12-01,18:01:38,33,9,B010
O050923,2021-12-07,18:52:24,37,6,B002
O050927,2020-10-23,10:51:20,36,7,B014
O050928,2024-09-01,21:14:41,16,2,B007
O050929,2021-01-20,20:35:42,43,9,B008
O050930,2018-09-26,12:20:38,47,7,B001
O050931,2021-12-27,20:13:19,6,3,B010
O050932,2021-03-23,09:19:05,24,3,B006
O050944,2017-09-11,20:56:44,15,4,B014
O050945,2023-03-02,18:43:14,16,2,B010
O050947,2020-04-02,17:01:07,21,2,B015
O050949,2024-02-07,18:16:44,31,8,B015
O050952,2019-05-03,13:30:17,33,10,B007
O050956,2018-05-22,14:06:37,26,7,B010
O050966,2024-01-25,17:12:09,44,7,B004
O050967,2022-06-29,10:22:12,48,8,B013
O050978,2024-10-31,11:59:19,1,5,B005
O050979,2021-02-24,17:13:24,32,8,B005
O050986,2020-04-24,12:48:24,44,9,B007
O050988,2020-03-12,11:25:52,6,1,B009
O050991,2016-12-06,19:58:01,45,7,B010
O050992,2017-03-27,16:51:26,45,6,B004
O050995,2022-05-22,14:25:11,46,6,B013
O050999,2019-07-12,19:22:15,20,5,B004
O051003,2024-06-17,14:56:45,10,2,B015
O051005,2024-01-20,14:24:28,38,9,B004
O051007,2019-05-19,11:36:20,2,5,B004
O051009,2021-03-10,11:36:15,3,4,B007
O051010,2024-09-30,07:39:44,2,3,B008
O051012,2018-11-04,15:54:42,23,4,B001
O051013,2023-01-08,10:27:11,20,1,B012
O051016,2021-04-08,20:06:56,13,2,B001
O051017,2018-03-31,19:14:19,1,1,B006
O051018,2018-04-19,19:32:02,1,3,B002
O051019,2024-11-10,10:13:31,19,5,B015
O051020,2021-11-16,11:25:57,18,2,B012
O051022,2024-11-30,14:01:46,40,6,B015
O051023,2018-11-21,11:25:55,2,1,B007
O051024,2022-01-18,15:51:32,7,5,B011
O051034,2024-11-07,21:12:38,21,2,B002
O051036,2024-01-28,15:54:46,30,6,B005
O051040,2017-07-27,10:59:53,50,6,B002
O051045,2021-09-11,14:02:00,14,2,B010
O051046,2017-01-17,21:44:50,41,10,B006
O051056,2024-07-23,19:59:40,6,4,B011
O051060,2018-06-12,18:46:25,30,7,B009
O051062,2023-01-06,16:04:30,31,10,B011
O051064,2019-07-13,06:08:23,44,7,B013
O051066,2020-09-10,11:51:05,1,1,B003
O051068,2021-11-18,08:01:01,50,7,B003
O051075,2024-11-12,16:12:36,42,9,B013
O051077,2016-09-07,16:06:51,39,9,B010
O051081,2017-06-13,14:29:23,20,4,B009
O051087,2018-01-12,14:30:10,25,3,B005
O051095,2019-10-23,14:14:31,50,8,B010
O051096,2020-08-29,20:21:41,47,10,B011
O051098,2022-09-22,10:08:33,39,9,B001
O051103,2023-04-30,13:29:51,33,7,B003
O051104,2022-09-07,11:57:09,7,2,B004
O051105,2024-08-20,16:59:58,30,7,B014
O051110,2023-11-23,14:50:57,25,1,B014
O051112,2024-12-04,12:20:38,22,1,B006
O051118,2017-05-27,15:49:46,2,2,B015
O051119,2023-10-19,10:00:38,12,2,B009
O051122,2022-03-20,16:09:59,21,2,B005
O051126,2021-09-09,15:46:19,37,8,B008
O051127,2018-02-01,20:55:56,27,9,B014
O051128,2024-09-22,11:45:19,49,6,B005
O051130,2017-01-17,11:53:35,32,8,B001
O051132,2021-12-20,12:13:31,5,4,B001
O051134,2019-12-11,19:55:38,10,4,B013
O051135,2022-06-13,09:31:24,42,10,B001
O051136,2019-04-19,16:24:14,50,8,B010
O051139,2023-01-31,16:14:04,32,8,B011
O051142,2020-03-16,17:06:31,50,7,B010
O051147,2024-10-06,14:44:00,49,10,B002
O051148,2022-12-08,17:37:16,25,5,B006
O051150,2018-07-05,12:30:19,27,7,B002
O051151,2024-02-08,18:42:25,15,1,B006
O051154,2023-07-24,20:46:56,16,4,B007
O051158,2024-12-01,12:51:51,44,8,B004
O051160,2020-05-06,17:32:52,36,7,B011
O051162,2018-07-14,14:50:24,42,10,B001
O051168,2022-11-20,14:13:58,18,1,B014
O051171,2022-04-04,20:11:27,35,7,B010
O051174,2022-02-14,11:39:01,25,4,B001
O051179,2022-01-22,10:44:19,41,9,B008
O051182,2022-12-20,13:12:42,31,10,B004
O051184,2022-02-04,21:40:41,35,6,B006
O051187,2020-04-06,08:28:15,1,2,B012
O051190,2017-12-06,18:33:14,46,6,B008
O051191,2024-04-28,14:36:17,16,2,B003
O051194,2023-12-31,09:54:26,4,1,B011
O051195,2024-08-09,21:29:01,23,4,B005
O051196,2022-10-16,14:33:28,30,7,B002
O051197,2024-10-04,16:05:21,23,2,B010
O051199,2022-05-07,13:21:18,14,4,B009
O051200,2024-08-02,10:27:52,33,9,B006
O051201,2019-12-04,15:09:29,26,6,B013
O051202,2022-10-30,11:01:30,8,5,B003
O051203,2020-04-30,20:10:09,17,1,B012
O051204,2023-11-02,14:13:22,15,2,B007
O051205,2017-02-27,09:40:53,11,2,B012
O051206,2023-06-18,14:35:21,35,6,B013
O051207,2023-09-26,15:28:24,48,8,B003
O051209,2020-12-21,20:52:18,18,5,B010
O051212,2022-01-24,11:08:16,17,5,B006
O051216,2023-05-14,13:34:22,7,5,B013
O051217,2024-04-01,13:05:52,27,6,B001
O051218,2021-08-30,10:10:53,43,9,B007
O051219,2021-05-30,11:13:11,23,2,B001
O051223,2024-07-08,18:13:32,38,6,B008
O051224,2023-04-26,16:51:50,49,7,B009
O051225,2024-06-21,12:13:48,48,7,B010
O051226,2018-11-28,07:47:57,24,4,B011
O051227,2021-05-24,14:11:24,35,9,B001
O051228,2019-08-10,17:03:50,42,9,B001
O051229,2022-11-28,13:48:55,16,3,B007
O051232,2021-01-11,16:14:44,25,5,B014
O051239,2022-03-21,16:42:54,13,5,B009
O051243,2021-10-20,13:56:01,50,8,B014
O051245,2022-11-27,18:39:35,43,8,B007
O051248,2018-11-22,17:24:49,39,6,B009
O051249,2019-11-03,12:45:49,36,6,B004
O051255,2023-09-23,13:19:43,5,4,B011
O051257,2020-12-18,18:09:11,14,5,B010
O051268,2022-11-22,15:38:32,1,4,B005
O051269,2017-08-10,20:45:45,13,2,B008
O051272,2021-12-28,18:22:06,8,1,B013
O051282,2021-10-16,11:04:59,38,10,B005
O051294,2020-12-24,18:29:05,19,3,B015
O051297,2022-09-06,18:17:34,38,7,B010
O051300,2021-08-18,19:46:40,19,3,B007
O051302,2015-12-07,11:44:07,39,8,B002
O051304,2022-06-15,11:18:21,49,9,B003
O051307,2021-03-09,11:39:53,8,1,B003
O051311,2015-04-18,14:45:21,1,5,B002
O051314,2016-05-26,11:39:19,2,4,B001
O051320,2022-05-28,09:59:19,20,3,B015
O051323,2024-08-10,15:38:24,31,6,B004
O051325,2024-11-21,18:28:56,10,5,B003
O051326,2021-11-25,18:51:32,6,5,B015
O051328,2024-09-25,18:11:02,28,6,B006
O051330,2018-11-22,12:25:25,5,4,B012
O051333,2022-07-31,19:24:45,13,5,B004
O051335,2022-10-18,12:49:05,9,4,B001
O051341,2018-10-23,10:54:02,36,9,B007
O051346,2020-06-21,14:39:07,45,10,B009
O051350,2021-07-10,12:19:35,19,5,B006
O051351,2021-02-04,20:08:12,29,7,B003
O051358,2023-10-19,15:41:07,35,7,B004
O051359,2020-06-07,15:02:02,40,8,B011
O051361,2022-12-05,11:53:48,37,9,B004
O051362,2021-07-12,16:02:24,4,4,B002
O051364,2022-05-19,13:22:41,42,6,B008
O051366,2022-04-20,15:20:18,18,2,B013
O051370,2024-01-12,08:35:38,30,10,B003
O051371,2024-07-22,14:42:26,42,10,B012
O051383,2024-02-06,11:17:00,25,4,B012
O051385,2023-12-03,11:21:08,6,2,B011
O051386,2018-01-05,15:03:10,24,1,B003
O051388,2019-03-31,10:51:57,45,6,B010
O051390,2019-12-09,08:53:00,45,8,B001
O051394,2023-02-18,09:55:21,37,9,B001
O051397,2024-01-16,19:38:02,33,9,B004
O051400,2024-09-20,13:57:10,8,2,B011
O051402,2023-05-13,20:08:12,38,8,B014
O051407,2017-07-03,11:37:21,22,3,B007
O051408,2020-05-29,14:19:05,50,8,B005
O051409,2019-12-09,18:45:03,18,4,B012
O051411,2018-08-02,13:23:16,44,9,B005
O051414,2022-10-23,08:27:37,16,4,B013
O051417,2018-05-12,07:21:15,45,7,B013
O051418,2023-10-15,15:53:32,32,8,B001
O051423,2023-05-20,14:56:12,6,3,B004
O051424,2024-06-27,16:02:50,15,3,B001
O051425,2024-11-26,09:49:54,47,7,B006
O051426,2018-09-08,12:10:44,16,1,B012
O051429,2022-05-14,18:48:06,20,5,B005
O051431,2021-07-15,15:18:43,44,6,B013
O051434,2023-12-14,13:24:48,38,10,B007
O051435,2024-11-23,09:42:44,28,8,B005
O051437,2018-04-26,17:04:36,37,7,B009
O051438,2022-10-20,18:21:22,20,3,B013
O051440,2020-08-20,19:38:20,15,1,B004
O051442,2021-08-17,18:01:17,34,10,B007
O051445,2020-12-07,09:56:43,50,9,B003
O051447,2021-02-20,08:12:32,38,10,B012
O051451,2021-09-11,08:42:19,10,5,B008
O051454,2024-10-18,16:33:24,13,2,B009
O051455,2023-08-30,16:38:25,5,1,B011
O051457,2023-08-25,14:57:35,1,5,B005
O051458,2022-06-23,10:16:31,4,2,B012
O051462,2021-03-25,20:37:08,17,2,B010
O051465,2024-07-07,08:49:23,10,2,B015
O051466,2022-08-09,11:39:24,39,7,B010
O051467,2023-07-25,21:40:41,49,10,B014
O051469,2024-01-23,16:29:27,40,7,B001
O051476,2023-01-06,10:30:12,6,4,B002
O051480,2024-07-27,15:07:43,37,9,B007
O051489,2017-06-17,19:57:31,19,5,B002
O051491,2024-01-19,14:20:44,30,7,B015
O051492,2023-05-30,10:41:26,21,4,B004
O051499,2017-04-22,18:15:28,10,4,B008
O051501,2018-05-07,20:53:02,10,3,B014
O051505,2024-07-26,09:04:04,27,6,B015
O051510,2022-08-25,13:43:48,50,7,B006
O051515,2023-01-19,08:35:02,24,1,B012
O051519,2024-08-04,12:55:00,4,3,B015
O051525,2023-01-07,15:22:12,38,9,B005
O051527,2019-09-10,14:28:43,45,9,B005
O051530,2024-09-14,17:58:18,10,2,B010
O051534,2022-10-22,07:56:47,23,2,B003
O051540,2017-02-03,17:31:35,44,9,B007
O051541,2022-11-28,10:09:21,31,7,B012
O051545,2021-11-27,19:35:11,17,1,B012
O051547,2017-04-28,20:57:35,17,4,B001
O051548,2019-12-01,18:55:55,23,2,B005
O051550,2024-05-31,18:15:30,3,4,B015
O051553,2017-08-26,17:11:23,42,10,B003
O051554,2023-09-01,16:31:35,21,5,B013
O051557,2024-06-26,17:16:08,31,7,B003
O051558,2021-07-26,18:12:53,6,3,B011
O051559,2022-06-21,15:56:26,24,3,B011
O051560,2019-08-16,10:14:14,14,5,B002
O051565,2023-08-07,15:27:32,44,8,B007
O051574,2024-03-20,15:24:58,19,5,B004
O051575,2020-10-01,14:43:42,32,8,B004
O051576,2021-10-01,16:47:25,18,2,B009
O051579,2019-08-19,09:17:25,5,1,B014
O051580,2024-09-15,20:57:19,35,8,B014
O051581,2024-04-14,12:44:39,27,7,B008
O051586,2017-11-10,09:34:45,24,1,B001
O051589,2016-04-27,13:21:14,38,7,B004
O051590,2024-10-17,08:58:54,36,8,B012
O051595,2023-06-01,12:26:46,4,3,B007
O051604,2023-07-23,18:50:24,28,7,B008
O051605,2024-05-22,15:31:37,13,1,B015
O051606,2024-07-29,10:56:10,42,8,B002
O051610,2024-10-06,19:16:31,8,3,B004
O051612,2022-12-24,17:34:17,43,8,B012
O051616,2024-07-01,09:50:38,43,6,B009
O051621,2018-03-06,16:12:23,4,2,B004
O051626,2024-05-02,12:35:03,3,4,B014
O051627,2020-05-24,11:01:48,1,3,B003
O051631,2019-05-16,10:18:34,28,10,B002
O051632,2022-11-27,20:08:50,30,6,B010
O051635,2019-08-31,17:26:01,20,5,B006
O051638,2021-06-22,10:18:59,27,8,B002
O051641,2021-09-01,14:39:27,16,3,B004
O051643,2022-08-15,09:57:16,22,3,B003
O051644,2023-10-17,11:02:59,50,6,B010
O051645,2017-07-30,10:40:18,10,3,B006
O051649,2024-03-30,16:37:51,32,7,B014
O051650,2023-11-25,14:24:47,40,6,B015
O051656,2019-11-14,15:58:54,13,5,B011
O051658,2018-12-20,16:58:17,35,6,B015
O051660,2017-01-13,20:42:03,13,4,B012
O051663,2018-11-14,15:28:44,48,9,B009
O051664,2020-04-15,12:57:22,1,2,B014
O051665,2022-11-25,08:01:37,17,4,B015
O051668,2022-03-20,19:22:54,25,1,B014
O051671,2021-01-23,19:02:44,32,7,B001
O051675,2021-08-17,20:22:20,1,4,B001
O051680,2024-09-21,16:55:34,39,8,B002
O051682,2020-02-07,12:24:32,37,8,B011
O051684,2023-12-03,21:12:30,1,2,B014
O051686,2019-10-23,06:04:38,7,2,B013
O051688,2020-08-14,15:51:38,12,5,B004
O051693,2022-10-21,11:22:27,6,5,B001
O051697,2016-11-15,13:16:20,35,7,B008
O051699,2020-09-23,13:53:12,49,9,B007
O051706,2023-09-05,12:09:11,41,9,B002
O051707,2024-07-02,18:11:29,10,3,B015
O051710,2020-06-21,20:00:44,50,6,B015
O051718,2024-06-09,16:41:50,6,3,B003
O051720,2024-10-01,17:17:27,32,9,B012
O051724,2018-08-01,08:46:07,15,4,B003
O051725,2022-10-13,11:42:07,10,1,B006
O051726,2017-01-09,20:29:48,40,8,B013
O051729,2023-10-19,10:56:51,1,1,B008
O051730,2016-04-14,15:33:33,22,4,B010
O051732,2017-02-02,11:08:22,30,6,B007
O051733,2020-08-28,18:00:27,41,7,B007
O051738,2021-12-31,14:26:04,10,3,B010
O051740,2024-05-25,21:48:40,16,4,B001
O051745,2022-05-05,16:10:34,40,9,B012
O051746,2018-06-05,15:31:40,49,10,B006
O051748,2022-11-12,16:45:21,36,7,B004
O051754,2024-11-07,13:07:34,26,6,B005
O051755,2023-01-23,12:01:55,43,7,B002
O051756,2023-04-10,13:51:31,12,4,B007
O051758,2016-11-06,15:33:02,7,4,B003
O051760,2023-11-18,18:58:54,46,10,B003
O051767,2023-07-26,08:17:39,18,4,B009
O051771,2024-03-18,11:07:17,49,8,B011
O051772,2021-10-27,12:41:47,50,7,B011
O051774,2022-05-18,19:49:15,26,6,B010
O051775,2024-01-14,16:14:04,26,10,B001
O051785,2021-11-12,19:23:56,25,2,B015
O051789,2024-01-28,09:24:15,37,8,B013
O051791,2022-01-20,14:02:04,38,9,B009
O051792,2021-03-14,12:57:12,31,8,B013
O051797,2017-06-07,08:04:38,46,10,B009
O051798,2022-03-15,21:07:25,47,10,B008
O051801,2021-03-26,17:45:43,45,6,B001
O051803,2018-06-15,14:08:54,28,8,B011
O051804,2018-01-08,14:51:37,18,4,B012
O051808,2017-09-25,19:43:11,45,10,B005
O051810,2022-07-17,17:49:17,36,9,B010
O051812,2024-05-30,21:38:20,49,9,B006
O051815,2024-12-01,15:39:38,1,2,B004
O051816,2024-07-14,13:48:39,46,9,B002
O051818,2023-04-05,17:23:49,46,7,B007
O051822,2023-11-12,15:55:32,40,9,B003
O051824,2019-05-27,17:52:19,20,3,B011
O051825,2019-05-30,11:07:33,37,8,B003
O051829,2023-09-05,12:20:11,47,8,B002
O051830,2019-12-19,09:39:55,46,6,B008
O051832,2021-10-19,16:01:33,25,2,B001
O051836,2018-06-30,11:40:27,24,2,B001
O051837,2022-12-17,18:53:56,12,2,B009
O051838,2020-12-27,15:57:14,39,7,B014
O051839,2021-04-15,17:46:43,49,6,B006
O051842,2024-10-02,20:23:40,50,9,B007
O051844,2020-12-22,20:24:31,1,1,B005
O051845,2019-05-09,19:23:53,22,4,B003
O051853,2024-09-25,15:38:48,29,9,B015
O051855,2022-05-31,13:38:36,44,7,B014
O051856,2024-04-24,20:07:48,26,8,B002
O051859,2024-11-06,18:21:32,7,5,B013
O051861,2022-10-16,14:24:40,30,6,B008
O051862,2020-03-13,15:37:26,27,7,B009
O051863,2022-11-06,12:05:18,7,4,B002
O051870,2024-08-02,16:17:23,6,5,B010
O051884,2023-03-20,14:16:49,43,7,B002
O051885,2019-01-10,09:27:54,2,4,B012
O051887,2021-11-24,07:59:47,24,4,B009
O051888,2018-05-17,09:10:55,35,9,B003
O051889,2021-09-02,12:24:23,17,5,B015
O051890,2018-11-06,11:33:46,13,3,B007
O051891,2016-04-25,13:08:32,24,4,B012
O051893,2018-04-03,08:49:01,3,5,B001
O051895,2024-05-27,18:40:35,43,6,B008
O051897,2024-08-04,20:08:08,13,4,B010
O051899,2023-02-20,15:18:39,41,8,B008
O051900,2018-03-04,11:16:03,50,9,B004
O051903,2024-03-23,17:05:47,46,7,B010
O051904,2024-10-08,20:42:24,6,2,B012
O051906,2018-01-25,14:25:57,6,1,B013
O051908,2019-12-29,16:54:25,22,5,B001
O051909,2024-04-11,14:47:41,20,2,B006
O051915,2024-02-17,16:52:34,49,7,B012
O051916,2017-12-03,21:03:21,46,7,B008
O051918,2024-07-02,11:37:32,48,10,B011
O051925,2022-10-02,10:43:15,12,4,B004
O051927,2022-11-07,13:33:27,14,1,B004
O051929,2024-08-13,12:13:55,18,5,B015
O051932,2016-11-06,14:31:17,6,1,B001
O051935,2020-12-18,13:26:02,12,2,B012
O051936,2024-10-03,09:37:18,22,4,B006
O051944,2022-01-21,16:47:52,47,6,B014
O051950,2018-05-30,13:11:20,12,1,B001
O051954,2018-05-02,11:18:34,2,1,B006
O051956,2023-05-19,17:58:32,22,3,B006
O051959,2020-06-06,09:55:23,1,2,B007
O051962,2023-02-16,10:10:00,33,9,B001
O051963,2019-11-08,11:03:28,50,10,B005
O051965,2017-08-05,14:11:49,34,10,B014
O051966,2024-08-22,15:49:33,34,9,B004
O051971,2023-02-15,10:48:33,17,5,B010
O051975,2019-04-01,19:09:17,3,5,B007
O051982,2021-04-27,14:02:13,4,4,B006
O051983,2024-12-06,12:42:44,3,5,B007
O051987,2022-12-18,19:02:41,42,6,B015
O051992,2016-09-28,15:21:34,10,3,B015
O052004,2018-06-26,11:58:53,15,5,B008
O052014,2019-10-03,21:57:32,41,7,B006
O052017,2020-05-28,13:15:54,1,2,B013
O052019,2018-03-06,15:52:54,50,7,B005
O052027,2023-12-21,15:11:16,20,1,B014
O052028,2024-07-19,14:19:04,46,10,B015
O052029,2024-09-14,16:45:13,33,9,B008
O052030,2023-10-15,15:31:14,17,4,B015
O052036,2018-09-02,16:36:48,14,1,B008
O052038,2018-07-05,10:24:28,24,5,B001
O052042,2021-08-18,14:13:03,16,5,B012
O052045,2024-01-01,16:12:42,22,5,B002
O052046,2024-05-01,13:32:10,12,5,B002
O052049,2022-01-04,10:49:39,29,7,B001
O052054,2022-03-28,11:12:42,23,5,B006
O052058,2018-04-04,15:36:59,7,1,B002
O052061,2024-03-16,10:32:45,32,9,B005
O052063,2021-09-11,20:36:26,33,10,B010
O052067,2022-11-07,15:54:14,47,9,B010
O052069,2022-07-20,10:58:47,27,6,B010
O052076,2024-07-01,13:47:38,22,4,B009
O052077,2017-10-10,16:48:24,49,10,B003
O052080,2021-09-18,12:20:30,8,1,B014
O052083,2022-10-13,17:02:28,42,7,B001
O052084,2023-01-24,16:14:06,23,1,B012
O052088,2022-10-02,19:22:30,20,3,B006
O052090,2022-03-23,14:55:30,6,1,B015
O052093,2022-11-17,11:00:50,7,2,B001
O052094,2018-12-30,20:30:41,38,9,B001
O052101,2024-11-02,18:39:49,10,4,B015
O052104,2024-09-20,13:59:42,44,9,B004
O052105,2024-03-29,22:39:37,25,5,B009
O052106,2016-09-16,14:18:22,19,4,B008
O052110,2018-10-06,18:40:10,19,4,B015
O052112,2018-10-28,17:44:00,40,6,B002
O052119,2021-01-02,11:13:39,1,2,B008
O052127,2022-11-05,11:00:26,45,9,B005
O052128,2022-10-05,06:45:46,3,5,B013
O052130,2024-02-01,16:14:25,35,9,B015
O052131,2022-11-21,16:28:52,15,4,B010
O052133,2023-08-17,10:43:28,37,7,B014
O052136,2024-08-10,12:49:04,25,3,B003
O052142,2024-09-25,21:47:11,29,7,B002
O052146,2024-07-17,18:12:43,43,6,B014
O052147,2023-07-09,11:00:30,24,2,B006
O052149,2023-01-22,14:22:56,9,4,B013
O052151,2019-09-23,08:41:57,42,8,B012
O052157,2022-04-03,14:09:47,33,6,B001
O052158,2024-04-07,17:01:53,1,2,B002
O052161,2021-08-25,14:04:46,50,7,B005
O052162,2023-11-27,14:45:04,39,6,B005
O052166,2020-10-21,10:12:25,45,9,B014
O052167,2021-10-30,20:32:43,4,3,B012
O052169,2022-05-10,10:31:52,24,1,B013
O052173,2020-08-07,15:29:21,32,8,B008
O052174,2022-03-05,20:30:01,24,5,B006
O052177,2016-09-14,08:40:36,42,6,B001
O052180,2024-09-07,14:27:59,21,4,B014
O052181,2022-09-18,09:35:54,28,6,B012
O052187,2022-07-22,17:24:24,37,8,B011
O052189,2024-11-30,09:56:03,42,6,B004
O052200,2022-01-05,09:21:59,45,6,B008
O052205,2019-03-09,12:18:15,47,10,B007
O052215,2022-01-04,12:49:44,4,3,B004
O052223,2018-02-08,16:16:56,38,10,B002
O052228,2018-05-07,19:35:26,46,6,B005
O052229,2021-08-06,11:09:37,37,8,B011
O052236,2018-08-03,13:35:09,15,4,B002
O052238,2017-10-28,10:07:58,40,10,B006
O052239,2020-03-29,19:32:41,25,5,B008
O052240,2022-11-07,12:12:04,28,10,B012
O052241,2022-06-02,12:33:06,3,4,B002
O052242,2022-11-13,14:31:51,29,10,B003
O052243,2023-11-05,19:47:20,42,8,B010
O052244,2021-12-09,15:45:32,1,4,B011
O052246,2023-11-25,09:19:16,19,1,B006
O052247,2021-01-07,11:02:40,13,3,B008
O052248,2024-10-06,09:55:27,36,7,B004
