DORDER_ID,DATE_DELIVERY,TIME_DELIVERY
O067593,2018-09-14,14:07:24
O067594,2018-02-17,13:18:03
O067595,2020-11-05,11:24:05
O067599,2015-03-10,15:04:05
O067605,2017-07-10,12:02:54
O067608,2022-02-28,18:01:04
O067609,2020-10-19,10:43:50
O067613,2020-07-12,17:57:46
O067615,2024-05-05,12:29:30
O067619,2017-10-22,18:37:11
O067622,2024-11-27,19:58:26
O067629,2024-10-03,20:37:01
O067631,2019-04-24,12:29:27
O067632,2018-10-16,19:10:40
O067634,2018-12-03,20:23:55
O067637,2023-08-20,12:41:08
O067638,2020-10-01,19:02:33
O067639,2024-03-20,17:32:56
O067641,2021-05-11,08:27:30
O067643,2019-12-09,12:11:03
O067645,2024-06-25,13:35:11
O067652,2024-11-29,16:55:48
O067654,2019-02-14,18:11:13
O067659,2024-09-29,15:06:40
O067661,2018-11-29,20:53:03
O067662,2021-07-16,15:14:20
O067665,2016-09-30,14:17:51
O067667,2021-06-18,17:11:01
O067677,2018-04-08,10:37:36
O067679,2020-09-25,12:26:52
O067683,2018-08-09,16:10:32
O067685,2016-11-06,14:52:53
O067690,2018-12-24,11:15:05
O067691,2024-10-18,09:43:53
O067692,2020-01-03,15:24:56
O067694,2024-07-15,19:06:29
O067695,2024-07-27,17:20:46
O067696,2023-04-19,09:49:01
O067699,2024-07-23,16:18:42
O067701,2024-02-03,12:26:33
O067705,2022-06-11,13:05:27
O067708,2022-02-01,12:25:42
O067713,2021-03-19,10:00:42
O067716,2022-10-11,12:01:05
O067718,2023-10-08,09:30:39
O067721,2024-01-14,11:39:06
O067724,2016-11-06,15:47:11
O067731,2021-07-21,16:19:40
O067734,2024-07-31,09:21:58
O067735,2024-08-07,15:59:20
O067738,2018-07-12,10:01:51
O067742,2022-11-09,14:45:38
O067743,2024-07-26,13:41:30
O067747,2021-02-08,18:12:19
O067750,2020-03-05,20:51:16
O067754,2018-11-04,19:33:13
O067758,2023-03-28,13:04:34
O067764,2023-11-07,12:17:25
O067769,2018-12-01,10:09:59
O067776,2021-10-21,12:57:07
O067778,2023-02-26,10:36:43
O067782,2022-11-04,20:33:28
O067783,2024-11-30,08:24:08
O067785,2021-08-16,18:34:16
O067786,2024-09-28,16:45:50
O067788,2024-10-03,16:41:41
O067790,2020-02-17,14:25:05
O067794,2024-09-07,18:26:04
O067795,2021-12-25,16:15:24
O067797,2023-06-03,15:56:17
O067798,2021-03-20,18:11:36
O067802,2020-08-26,13:41:09
O067803,2022-11-20,20:08:55
O067813,2024-05-10,19:52:18
O067814,2024-02-01,18:17:46
O067815,2021-06-03,21:01:52
O067821,2024-09-14,11:02:50
O067826,2021-03-12,16:47:36
O067831,2023-04-27,10:04:52
O067832,2024-10-14,17:57:17
O067838,2023-02-22,08:46:45
O067840,2024-11-04,16:05:47
O067849,2020-07-16,15:53:51
O067852,2022-11-28,17:13:19
O067854,2022-10-23,12:50:53
O067866,2024-01-07,13:12:48
O067868,2021-12-11,11:31:55
O067876,2024-02-08,08:37:07
O067878,2020-08-30,13:01:29
O067879,2022-12-18,10:08:56
O067884,2021-06-02,08:10:26
O067887,2018-08-11,07:12:39
O067895,2022-08-02,14:22:21
O067896,2022-10-04,20:49:35
O067900,2019-07-12,17:24:05
O067906,2021-11-29,11:52:47
O067911,2024-08-09,20:35:09
O067912,2022-05-02,17:26:40
O067917,2021-08-30,16:53:42
O067923,2023-02-15,10:24:45
O067928,2021-04-14,09:19:15
O067933,2019-12-04,11:58:28
O067936,2024-09-12,10:36:37
O067939,2020-09-23,10:25:02
O067943,2024-02-04,15:25:56
O067944,2018-11-18,10:07:04
O067945,2021-08-22,18:24:17
O067948,2022-08-15,13:04:34
O067949,2018-10-31,15:22:31
O067950,2020-11-25,18:20:11
O067951,2017-01-23,09:45:42
O067952,2021-09-04,10:36:31
O067955,2023-09-05,11:11:04
O067956,2017-03-21,15:03:21
O067962,2024-03-17,10:14:23
O067966,2018-10-11,10:43:00
O067967,2020-06-01,06:37:40
O067969,2020-10-30,18:09:21
O067972,2022-12-25,11:27:18
O067973,2024-11-20,18:30:47
O067974,2022-10-04,16:17:02
O067976,2024-05-19,12:18:48
O067978,2021-05-23,14:56:57
O067981,2024-10-08,14:58:19
O067982,2024-11-16,10:49:24
O067984,2023-09-06,14:43:17
O067987,2023-07-13,15:50:32
O067989,2020-07-23,12:35:10
O067991,2024-09-23,19:31:46
O067993,2022-10-18,08:15:32
O067994,2020-04-25,15:49:23
O067999,2022-07-27,14:39:21
O068005,2022-08-24,11:59:47
O068011,2016-09-30,12:42:22
O068013,2024-11-20,17:20:30
O068014,2024-07-05,13:14:34
O068016,2018-07-15,12:26:23
O068020,2024-05-20,10:04:42
O068026,2024-06-23,17:34:54
O068035,2019-02-28,20:18:20
O068038,2021-03-05,17:04:13
O068039,2024-11-15,08:30:13
O068054,2023-02-10,17:18:45
O068060,2024-11-23,17:17:32
O068061,2017-05-14,18:38:14
O068062,2021-11-08,14:07:37
O068065,2022-11-22,16:17:19
O068069,2019-09-06,14:31:37
O068076,2022-03-14,14:13:47
O068077,2023-11-23,17:40:13
O068079,2022-06-11,16:46:37
O068085,2022-02-20,14:40:40
O068098,2024-02-01,12:27:20
O068103,2021-04-19,10:38:51
O068104,2017-04-12,12:32:42
O068105,2022-07-24,08:50:35
O068108,2024-11-11,15:13:08
O068112,2023-05-29,11:12:23
O068114,2024-01-29,08:49:40
O068121,2018-09-13,12:15:11
O068125,2024-03-26,17:05:33
O068126,2024-11-29,18:57:27
O068127,2017-11-12,08:53:56
O068130,2022-07-28,20:34:36
O068131,2018-12-21,20:01:55
O068133,2024-06-06,11:18:48
O068136,2024-01-20,15:03:32
O068142,2019-08-29,09:26:50
O068143,2024-08-29,09:15:01
O068146,2023-01-30,14:13:04
O068148,2023-06-24,13:00:33
O068155,2021-09-23,09:37:39
O068160,2019-10-30,20:23:47
O068174,2017-11-08,12:52:12
O068176,2018-02-09,09:59:54
O068184,2023-06-08,11:10:36
O068195,2021-11-21,14:48:39
O068196,2022-06-10,14:17:31
O068206,2023-08-08,16:45:03
O068207,2024-06-04,06:57:26
O068211,2024-11-05,09:38:37
O068214,2019-04-23,18:21:21
O068218,2023-06-18,17:21:59
O068229,2015-11-02,17:06:46
O068230,2024-12-03,14:45:08
O068231,2021-05-17,15:53:52
O068232,2019-02-24,19:31:16
O068235,2023-09-09,13:42:35
O068237,2020-12-12,09:01:02
O068240,2022-04-24,09:59:03
O068242,2024-10-15,18:52:59
O068243,2021-03-09,22:01:34
O068244,2023-03-26,11:47:44
O068246,2023-05-27,10:18:22
O068249,2024-02-16,19:43:57
O068252,2022-12-22,09:20:04
O068258,2016-02-01,09:32:40
O068260,2024-09-10,13:21:21
O068263,2021-01-21,19:31:52
O068265,2024-01-12,17:57:34
O068267,2018-05-22,09:53:44
O068268,2021-07-23,08:18:52
O068269,2022-08-06,17:22:18
O068276,2019-01-08,18:34:37
O068278,2018-10-19,14:03:03
O068279,2022-11-11,14:53:50
O068281,2024-09-22,18:28:07
O068282,2024-02-15,10:30:26
O068286,2022-11-28,07:15:39
O068289,2019-10-21,20:25:07
O068295,2022-10-25,16:30:33
O068300,2017-05-30,12:51:56
O068303,2022-10-08,20:40:07
O068304,2024-02-07,18:47:33
O068312,2023-09-28,17:23:52
O068317,2024-08-23,14:36:44
O068318,2019-12-11,09:32:55
O068323,2022-09-22,12:14:12
O068326,2020-12-04,11:47:16
O068327,2018-12-29,09:31:53
O068329,2016-01-10,09:21:05
O068338,2020-12-29,17:45:44
O068343,2024-10-13,09:46:40
O068345,2016-12-08,17:22:19
O068346,2023-12-08,14:49:43
O068347,2022-02-25,10:59:39
O068348,2017-07-04,07:29:25
O068349,2024-10-23,13:41:49
O068351,2020-11-04,16:27:23
O068354,2019-08-13,15:50:16
O068355,2022-09-04,13:39:09
O068362,2023-07-05,16:24:45
O068365,2023-05-09,12:57:20
O068373,2022-09-06,18:23:36
O068374,2020-06-06,15:44:57
O068377,2022-04-12,08:48:57
O068383,2022-08-14,18:00:16
O068386,2021-07-03,19:29:18
O068388,2023-12-02,17:12:26
O068389,2022-10-26,19:39:47
O068393,2023-02-20,15:34:06
O068394,2024-09-28,15:14:14
O068395,2023-01-02,09:03:11
O068399,2024-09-22,20:07:58
O068400,2023-01-15,18:08:55
O068403,2015-10-18,21:12:51
O068406,2018-05-24,10:15:07
O068407,2016-10-29,18:51:27
O068412,2021-09-21,12:22:43
O068419,2019-09-24,16:34:32
O068420,2021-02-15,18:27:21
O068422,2022-01-07,12:03:34
O068423,2019-03-23,18:51:07
O068425,2024-11-12,20:19:15
O068426,2022-09-26,18:47:07
O068427,2018-03-03,08:40:16
O068428,2017-10-02,21:56:32
O068432,2024-02-18,17:34:13
O068434,2022-06-05,18:10:12
O068437,2022-02-21,16:34:44
O068438,2019-03-26,11:43:21
O068441,2023-11-01,09:26:47
O068442,2021-05-08,18:03:49
O068444,2024-11-13,10:30:17
O068445,2023-05-10,22:33:09
O068446,2019-03-20,17:33:13
O068447,2024-06-19,17:30:32
O068450,2024-04-21,19:38:51
O068451,2024-02-26,11:03:26
O068453,2019-01-24,14:49:15
O068456,2023-10-11,11:04:57
O068457,2020-09-20,13:20:30
O068464,2018-10-20,18:03:11
O068465,2023-03-02,20:00:28
O068469,2018-05-12,14:58:31
O068471,2023-07-29,16:23:48
O068473,2022-11-05,15:29:41
O068474,2022-07-21,21:43:43
O068475,2024-10-26,16:24:24
O068478,2018-10-29,19:51:07
O068479,2022-10-31,12:21:21
O068482,2021-03-14,09:53:40
O068485,2021-11-16,10:37:36
O068489,2019-08-30,07:35:45
O068492,2023-10-08,13:38:41
O068493,2015-10-15,13:33:21
O068494,2022-07-11,19:07:55
O068503,2021-10-05,20:52:03
O068505,2021-03-15,18:25:22
O068506,2024-10-18,18:02:58
O068510,2020-12-24,20:13:18
O068511,2018-09-22,10:35:54
O068512,2022-01-12,13:25:16
O068514,2024-10-03,09:48:38
O068518,2021-06-13,15:56:57
O068519,2020-09-06,12:22:00
O068520,2021-04-28,13:41:56
O068525,2020-08-03,10:52:00
O068527,2022-07-30,21:20:19
O068531,2024-10-10,09:57:09
O068539,2021-03-01,20:14:36
O068542,2022-12-29,19:10:52
O068547,2018-12-22,16:17:25
O068549,2020-05-20,16:43:05
O068551,2019-05-08,09:54:12
O068553,2022-05-16,12:29:12
O068554,2017-09-14,15:45:20
O068555,2024-11-11,18:11:13
O068556,2020-05-19,18:14:51
O068557,2023-05-29,21:06:40
O068558,2022-05-26,11:44:20
O068560,2023-12-02,20:48:43
O068565,2022-06-25,15:56:17
O068566,2021-04-28,13:01:23
O068568,2022-12-29,10:48:44
O068570,2023-09-27,16:31:20
O068574,2016-11-25,14:32:16
O068575,2022-07-07,18:33:44
O068577,2022-08-08,20:48:40
O068579,2020-10-08,20:06:13
O068580,2024-05-27,10:09:20
O068583,2024-09-18,19:54:18
O068585,2023-11-21,15:45:39
O068589,2024-06-10,18:45:48
O068593,2019-09-07,17:05:10
O068596,2022-04-05,13:34:00
O068603,2020-07-05,20:05:12
O068604,2022-03-21,10:13:19
O068611,2024-11-16,14:22:52
O068615,2024-07-22,12:03:39
O068618,2021-07-19,13:31:51
O068622,2023-02-27,16:58:51
O068623,2018-07-22,14:55:54
O068624,2022-10-14,18:07:18
O068625,2020-09-12,20:45:38
O068627,2020-09-07,14:15:54
O068628,2016-05-17,08:01:26
O068631,2022-05-22,12:58:34
O068639,2020-04-30,18:54:35
O068642,2021-05-24,14:18:16
O068646,2024-11-15,09:37:14
O068648,2018-06-23,10:53:45
O068651,2021-02-20,16:34:19
O068653,2023-10-03,08:56:18
O068661,2024-11-12,14:54:43
O068664,2022-05-05,18:38:30
O068666,2018-05-04,18:22:53
O068669,2019-05-01,10:38:22
O068670,2024-11-29,10:42:56
O068673,2024-09-21,15:01:49
O068674,2021-01-03,12:47:26
O068675,2024-11-10,13:31:45
O068676,2023-11-18,11:42:27
O068677,2017-09-09,10:10:35
O068679,2017-11-03,21:26:12
O068682,2023-08-01,08:49:40
O068683,2019-10-12,12:53:31
O068686,2019-11-04,11:57:39
O068688,2024-09-24,18:02:29
O068689,2022-07-07,11:13:37
O068696,2024-08-01,12:34:01
O068701,2022-10-22,17:48:54
O068705,2018-08-26,13:02:59
O068708,2022-12-11,17:03:08
O068712,2019-03-06,12:09:18
O068715,2019-06-05,17:10:51
O068722,2023-04-28,11:23:22
O068726,2024-08-16,11:13:47
O068727,2020-11-05,19:54:30
O068730,2024-04-11,08:51:11
O068735,2020-04-09,08:20:44
O068737,2024-07-27,11:35:51
O068745,2023-08-23,06:47:03
O068750,2020-08-12,17:34:45
O068754,2021-01-03,16:00:47
O068755,2020-12-26,16:11:06
O068761,2023-11-20,16:56:06
O068765,2020-12-21,16:15:17
O068772,2024-04-13,14:09:20
O068774,2023-10-21,08:48:16
O068779,2022-01-30,13:57:42
O068781,2024-06-13,20:40:14
O068783,2022-09-21,10:00:24
O068784,2024-01-19,12:09:40
O068786,2024-11-12,13:54:51
O068791,2024-11-07,16:26:11
O068792,2020-04-29,17:08:13
O068794,2023-01-23,13:18:36
O068800,2024-07-17,19:20:48
O068803,2023-09-06,11:55:40
O068804,2024-08-24,13:59:26
O068805,2018-09-04,16:31:55
O068807,2022-05-01,17:01:48
O068808,2022-10-30,15:26:12
O068810,2023-05-24,13:19:52
O068818,2022-11-25,17:27:29
O068821,2019-08-19,19:28:10
O068825,2019-05-29,16:08:41
O068827,2023-01-28,17:24:16
O068828,2021-06-29,10:48:13
O068840,2020-10-26,18:47:07
O068842,2024-05-26,15:18:38
O068843,2019-08-05,08:03:19
O068846,2024-11-15,11:52:20
O068850,2020-06-01,13:37:43
O068851,2024-11-17,16:34:58
O068852,2024-06-12,10:57:09
O068853,2023-10-03,21:13:34
O068854,2024-04-01,19:03:30
O068863,2022-04-11,09:55:09
O068867,2020-10-03,18:40:47
O068869,2022-07-24,09:34:24
O068870,2023-12-10,16:18:34
O068873,2024-09-28,14:28:01
O068875,2022-04-19,16:37:37
O068879,2023-03-04,10:29:33
O068880,2024-09-10,16:53:10
O068881,2020-11-18,14:15:41
O068882,2022-05-05,09:46:40
O068884,2023-10-23,18:03:43
O068890,2018-07-18,13:01:12
O068891,2021-11-01,12:46:49
O068893,2023-07-24,17:40:02
O068896,2022-03-11,17:49:03
O068900,2023-01-26,13:20:36
O068901,2024-12-02,17:16:23
O068912,2022-03-17,10:42:27
O068921,2023-09-07,17:46:47
O068923,2023-08-13,16:51:48
O068928,2020-12-16,09:59:25
O068929,2024-09-10,11:16:53
O068940,2018-08-20,21:01:51
O068941,2024-08-09,21:02:34
O068945,2019-02-28,17:29:37
O068946,2020-03-08,08:34:35
O068949,2022-11-05,20:44:13
O068952,2024-03-10,17:14:29
O068954,2023-11-01,18:23:08
O068955,2023-11-15,20:55:21
O068961,2024-03-18,14:39:00
O068963,2023-08-20,15:31:48
O068968,2020-12-04,07:50:50
O068970,2022-07-28,11:04:20
O068975,2021-03-16,16:24:41
O068979,2020-03-15,08:57:57
O068980,2024-02-29,10:23:46
O068984,2024-10-12,10:10:46
O068986,2023-02-19,11:01:48
O068989,2024-09-29,13:01:05
O068990,2024-06-22,13:50:09
O068996,2023-11-01,18:25:26
O069003,2022-11-16,21:48:16
O069004,2021-03-12,17:03:43
O069005,2019-09-03,10:24:12
O069006,2024-08-18,18:51:43
O069011,2022-06-15,11:00:46
O069013,2020-08-17,18:51:52
O069015,2024-11-16,15:59:54
O069027,2020-01-13,16:52:00
O069029,2023-01-04,20:33:48
O069036,2020-05-04,11:27:39
O069043,2024-09-21,17:10:17
O069044,2017-11-14,20:05:37
O069046,2018-07-08,16:01:34
O069047,2024-10-12,18:45:47
O069048,2021-12-26,07:58:12
O069049,2024-02-19,17:37:15
O069055,2021-09-20,16:38:43
O069061,2021-04-19,19:56:45
O069063,2018-06-29,21:00:51
O069066,2023-02-15,17:26:55
O069067,2021-04-08,13:01:19
O069070,2024-10-30,20:31:28
O069073,2017-09-23,18:29:45
O069075,2019-09-17,19:04:35
O069078,2024-01-21,13:06:10
O069079,2017-09-23,16:32:02
O069083,2024-07-07,16:02:13
O069089,2024-09-23,21:30:22
O069091,2024-03-18,20:19:50
O069092,2024-10-17,18:59:46
O069094,2022-02-17,19:16:59
O069096,2024-10-31,10:31:44
O069099,2021-10-16,12:56:59
O069104,2021-01-04,14:08:50
O069106,2022-10-10,07:53:28
O069107,2024-07-10,15:19:27
O069109,2020-03-04,09:21:19
O069110,2023-11-27,12:57:38
O069113,2019-12-13,11:53:55
O069116,2022-01-09,08:18:02
O069119,2018-04-11,13:14:32
O069120,2022-09-07,14:57:22
O069122,2020-01-02,11:51:45
O069125,2018-02-03,09:22:15
O069126,2019-07-27,15:34:11
O069128,2022-11-30,19:50:20
O069140,2021-12-24,21:20:12
O069145,2024-10-12,10:06:54
O069146,2024-09-17,14:47:43
O069147,2024-07-10,09:54:11
O069149,2024-03-11,16:14:37
O069150,2024-12-04,07:31:15
O069151,2018-08-11,12:45:03
O069157,2023-06-14,21:59:44
O069160,2024-07-19,16:26:08
O069164,2024-06-25,19:18:53
O069165,2020-12-29,14:40:45
O069167,2023-11-21,09:53:04
O069170,2021-07-01,10:32:11
O069175,2018-12-29,20:44:13
O069176,2021-11-05,11:55:15
O069178,2024-03-05,11:08:42
O069179,2022-07-06,13:16:27
O069182,2022-11-07,16:37:40
O069183,2017-10-13,17:00:02
O069188,2020-12-19,07:53:04
O069190,2024-06-06,11:27:45
O069194,2024-07-03,10:40:39
O069197,2023-08-21,16:43:22
O069198,2024-09-07,14:59:05
O069200,2022-11-05,19:07:11
O069201,2020-01-22,10:52:21
O069203,2021-09-10,20:11:28
O069204,2018-03-21,17:56:43
O069206,2024-03-17,18:03:52
O069208,2020-08-13,08:12:23
O069209,2020-09-12,07:52:35
O069215,2020-08-22,06:35:01
O069219,2022-01-12,16:46:52
O069222,2024-11-14,15:14:35
O069223,2018-01-28,18:05:45
O069224,2020-09-02,14:52:09
O069225,2022-09-13,15:14:29
O069226,2024-10-28,12:03:58
O069228,2024-10-15,12:44:28
O069230,2021-01-03,11:06:31
O069233,2022-02-26,08:33:47
O069241,2024-05-04,21:11:23
O069243,2019-03-04,19:15:12
O069246,2020-11-01,12:50:47
O069247,2017-06-24,18:53:53
O069252,2020-09-27,19:56:14
O069253,2020-10-14,20:21:56
O069260,2020-12-30,09:00:52
O069265,2022-12-05,06:40:51
O069267,2017-11-29,13:24:46
O069270,2020-07-17,14:13:53
O069272,2021-08-02,17:51:29
O069273,2021-02-21,10:28:13
O069277,2024-09-22,11:35:28
O069279,2024-07-28,16:32:28
O069280,2020-12-15,12:09:06
O069282,2024-09-22,15:14:02
O069285,2023-06-07,21:02:48
O069288,2024-05-20,09:55:16
O069290,2024-06-25,16:57:22
O069293,2024-04-07,11:50:20
O069294,2018-11-18,15:41:33
O069298,2024-09-12,10:02:10
O069302,2024-09-22,09:27:18
O069303,2024-06-28,15:06:46
O069304,2024-11-07,13:54:03
O069306,2023-03-27,13:45:17
O069308,2019-12-03,14:58:31
O069313,2019-10-30,10:14:57
O069317,2020-01-01,11:45:29
O069321,2016-11-12,13:21:21
O069327,2020-08-17,15:34:43
O069328,2022-05-16,10:04:23
O069329,2021-07-21,19:49:01
O069333,2022-08-27,18:36:17
O069336,2024-03-20,10:36:29
O069338,2024-02-16,12:53:30
O069341,2022-06-28,09:11:38
O069342,2018-05-18,11:01:19
O069350,2024-11-28,16:52:05
O069351,2024-02-20,16:59:06
O069352,2022-03-04,20:20:05
O069354,2022-11-30,14:45:40
O069355,2024-02-25,21:15:13
O069356,2022-11-17,11:37:15
O069357,2024-02-06,18:58:22
O069361,2023-11-10,18:25:37
O069365,2020-06-01,21:13:32
O069366,2023-05-24,15:25:09
O069367,2024-09-25,21:12:18
O069369,2020-08-12,09:19:29
O069370,2023-03-23,10:08:06
O069371,2024-08-27,09:28:14
O069377,2024-11-04,10:20:05
O069378,2023-02-16,07:57:32
O069388,2024-11-17,16:35:16
O069389,2021-06-14,17:56:52
O069392,2024-10-28,11:28:28
O069395,2024-06-12,17:25:42
O069400,2019-07-16,21:00:38
O069411,2023-06-20,12:26:28
O069412,2019-10-02,20:24:34
O069416,2022-09-13,12:34:09
O069420,2023-09-14,14:04:19
O069428,2024-02-09,20:10:20
O069436,2022-04-19,09:52:00
O069437,2017-11-22,13:50:19
O069440,2022-06-02,06:54:52
O069444,2019-11-20,21:39:35
O069447,2020-02-19,14:49:39
O069452,2023-07-04,13:16:28
O069453,2021-04-09,14:33:18
O069456,2020-10-17,12:11:39
O069458,2019-05-30,06:16:38
O069462,2024-07-30,09:53:02
O069466,2022-02-18,12:29:28
O069468,2021-07-15,13:42:37
O069470,2023-03-14,21:22:00
O069472,2018-12-09,12:37:38
O069474,2020-05-24,19:53:38
O069477,2024-08-16,15:55:42
O069480,2024-03-03,16:36:46
O069483,2023-06-17,11:30:04
O069484,2022-08-25,12:05:23
O069486,2021-10-26,16:39:50
O069489,2023-05-22,13:24:53
O069491,2023-07-09,20:33:40
O069492,2024-07-22,17:21:35
O069495,2018-05-22,16:21:27
O069496,2023-11-01,13:37:59
O069500,2021-05-01,16:25:54
O069501,2024-07-06,13:53:03
O069502,2023-09-28,14:41:10
O069504,2024-06-03,20:57:11
O069505,2015-07-10,18:10:26
O069506,2015-11-25,11:18:29
O069507,2024-03-08,21:41:33
O069509,2018-04-18,12:31:27
O069510,2022-11-21,20:23:39
O069514,2021-01-10,14:15:45
O069518,2018-08-08,09:30:52
O069520,2018-11-03,20:40:33
O069521,2023-09-03,15:31:12
O069523,2023-11-11,16:31:55
O069524,2021-05-01,13:32:27
O069526,2023-04-17,08:15:14
O069531,2023-02-25,09:18:56
O069532,2024-11-17,17:19:30
O069533,2020-06-19,08:56:38
O069535,2022-10-11,17:43:42
O069546,2022-11-25,10:27:24
O069547,2019-10-08,10:24:23
O069551,2023-06-19,13:34:53
O069553,2021-09-03,10:04:27
O069559,2022-07-10,12:33:06
O069564,2023-08-10,12:40:57
O069566,2020-05-21,20:08:50
O069569,2022-01-27,12:11:15
O069571,2020-10-30,10:50:43
O069572,2023-03-28,13:32:37
O069575,2020-05-19,20:09:29
O069576,2017-04-08,21:43:36
O069578,2019-10-29,10:09:49
O069579,2024-11-13,16:22:08
O069584,2019-05-10,09:37:31
O069589,2021-10-15,09:05:59
O069591,2020-01-08,12:52:56
O069592,2024-11-28,16:39:41
O069595,2023-12-26,15:42:01
O069596,2019-12-23,08:42:57
O069597,2018-12-09,09:43:07
O069600,2016-10-27,14:02:58
O069601,2024-01-14,09:32:16
O069604,2023-07-30,13:10:41
O069606,2024-11-09,20:39:43
O069608,2021-12-07,19:20:30
O069609,2024-09-09,21:30:59
O069614,2021-06-14,16:02:25
O069619,2024-03-22,13:17:45
O069623,2023-08-14,20:58:55
O069624,2017-11-07,11:47:17
O069626,2021-07-16,17:42:07
O069627,2018-12-22,19:31:39
O069630,2021-11-20,13:07:10
O069631,2021-09-21,12:36:31
O069636,2022-06-30,10:09:12
O069637,2024-11-01,19:25:36
O069638,2017-10-29,10:19:27
O069641,2020-11-21,19:29:39
O069645,2018-03-07,07:11:57
O069646,2023-09-04,18:28:13
O069647,2020-03-03,15:34:46
O069648,2019-08-08,14:29:16
O069653,2024-09-03,17:45:55
O069654,2022-12-16,09:54:18
O069661,2023-01-02,19:42:41
O069662,2024-06-11,10:55:55
O069663,2024-01-15,18:49:27
O069664,2024-12-03,12:01:44
O069667,2024-08-21,17:27:22
O069668,2018-09-09,08:02:41
O069669,2024-06-26,13:03:22
O069670,2022-02-13,12:11:32
O069673,2021-10-09,07:34:31
O069674,2020-01-06,14:25:34
O069675,2021-08-22,13:14:03
O069676,2016-11-18,11:06:47
O069678,2023-04-02,13:05:55
O069680,2021-12-05,09:22:34
O069685,2022-07-13,12:01:33
O069699,2021-08-23,16:47:10
O069700,2022-10-04,12:44:01
O069703,2020-06-23,15:15:29
O069704,2017-06-17,15:38:35
O069705,2022-12-20,09:41:09
O069709,2021-12-28,18:37:33
O069712,2022-10-11,16:41:27
O069716,2024-12-01,18:52:38
O069717,2022-05-18,07:16:17
O069720,2024-08-12,16:50:39
O069721,2024-10-16,19:46:53
O069724,2023-07-10,11:07:13
O069729,2022-05-28,07:49:50
O069731,2024-02-23,17:37:22
O069733,2017-11-01,10:22:16
O069736,2024-02-28,09:06:53
O069741,2020-09-18,08:45:11
O069743,2024-02-23,19:13:40
O069745,2023-01-29,17:00:30
O069746,2020-08-20,19:42:50
O069752,2021-04-29,08:43:33
O069756,2021-10-14,14:17:19
O069764,2021-11-16,18:33:52
O069771,2023-05-30,13:52:46
O069772,2018-12-18,14:55:35
O069774,2022-04-02,11:01:23
O069776,2020-09-25,09:25:38
O069778,2020-01-09,17:25:39
O069783,2020-05-02,14:57:51
O069785,2023-09-04,15:35:11
O069786,2024-11-18,21:45:38
O069790,2018-08-16,19:12:24
O069794,2016-05-30,10:06:09
O069795,2020-04-26,09:04:08
O069797,2021-08-17,18:15:58
O069801,2024-11-25,18:56:28
O069804,2024-03-26,12:19:56
O069807,2024-06-13,20:10:53
O069808,2024-05-02,20:07:41
O069810,2015-07-04,10:08:25
O069811,2019-12-24,10:14:12
O069820,2023-12-13,11:31:05
O069827,2017-07-25,17:12:01
O069828,2019-07-23,12:13:00
O069832,2024-08-11,10:37:21
O069836,2020-11-26,09:42:33
O069837,2024-04-12,21:30:46
O069840,2017-02-18,12:56:46
O069843,2022-05-05,14:55:25
O069845,2018-08-03,17:40:11
O069847,2024-08-29,19:46:36
O069848,2017-04-09,10:15:34
O069856,2017-02-13,18:45:30
O069857,2024-04-10,14:18:40
O069858,2021-02-07,12:38:18
O069860,2023-08-20,09:07:30
O069862,2023-12-26,19:42:15
O069868,2024-09-26,09:36:20
O069870,2022-11-17,19:35:53
O069876,2020-06-29,15:30:59
O069877,2018-10-05,21:05:41
O069882,2024-12-01,10:04:24
O069886,2024-04-27,15:11:45
O069887,2024-10-27,15:18:20
O069888,2020-09-03,12:47:12
O069891,2022-01-04,20:15:22
O069894,2023-05-27,09:49:27
O069896,2021-12-28,16:09:44
O069904,2020-07-14,12:21:13
O069906,2022-12-06,10:59:11
O069911,2023-12-23,12:15:21
O069912,2023-03-29,09:22:57
O069915,2024-10-04,19:05:23
O069916,2023-09-06,21:24:34
O069917,2023-09-10,09:28:34
O069919,2016-08-27,07:48:46
O069920,2022-09-02,18:03:19
O069923,2016-05-01,12:32:13
O069926,2022-12-29,07:51:53
O069929,2019-05-23,07:25:34
O069933,2023-05-24,12:45:57
O069934,2021-05-01,10:25:02
O069940,2018-11-14,17:01:52
O069942,2018-12-17,20:06:33
O069945,2024-11-26,16:10:11
O069946,2018-11-04,18:39:27
O069947,2021-06-07,17:07:28
O069949,2024-02-20,13:04:43
O069950,2021-10-25,16:24:01
O069951,2022-07-14,20:17:57
O069955,2021-06-17,21:07:16
O069959,2022-07-20,16:58:41
O069963,2022-12-18,11:33:38
O069966,2022-06-30,17:46:27
O069972,2024-09-25,10:19:23
O069975,2019-08-27,11:19:23
O069978,2022-06-20,13:11:38
O069979,2019-09-05,19:49:37
O069985,2019-05-14,13:19:54
O069986,2021-12-04,18:50:37
O069987,2023-02-12,12:29:33
O069989,2018-12-27,18:45:18
O069995,2021-10-24,09:24:39
O069998,2019-10-29,12:43:58
O069999,2022-04-21,12:21:18
O070000,2024-05-31,19:39:50
O070001,2019-02-19,19:27:23
O070007,2020-01-02,12:00:31
O070008,2017-02-18,11:53:09
O070010,2022-08-03,12:15:09
O070014,2019-12-17,20:10:09
O070017,2021-12-21,09:00:42
O070019,2024-10-18,17:50:27
O070026,2018-08-25,20:16:44
