OORDER_ID,ARRIVAL_DATE,ARRIVAL_TIME,TABLE_NUMBER,BRANCH_ID,CUSTOMER_QUANTITY
O059981,2021-11-09,17:48:30,41,B001,10
O059982,2021-07-22,15:10:52,33,B001,7
O059983,2017-06-21,09:13:20,37,B001,7
O059984,2016-10-23,12:12:29,40,B001,9
O059985,2018-12-01,12:50:22,37,B001,7
O059988,2019-12-18,08:11:56,49,B001,8
O059990,2024-02-07,08:19:10,15,B001,3
O059991,2022-12-14,12:57:41,42,B001,6
O059992,2024-09-08,12:33:27,40,B001,9
O059994,2021-12-15,16:13:07,15,B001,1
O059995,2013-05-23,10:45:40,45,B001,10
O060001,2022-10-22,17:48:20,1,B001,5
O060012,2024-02-15,11:18:39,16,B001,2
O060016,2017-07-29,08:38:53,31,B001,9
O060017,2022-11-08,17:02:02,20,B001,2
O060024,2009-02-01,17:08:53,28,B001,7
O060026,2011-06-20,10:07:43,35,B001,6
O060037,2024-10-11,18:58:09,19,B001,3
O060040,2010-09-17,15:47:02,32,B001,6
O060041,2021-09-19,17:27:09,2,B001,2
O060043,2023-11-02,10:30:27,38,B001,6
O060045,2024-11-08,17:13:58,16,B001,4
O060049,2020-02-29,08:08:10,50,B001,6
O060050,2024-09-26,09:32:25,22,B001,2
O060052,2017-12-08,06:43:49,26,B001,6
O060055,2024-09-24,16:07:36,49,B001,10
O060063,2008-08-14,09:45:04,45,B001,9
O060064,2024-06-24,09:04:22,9,B001,3
O060069,2020-07-31,13:51:45,30,B001,8
O060071,2024-06-12,07:19:10,36,B002,7
O060072,2008-10-28,09:58:32,2,B002,3
O060073,2023-06-03,11:38:14,14,B002,1
O060074,2019-09-06,12:51:21,1,B002,4
O060075,2014-08-25,06:35:30,30,B002,6
O060080,2019-02-10,08:31:51,29,B002,9
O060082,2011-11-09,09:06:19,49,B002,6
O060089,2019-03-23,08:54:37,30,B002,7
O060090,2022-03-22,10:47:49,11,B002,4
O060093,2023-04-03,21:20:07,47,B003,6
O060095,2023-10-21,18:41:57,31,B003,9
O060099,2021-02-06,12:58:46,50,B003,9
O060111,2022-06-13,17:56:23,44,B004,6
O060116,2021-08-30,18:28:03,49,B005,9
O060119,2013-12-24,16:55:57,34,B005,8
O060120,2022-03-19,08:27:07,49,B005,8
O060123,2017-03-03,15:59:44,47,B005,8
O060129,2024-11-03,14:44:46,50,B006,6
O060130,2023-04-30,16:12:46,3,B006,3
O060134,2024-07-09,21:36:28,17,B007,1
O060135,2022-12-19,21:26:56,49,B007,10
O060137,2023-06-16,12:54:11,19,B007,5
O060141,2014-12-31,14:57:56,35,B007,6
O060145,2020-05-17,15:38:23,10,B008,5
O060147,2022-11-24,08:11:09,26,B008,7
O060149,2013-08-17,09:09:52,20,B008,3
O060152,2015-12-16,09:55:55,20,B008,2
O060153,2019-09-04,14:10:49,13,B009,5
O060154,2024-08-17,08:40:50,32,B009,9
O060158,2021-12-20,11:44:16,21,B009,4
O060159,2024-03-15,18:58:57,16,B009,5
O060162,2023-06-05,09:09:41,17,B009,4
O060164,2018-01-21,20:52:54,30,B010,6
O060165,2023-12-09,09:51:51,5,B010,1
O060169,2000-04-15,10:44:35,31,B010,8
O060170,2020-04-01,18:53:48,22,B010,3
O060172,2019-09-04,16:49:38,28,B011,7
O060176,2022-08-12,07:52:33,32,B011,6
O060183,2010-07-01,10:24:28,5,B012,5
O060187,2015-04-24,19:33:30,20,B012,1
O060188,2024-07-17,23:06:19,27,B012,9
O060190,2018-12-18,06:34:27,24,B012,4
O060192,2011-09-01,18:16:30,15,B013,5
O060205,2022-05-22,11:20:34,25,B014,2
O060206,2015-10-12,12:29:29,24,B014,3
O060209,2023-11-03,09:05:06,17,B015,1
O060212,2022-04-07,09:17:14,34,B015,10
O060216,2022-10-22,18:18:40,19,B001,1
O060218,2024-10-30,11:04:25,41,B003,6
O060224,2002-01-11,17:41:43,25,B009,1
O060228,2015-02-15,07:48:40,43,B013,10
O060232,2008-10-04,13:01:52,10,B001,4
O060234,2001-11-25,10:43:25,17,B001,3
O060235,2017-05-03,17:22:01,5,B001,2
O060240,2024-10-03,11:49:29,17,B001,3
O060242,2017-01-23,10:25:33,25,B001,2
O060244,2022-08-06,10:44:51,2,B001,2
O060248,2021-10-17,17:36:31,21,B001,5
O060253,2008-06-10,08:30:03,8,B001,4
O060254,2007-05-31,11:04:03,26,B001,9
O060261,2020-04-29,14:19:54,44,B001,7
O060262,2024-10-19,10:14:28,47,B001,8
O060263,2024-12-01,12:38:28,27,B001,9
O060265,2000-12-21,13:06:21,21,B001,5
O060267,2013-05-18,07:09:01,43,B001,6
O060269,2016-12-24,14:54:14,6,B001,3
O060271,2011-07-03,13:01:57,30,B001,7
O060273,2016-11-23,13:37:24,30,B001,8
O060274,2007-08-22,10:08:47,27,B001,8
O060275,2021-04-04,18:36:11,21,B001,1
O060280,2000-03-11,06:39:30,17,B001,3
O060282,2003-05-02,09:58:01,43,B001,10
O060283,2024-11-01,08:30:24,34,B001,7
O060289,2024-11-29,13:05:42,22,B001,4
O060292,2019-08-06,17:27:43,12,B001,5
O060298,2023-11-24,12:34:40,2,B001,4
O060300,2017-01-31,06:33:19,31,B001,10
O060306,2024-09-18,09:47:25,42,B001,8
O060313,2008-04-01,10:20:16,43,B001,7
O060317,2024-06-23,10:15:46,1,B001,4
O060321,2022-07-13,13:42:29,35,B001,7
O060325,2000-05-23,10:42:49,31,B001,8
O060326,2022-10-04,07:00:05,19,B001,3
O060327,2016-05-11,14:08:45,43,B001,9
O060329,2021-11-11,07:00:08,15,B001,4
O060331,2012-06-14,09:41:37,13,B001,1
O060335,2017-09-01,13:17:47,47,B001,6
O060336,2016-01-07,17:30:17,11,B001,5
O060337,2023-05-08,10:34:12,19,B001,1
O060339,2015-11-12,09:12:14,39,B001,10
O060341,2024-05-15,12:29:48,35,B001,6
O060343,2023-11-25,14:12:58,12,B001,3
O060344,2016-07-20,09:18:10,32,B001,7
O060345,2021-10-27,14:34:06,38,B001,6
O060347,2010-07-08,11:32:03,18,B001,2
O060348,2022-07-03,09:18:36,47,B001,8
O060350,2020-04-22,10:46:44,2,B001,1
O060353,2024-12-03,12:34:06,50,B001,7
O060354,2022-02-21,07:25:33,13,B001,1
O060355,2018-08-08,15:25:41,38,B001,6
O060356,2023-09-03,13:59:17,8,B001,1
O060360,2022-01-05,15:36:08,22,B001,5
O060361,2018-08-04,11:44:19,19,B001,3
O060362,2024-05-05,15:13:15,6,B001,2
O060364,2021-10-30,13:07:54,50,B001,7
O060366,2023-05-04,08:57:57,50,B001,7
O060371,2023-01-03,12:36:06,1,B001,5
O060372,2012-11-05,12:32:06,4,B001,1
O060376,2022-08-31,12:57:36,7,B001,4
O060379,2017-06-14,11:00:32,10,B001,3
O060380,2023-06-21,08:51:09,18,B001,1
O060381,2024-09-25,16:43:03,35,B001,6
O060405,2022-06-06,14:40:57,2,B001,5
O060406,2024-12-04,14:47:45,27,B001,10
O060409,2018-07-21,13:46:37,28,B001,6
O060412,2021-06-11,16:15:51,34,B001,8
O060413,2016-03-28,11:37:04,47,B001,9
O060415,2019-03-02,07:04:58,30,B001,7
O060417,2024-06-09,18:22:58,13,B001,5
O060420,2024-10-29,14:04:36,18,B001,2
O060422,2023-12-20,10:24:51,19,B001,5
O060426,2024-11-09,10:36:16,42,B001,7
O060427,2023-07-15,14:23:26,46,B001,6
O060428,2015-12-04,13:30:03,39,B001,8
O060431,2016-02-14,09:37:08,20,B001,3
O060432,2014-01-14,09:29:07,44,B001,7
O060434,2014-11-13,07:31:23,44,B001,8
O060436,2017-02-27,10:45:51,10,B001,5
O060439,2014-10-18,15:42:52,16,B001,2
O060442,2023-01-30,14:10:18,20,B001,4
O060446,2021-06-13,17:00:40,7,B001,1
O060450,2010-03-09,17:58:59,1,B001,3
O060452,2017-10-20,11:20:20,39,B001,6
O060456,2021-10-13,13:02:39,32,B001,8
O060461,2012-10-02,13:03:57,16,B001,1
O060462,2021-07-04,16:16:07,23,B001,5
O060463,2019-01-03,07:53:07,37,B001,7
O060466,2021-07-19,08:50:29,43,B001,10
O060468,2024-08-23,09:40:27,33,B001,7
O060472,2020-02-05,13:04:22,44,B001,7
O060475,2023-12-04,16:37:19,45,B001,6
O060482,2018-08-06,06:33:25,29,B001,6
O060486,2018-01-08,18:41:03,29,B001,9
O060487,2020-11-12,08:43:28,41,B001,9
O060493,2024-10-10,08:57:10,45,B001,8
O060496,2011-10-30,14:29:50,45,B001,8
O060499,2024-04-03,10:27:02,25,B001,5
O060504,2015-05-17,06:39:56,30,B001,10
O060509,2021-01-14,16:22:51,43,B001,6
O060512,2006-12-15,10:19:27,26,B001,8
O060514,2007-05-22,13:36:46,36,B001,10
O060519,2013-03-02,10:00:51,32,B001,10
O060520,2017-06-18,09:07:49,31,B001,10
O060523,2024-09-30,16:17:24,22,B001,5
O060527,2023-11-25,07:30:39,27,B001,6
O060528,2022-06-23,15:10:04,21,B001,5
O060529,2024-05-14,06:58:20,10,B001,5
O060532,2017-08-05,07:41:48,49,B001,9
O060534,2021-04-29,11:43:21,6,B001,3
O060540,2018-11-20,09:19:03,31,B001,8
O060541,2014-04-05,13:11:50,16,B001,1
O060546,2011-08-07,07:40:17,29,B001,10
O060551,2016-01-31,08:44:45,38,B001,7
O060554,2010-02-22,16:03:27,36,B001,6
O060556,2016-11-27,18:02:25,16,B001,3
O060560,2020-01-22,12:54:01,41,B001,10
O060561,2008-10-28,14:22:06,42,B001,10
O060565,2020-02-11,12:50:04,16,B001,4
O060567,2019-01-26,14:16:06,50,B001,8
O060569,2008-01-06,06:41:12,28,B001,6
O060570,2010-10-31,13:26:12,26,B001,10
O060578,2017-02-03,14:12:17,47,B001,6
O060581,2024-09-23,17:48:22,20,B001,3
O060588,2021-08-16,14:16:33,45,B001,7
O060589,2011-10-05,16:38:34,40,B001,10
O060590,2006-08-20,17:38:33,8,B001,4
O060591,2019-01-29,15:52:05,21,B001,5
O060595,2023-04-03,07:56:37,11,B001,1
O060596,2018-07-23,11:39:22,25,B001,4
O060597,2020-02-19,06:53:30,22,B001,1
O060599,2024-07-05,13:16:56,39,B001,10
O060604,2024-11-05,11:12:45,20,B001,1
O060607,2024-11-27,12:54:10,21,B001,3
O060610,2014-03-04,08:21:03,31,B001,10
O060616,2023-11-06,14:04:44,1,B001,4
O060617,2021-07-19,07:03:53,2,B001,3
O060618,2021-03-14,13:27:51,16,B001,4
O060621,2012-06-22,15:18:55,30,B001,8
O060622,2001-12-04,18:37:19,44,B001,6
O060626,2024-09-28,09:29:46,35,B001,7
O060632,2009-05-20,15:32:33,29,B001,10
O060635,2009-11-23,10:11:25,3,B001,3
O060636,2018-12-12,14:52:18,25,B001,5
O060638,2022-11-17,17:58:43,44,B001,6
O060640,2022-05-06,09:03:16,27,B001,10
O060643,2019-09-24,11:26:50,34,B001,8
O060646,2024-10-23,11:25:28,25,B001,3
O060649,2019-04-19,10:46:22,15,B001,1
O060650,2014-09-26,12:22:25,1,B001,4
O060652,2023-04-15,18:40:15,43,B001,10
O060655,2017-08-27,13:48:28,6,B001,3
O060656,1999-03-26,16:09:09,45,B001,6
O060663,2024-11-26,08:06:03,1,B001,3
O060668,2024-11-10,06:48:36,28,B001,9
O060670,2007-02-11,07:27:16,6,B001,5
O060671,2012-09-09,11:31:14,2,B001,1
O060673,2024-05-16,06:50:48,3,B001,3
O060680,2009-11-01,09:23:10,44,B001,10
O060681,2024-11-14,18:31:29,12,B001,5
O060682,2024-03-23,13:54:22,26,B001,6
O060686,2022-10-25,09:22:16,17,B001,1
O060690,2021-09-17,10:51:07,19,B001,1
O060692,2024-12-04,08:53:29,45,B001,7
O060693,2020-01-31,15:35:35,48,B001,10
O060696,2018-11-21,13:13:58,37,B001,6
O060703,2013-02-01,13:23:11,14,B001,2
O060705,2020-04-29,11:48:40,42,B001,10
O060709,2011-08-07,12:19:54,30,B001,8
O060718,2013-02-28,14:50:23,25,B001,4
O060720,2022-03-06,13:15:23,32,B001,8
O060725,2000-03-02,08:19:17,17,B001,1
O060731,2007-02-27,06:53:06,39,B001,8
O060732,2022-01-14,16:35:12,5,B001,5
O060734,2015-08-14,17:47:31,14,B001,4
O060735,2024-12-02,14:25:02,25,B001,4
O060741,2009-04-06,06:55:27,42,B001,8
O060745,2024-01-27,18:37:31,48,B001,6
O060747,2018-03-23,08:35:56,27,B001,9
O060749,2024-11-18,18:31:56,22,B001,4
O060752,2022-06-23,18:47:31,4,B001,4
O060755,2008-09-09,15:53:48,30,B001,7
O060764,2020-12-11,13:44:34,37,B001,8
O060766,2019-05-16,17:27:29,32,B001,6
O060778,2004-01-21,06:33:12,14,B001,2
O060782,2024-10-18,06:57:10,43,B001,7
O060783,2017-03-28,08:03:17,48,B001,9
O060784,2018-01-12,15:47:35,34,B001,9
O060792,2022-06-18,14:06:33,25,B001,1
O060794,2011-08-29,12:20:26,16,B001,4
O060798,2022-10-22,07:23:22,40,B001,9
O060807,2023-11-10,06:57:34,5,B001,1
O060808,2023-12-14,08:30:49,22,B001,3
O060817,2022-10-15,06:31:55,36,B001,7
O060818,2014-08-10,18:38:05,42,B001,7
O060819,2020-02-27,17:28:35,34,B001,8
O060821,2006-06-22,15:18:08,43,B001,8
O060823,2022-04-21,11:10:29,19,B001,1
O060824,2021-04-10,06:38:10,16,B001,4
O060828,2023-02-08,15:19:45,27,B001,9
O060831,2024-05-05,09:39:33,40,B001,7
O060834,2022-08-19,08:07:37,22,B001,4
O060836,2024-01-08,17:40:34,48,B001,6
O060839,2024-12-10,10:31:16,1,B001,5
O060840,2023-06-01,17:11:57,49,B001,7
O060844,2022-02-13,14:55:54,32,B001,8
O060849,2024-11-16,11:59:22,19,B001,4
O060853,2006-12-12,12:00:57,4,B001,5
O060855,2022-08-13,07:18:06,48,B001,7
O060859,2004-02-22,14:14:50,8,B001,1
O060870,2015-06-01,18:44:04,39,B001,6
O060871,2023-01-19,09:02:20,27,B001,8
O060872,2012-02-24,13:32:21,35,B001,7
O060873,2015-05-05,09:45:14,2,B001,4
O060880,2018-01-22,14:30:02,4,B001,2
O060886,2024-11-11,09:40:04,43,B001,10
O060891,2024-10-29,11:48:41,25,B001,1
O060892,2021-02-20,06:58:41,29,B001,8
O060894,2011-09-02,13:58:21,50,B001,9
O060899,2013-12-04,11:26:55,33,B001,10
O060900,2021-09-23,11:51:34,17,B001,5
O060901,2006-04-25,14:23:23,49,B001,6
O060903,2022-01-23,14:12:57,45,B001,9
O060906,2009-07-18,11:03:40,46,B001,6
O060907,2014-07-02,13:59:24,47,B001,7
O060909,2014-09-27,11:25:33,26,B001,10
O060912,2024-12-09,17:09:29,14,B001,2
O060915,2017-01-13,11:39:48,42,B001,7
O060917,2024-12-10,13:19:16,39,B001,9
O060921,2009-06-25,09:10:54,32,B001,8
O060924,2020-03-11,14:14:18,5,B001,1
O060926,2017-06-13,12:23:16,30,B001,7
O060927,2023-02-21,12:14:15,42,B001,10
O060930,2021-11-09,13:39:49,2,B001,5
O060931,2020-07-14,12:30:54,47,B001,8
O060933,2021-04-22,14:59:06,16,B001,5
O060935,2024-11-18,11:42:22,33,B001,10
O060936,2006-06-04,10:00:03,6,B001,3
O060937,2022-12-21,16:18:52,10,B001,1
O060945,2023-10-11,18:27:48,34,B001,9
O060946,2021-05-04,15:30:45,38,B001,7
O060949,2006-09-16,17:45:45,39,B001,9
O060950,2021-10-26,06:31:55,5,B001,2
O060951,2017-04-12,13:40:37,14,B001,2
O060954,2014-05-23,13:12:34,35,B001,10
O060955,2012-10-06,11:47:41,21,B001,4
O060957,2023-03-04,18:14:23,6,B001,3
O060958,2018-10-31,18:15:47,15,B001,1
O060961,2008-04-11,08:28:23,43,B001,8
O060962,2008-09-28,12:36:37,29,B001,7
O060964,2023-04-23,14:54:28,47,B001,6
O060965,2023-04-08,10:59:01,18,B001,2
O060968,2012-06-25,15:33:25,7,B001,3
O060971,2024-04-19,11:37:53,36,B001,8
O060975,2012-01-22,07:57:10,1,B001,3
O060976,2024-07-01,16:58:19,25,B001,1
O060978,2021-08-31,18:52:14,34,B001,10
O060982,2004-12-14,12:33:22,4,B001,3
O060984,2017-12-06,18:56:12,48,B001,8
O060985,2023-05-04,11:25:33,31,B001,6
O060986,2003-04-03,07:09:07,38,B001,6
O060991,2019-04-11,17:35:22,25,B001,3
O060999,2024-10-11,17:59:23,34,B001,6
O061001,2013-07-20,12:20:40,47,B001,7
O061004,2020-03-02,12:34:32,27,B001,9
O061006,2023-08-28,07:18:40,18,B001,2
O061011,2017-04-12,08:20:36,41,B001,8
O061013,2022-10-21,09:41:01,37,B001,6
O061017,2013-06-11,13:52:19,24,B001,3
O061018,2010-09-21,08:36:33,38,B001,10
O061021,2015-07-28,18:04:07,11,B001,4
O061022,2022-09-05,16:51:03,32,B001,9
O061025,2018-08-15,07:21:56,35,B001,10
O061026,2017-01-16,12:10:21,29,B001,10
O061027,2021-04-22,13:02:27,24,B001,2
O061029,2004-08-26,07:08:11,32,B001,7
O061032,2017-01-28,13:07:49,1,B001,3
O061034,2023-02-26,13:55:16,39,B001,6
O061035,2021-12-21,16:33:15,48,B001,6
O061037,2024-10-12,13:15:32,12,B001,5
O061039,2023-10-16,18:43:34,39,B001,10
O061040,2018-06-11,16:49:37,41,B001,10
O061044,2019-10-30,11:40:04,9,B001,2
O061047,2010-12-27,09:59:22,30,B001,10
O061049,2009-02-02,07:48:39,48,B001,9
O061052,2020-04-29,15:46:03,30,B001,7
O061054,2015-06-04,16:41:49,35,B001,7
O061058,2015-04-17,06:59:42,48,B001,10
O061059,2018-05-02,14:17:05,42,B001,7
O061060,2012-05-20,10:46:44,44,B001,8
O061069,2011-11-14,16:54:49,26,B001,9
O061074,2023-04-14,08:58:48,15,B001,5
O061077,2020-02-13,14:29:45,5,B001,3
O061078,2013-01-20,07:21:12,4,B001,5
O061080,2020-04-20,15:05:26,33,B001,7
O061082,2023-08-13,09:47:55,9,B001,1
O061086,2024-11-09,12:19:36,32,B001,8
O061087,2023-05-08,11:52:14,16,B001,5
O061088,2017-05-08,14:55:51,12,B001,3
O061093,2011-12-29,16:31:52,41,B001,7
O061097,2018-12-16,15:46:30,47,B001,6
O061100,2017-04-05,06:44:49,40,B001,8
O061101,2024-11-17,06:39:22,22,B001,1
O061103,2021-05-02,08:25:42,42,B001,8
O061105,2018-02-06,10:21:16,35,B001,9
O061107,2015-01-23,13:13:40,7,B001,5
O061119,2022-02-18,15:02:47,8,B001,2
O061121,2021-03-20,11:41:50,10,B001,2
O061124,2024-10-23,17:21:04,28,B001,8
O061126,2017-05-02,07:53:20,47,B001,6
O061127,2018-12-11,11:39:30,6,B001,4
O061128,2017-04-07,09:40:50,33,B001,8
O061129,2024-09-01,16:01:21,47,B001,8
O061130,2024-11-21,10:12:00,47,B001,6
O061134,2024-03-31,10:01:36,30,B001,9
O061135,2020-04-02,06:54:22,45,B001,6
O061142,2019-06-29,18:28:05,49,B001,8
O061143,1999-07-26,11:46:58,4,B001,2
O061144,2020-06-01,16:07:43,17,B001,5
O061145,2008-03-12,17:51:02,20,B001,4
O061149,2017-03-16,09:45:58,35,B001,8
O061152,2019-09-19,12:14:26,13,B001,1
O061153,2019-11-09,15:35:25,43,B001,6
O061154,2015-09-06,07:24:19,6,B001,4
O061156,2023-11-09,18:03:07,26,B001,7
O061161,2023-08-26,17:14:29,8,B001,4
O061162,2004-11-13,17:19:11,44,B001,6
O061164,2012-01-12,13:07:13,35,B001,9
O061166,2023-01-17,14:05:06,34,B001,10
O061168,2023-06-17,06:42:54,9,B001,3
O061169,2023-07-17,09:32:42,48,B001,9
O061170,2022-01-13,14:52:36,25,B001,4
O061173,2022-10-07,17:27:12,23,B001,5
O061174,2021-09-23,12:35:55,39,B001,9
O061176,2018-07-16,13:30:43,7,B001,3
O061181,2015-02-24,11:05:41,36,B001,9
O061182,2023-03-04,07:26:16,28,B001,6
O061184,2017-01-10,06:55:29,23,B001,3
O061185,2021-07-20,14:18:47,19,B001,2
O061187,2024-10-13,13:20:16,32,B001,9
O061189,2023-03-26,17:14:48,22,B001,4
O061191,2006-06-01,15:19:36,28,B001,9
O061194,2013-06-24,18:57:22,3,B001,2
O061197,2022-09-30,12:37:35,20,B001,4
O061200,2024-12-17,09:28:42,44,B001,8
O061201,2023-07-16,07:02:27,20,B001,3
O061202,2023-07-03,16:56:10,6,B001,4
O061206,2010-10-03,06:52:09,28,B001,6
O061207,2013-10-23,10:04:06,10,B001,3
O061210,2010-06-04,16:31:14,10,B001,3
O061211,2015-05-13,09:17:46,16,B001,1
O061217,2021-09-15,11:07:41,18,B001,1
O061218,2021-05-30,13:50:16,48,B001,6
O061219,2007-06-18,15:40:50,15,B001,2
O061220,2024-12-16,10:09:03,10,B001,1
O061221,2006-08-03,18:43:38,19,B001,2
O061222,2014-09-06,13:10:35,31,B001,8
O061227,2023-02-14,10:44:39,37,B001,9
O061228,2021-05-04,14:23:09,26,B001,7
O061230,2020-07-24,15:00:56,6,B001,1
O061237,2023-02-26,13:28:56,45,B001,6
O061238,2015-02-03,11:27:14,23,B001,4
O061241,2024-06-11,10:47:35,41,B001,6
O061243,2021-04-02,11:51:53,42,B001,8
O061244,2022-11-30,07:20:06,26,B001,7
O061247,2018-11-13,10:14:34,47,B001,9
O061248,2013-04-14,15:21:54,20,B001,1
O061249,2024-12-03,09:12:29,3,B001,3
O061250,2019-10-22,12:02:59,39,B001,9
O061252,2021-09-11,06:46:43,38,B001,7
O061254,2010-09-20,11:14:24,43,B001,8
O061255,2018-10-14,16:33:30,12,B001,5
O061259,2023-04-17,06:59:05,4,B001,2
O061267,2002-04-07,16:34:55,1,B001,2
O061271,2024-05-31,15:18:12,17,B001,2
O061274,2011-12-10,08:36:21,23,B001,4
O061280,2014-04-21,14:01:12,2,B001,1
O061286,2017-04-13,07:49:04,22,B001,5
O061294,2018-07-22,15:44:32,2,B001,1
O061298,2017-11-12,07:18:47,22,B001,1
O061299,2012-01-16,09:02:01,16,B001,4
O061300,2015-01-24,06:46:32,5,B001,5
O061302,2023-10-05,15:22:43,45,B001,6
O061308,2014-08-24,13:35:03,23,B001,5
O061315,2020-01-04,18:16:10,9,B001,3
O061319,2012-10-20,13:13:55,42,B001,6
O061323,2012-06-23,07:59:13,47,B001,6
O061324,2022-07-20,10:14:39,1,B001,5
O061332,2021-09-01,10:41:51,26,B001,8
O061333,2008-10-03,08:01:02,24,B001,2
O061334,2012-11-15,15:52:12,6,B001,1
O061337,2017-03-07,11:48:51,25,B001,2
O061340,2024-05-15,11:15:10,12,B001,1
O061343,2014-02-23,15:10:55,16,B001,3
O061347,2017-04-01,15:14:11,12,B001,5
O061350,2024-03-24,06:40:18,25,B001,5
O061353,2022-06-04,16:48:29,46,B001,10
O061355,2015-07-22,09:24:03,18,B001,5
O061357,2013-03-14,07:43:30,31,B001,6
O061362,2013-05-12,18:49:43,4,B001,1
O061366,2024-09-24,16:23:06,48,B001,6
O061369,2021-12-28,13:45:42,35,B001,7
O061371,2023-01-04,12:39:44,14,B001,5
O061372,2013-08-05,09:14:21,12,B001,5
O061373,2024-02-16,15:20:43,46,B001,10
O061374,2012-03-21,07:22:59,18,B001,3
O061377,2022-03-21,14:35:53,40,B001,9
O061386,2021-05-16,07:06:42,13,B001,1
O061392,2024-11-25,17:40:39,38,B001,8
O061393,2018-11-12,12:17:55,23,B001,1
O061396,2007-07-16,11:39:29,16,B001,4
O061397,2024-09-20,11:31:17,47,B001,8
O061399,2020-12-16,14:54:16,24,B001,5
O061400,2023-09-11,07:25:06,16,B001,4
O061403,2022-11-11,07:19:18,44,B001,10
O061406,2020-08-28,07:43:03,18,B001,3
O061409,2024-06-23,13:29:22,15,B001,1
O061410,2022-06-16,11:39:13,38,B001,8
O061411,2006-05-12,10:59:55,9,B001,5
O061414,2022-12-04,15:29:49,10,B001,2
O061420,2024-10-10,15:21:44,39,B001,7
O061421,2023-09-07,14:28:30,37,B001,7
O061423,2017-08-22,11:50:57,22,B001,2
O061425,2021-05-22,09:07:33,45,B001,6
O061427,2016-06-13,15:16:02,36,B001,10
O061433,2007-01-08,13:51:55,8,B001,1
O061435,2007-05-05,18:54:02,49,B001,10
O061436,2008-08-24,12:31:57,23,B001,3
O061438,2019-03-29,14:39:51,50,B001,7
O061446,2020-08-16,14:39:55,42,B001,7
O061447,2016-06-06,17:23:21,49,B001,9
O061448,2021-11-13,15:17:18,3,B001,1
O061449,2009-01-17,08:44:58,17,B001,2
O061454,2007-09-10,18:39:43,42,B001,9
O061458,2011-04-19,11:13:52,11,B001,1
O061460,2013-03-12,15:40:32,38,B001,8
O061462,2021-09-16,06:30:54,19,B001,4
O061464,2018-02-04,12:17:04,50,B001,9
O061474,2008-03-05,16:42:21,1,B001,4
O061477,2021-06-10,17:31:06,38,B001,10
O061483,2018-07-03,07:06:14,11,B001,4
O061485,2009-06-02,08:38:33,37,B001,6
O061490,2014-08-31,08:50:29,20,B001,3
O061492,2024-03-01,13:12:46,37,B001,9
O061494,2023-11-20,09:07:56,13,B001,4
O061497,2016-07-24,14:58:49,1,B001,4
O061514,1998-12-24,18:43:41,44,B001,10
O061515,2014-05-07,08:52:18,33,B001,10
O061517,2021-02-11,11:29:17,46,B001,10
O061523,2014-01-12,10:58:55,7,B001,1
O061532,2020-06-07,16:46:31,2,B001,4
O061537,2023-08-02,11:25:37,38,B001,10
O061538,2024-09-26,13:50:44,10,B001,5
O061540,2022-08-12,07:23:54,50,B001,8
O061542,2022-01-26,13:44:54,41,B001,8
O061545,2024-07-28,08:07:37,17,B001,5
O061550,2012-04-23,14:04:22,39,B001,6
O061557,2024-03-30,16:30:12,35,B001,7
O061562,2023-03-27,15:32:43,30,B001,7
O061570,2016-09-22,11:16:34,10,B001,1
O061571,2023-07-08,09:50:47,47,B001,9
O061572,2018-02-27,09:08:06,47,B001,8
O061573,2018-12-10,11:04:09,50,B001,10
O061574,2008-10-27,09:18:53,34,B001,7
O061576,2024-02-26,16:27:24,40,B001,6
O061578,2023-09-30,14:05:16,10,B001,5
O061579,2017-09-17,18:10:39,43,B001,8
O061589,2024-11-22,08:18:21,2,B001,3
O061593,2019-08-25,07:38:23,40,B001,10
O061600,2020-05-15,07:11:16,13,B001,3
O061601,2024-02-01,17:19:27,23,B001,5
O061602,2020-06-09,09:59:02,18,B001,4
O061606,2016-05-15,14:51:18,21,B001,4
O061607,2022-01-21,12:45:16,7,B001,5
O061608,2016-11-04,15:24:26,25,B001,1
O061610,2024-05-09,17:53:37,21,B001,4
O061616,2022-11-22,16:25:59,14,B001,3
O061619,2024-11-25,15:32:13,30,B001,8
O061620,2020-10-01,15:23:06,10,B001,5
O061622,2023-01-30,15:16:38,7,B001,5
O061628,2021-06-30,10:51:50,42,B001,9
O061629,2014-01-21,11:25:11,25,B001,4
O061636,2020-01-28,11:13:39,28,B001,10
O061639,2013-02-07,14:29:25,50,B001,8
O061644,2014-12-07,13:33:13,3,B001,5
O061645,2022-10-09,12:15:06,3,B001,2
O061646,2012-11-27,10:04:20,43,B001,6
O061648,2014-08-27,07:40:26,50,B001,9
O061652,2024-03-24,09:55:12,22,B001,1
O061655,2001-04-05,15:53:39,11,B001,5
O061656,2005-07-01,14:56:31,46,B001,6
O061657,2024-06-23,07:41:29,21,B001,3
O061660,2016-05-02,07:01:43,28,B001,6
O061663,2014-09-24,14:33:15,40,B001,10
O061665,2024-06-10,15:53:31,31,B001,8
O061666,2013-03-09,07:00:15,5,B001,3
O061669,2023-12-09,13:57:01,35,B001,10
O061670,2017-07-04,16:20:37,48,B001,8
O061678,2024-06-08,18:05:35,44,B001,9
O061679,2024-10-14,18:27:47,5,B001,1
O061680,2021-11-12,12:52:08,20,B001,5
O061686,2024-10-25,09:01:07,9,B001,3
