OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,EMPLOYEE_RATING,BRANCH_ID
O040917,12,E001374,5,B002
O040919,41,E000588,4,B010
O040921,36,E000816,3,B015
O040922,7,E000820,4,B012
O040923,47,E000489,5,B008
O040926,30,E000297,2,B013
O040927,8,E000780,1,B003
O040930,47,E000721,1,B007
O040931,5,E000579,2,B012
O040932,39,E000340,5,B007
O040941,19,E000660,2,B013
O040944,16,E000211,5,B005
O040945,21,E000241,5,B014
O040950,30,E000540,5,B012
O040951,41,E001425,5,B015
O040958,48,E000061,5,B008
O040960,49,E000494,5,B013
O040966,34,E000071,3,B003
O040974,5,E000164,5,B001
O040975,35,E001138,2,B006
O040981,50,E000585,5,B011
O040982,15,E000954,4,B011
O040983,41,E000222,5,B006
O040984,40,E000124,5,B015
O040985,3,E000867,5,B002
O040991,47,E000272,5,B009
O040993,28,E001455,5,B015
O040995,10,E000573,5,B004
O040999,14,E000861,4,B001
O041001,33,E001369,4,B012
O041002,14,E001230,5,B001
O041004,34,E000886,5,B001
O041006,29,E000854,5,B005
O041007,31,E000415,1,B014
O041011,28,E000578,3,B006
O041012,11,E001282,5,B001
O041013,48,E001021,5,B012
O041017,41,E000351,5,B010
O041020,50,E000747,5,B006
O041021,49,E001454,5,B013
O041026,50,E000053,4,B009
O041029,32,E000925,4,B002
O041032,36,E001036,5,B007
O041033,6,E000536,2,B015
O041034,9,E000608,4,B012
O041035,10,E000382,5,B006
O041045,19,E001015,5,B007
O041046,39,E000298,5,B012
O041048,35,E001256,5,B010
O041051,37,E001210,3,B013
O041055,42,E001622,4,B009
O041057,39,E000868,4,B007
O041062,18,E000446,5,B006
O041066,45,E000894,5,B003
O041068,15,E000900,5,B010
O041071,17,E001411,5,B001
O041075,39,E000274,2,B008
O041076,1,E000751,5,B001
O041079,41,E000967,5,B006
O041084,42,E001024,1,B007
O041085,42,E000053,2,B009
O041087,48,E000502,5,B012
O041089,2,E000611,3,B015
O041093,47,E000645,2,B014
O041100,13,E001488,5,B008
O041102,44,E000222,5,B006
O041108,21,E000046,4,B011
O041110,50,E000991,2,B002
O041112,35,E001403,5,B010
O041115,20,E000755,5,B004
O041117,24,E001494,2,B005
O041123,26,E000596,5,B008
O041124,40,E001272,5,B002
O041127,34,E000514,5,B014
O041128,28,E001615,5,B002
O041129,8,E000138,5,B007
O041130,35,E000472,5,B006
O041133,42,E000595,4,B004
O041134,49,E001401,5,B010
O041135,32,E001179,5,B007
O041139,24,E001120,5,B007
O041143,35,E000720,5,B005
O041144,5,E001496,5,B013
O041148,40,E001185,3,B004
O041149,25,E000003,5,B002
O041155,4,E000853,2,B007
O041157,24,E001247,5,B010
O041160,26,E000159,5,B014
O041164,4,E001026,5,B008
O041165,18,E001650,5,B012
O041168,5,E000608,1,B012
O041169,29,E000951,5,B003
O041171,34,E001386,1,B014
O041174,45,E000601,5,B009
O041179,4,E001016,5,B015
O041186,16,E001450,5,B010
O041187,34,E000335,5,B014
O041191,29,E000522,4,B004
O041192,36,E001615,1,B002
O041195,46,E000856,3,B013
O041197,32,E000049,5,B004
O041202,40,E000762,1,B001
O041204,49,E001071,5,B015
O041207,3,E000935,1,B014
O041209,42,E000915,5,B002
O041214,9,E000595,5,B004
O041218,3,E001071,1,B015
O041221,35,E001346,5,B014
O041222,33,E001028,5,B014
O041226,26,E000739,5,B003
O041227,4,E001508,5,B012
O041228,23,E000247,4,B007
O041229,34,E000958,1,B008
O041230,26,E001100,5,B011
O041232,16,E000279,4,B010
O041233,33,E000430,5,B011
O041238,46,E001005,3,B013
O041242,12,E000706,5,B005
O041249,43,E000051,2,B011
O041252,17,E000230,5,B010
O041254,42,E000422,3,B007
O041257,30,E001341,4,B005
O041260,20,E001230,5,B001
O041266,23,E000954,2,B011
O041272,48,E000865,5,B011
O041276,16,E000894,3,B003
O041279,35,E000964,5,B008
O041280,5,E001622,3,B009
O041284,25,E000997,5,B006
O041288,49,E001233,2,B005
O041292,8,E000648,4,B002
O041293,43,E000244,4,B009
O041294,35,E001604,5,B005
O041305,21,E000003,5,B002
O041306,23,E000781,5,B012
O041308,24,E001654,5,B009
O041313,38,E000810,5,B008
O041319,2,E001634,3,B003
O041324,18,E001237,3,B005
O041325,25,E001088,5,B007
O041327,27,E000131,5,B011
O041328,49,E001411,5,B001
O041329,39,E001626,5,B009
O041332,22,E000265,2,B005
O041333,47,E000573,5,B004
O041335,1,E000101,5,B003
O041336,5,E000549,4,B008
O041344,20,E000458,2,B001
O041350,41,E000017,2,B003
O041351,35,E000781,5,B012
O041354,41,E000020,5,B011
O041362,42,E001538,1,B002
O041363,23,E001269,5,B003
O041364,9,E001036,2,B007
O041371,47,E001600,5,B005
O041373,31,E000012,5,B001
O041375,5,E000159,1,B014
O041378,42,E001578,5,B007
O041383,16,E000837,5,B003
O041390,2,E000488,5,B012
O041395,23,E000646,3,B003
O041398,15,E000287,5,B011
O041400,31,E000587,5,B014
O041403,39,E000767,4,B014
O041404,19,E000318,5,B003
O041406,29,E000967,3,B006
O041411,45,E001128,4,B003
O041413,2,E000033,5,B006
O041417,21,E000751,4,B001
O041422,9,E000241,1,B014
O041423,38,E001434,1,B011
O041424,15,E001247,1,B010
O041431,43,E001326,2,B014
O041439,25,E000110,5,B001
O041441,28,E000102,5,B004
O041447,17,E000578,5,B006
O041453,48,E000071,4,B003
O041455,10,E000276,5,B010
O041458,44,E000368,2,B015
O041459,40,E000173,5,B002
O041460,9,E000363,5,B008
O041461,44,E001545,5,B009
O041465,3,E000276,5,B010
O041467,34,E000181,5,B009
O041468,36,E000606,5,B011
O041471,10,E000812,4,B008
O041475,50,E001266,5,B012
O041478,6,E000861,2,B001
O041480,15,E001406,4,B003
O041481,3,E001018,2,B014
O041483,10,E001401,5,B010
O041488,30,E000054,5,B015
O041490,38,E001546,5,B008
O041495,44,E000053,3,B009
O041498,25,E001589,5,B014
O041499,21,E001382,5,B014
O041501,26,E001005,5,B013
O041504,4,E001196,4,B005
O041507,39,E001255,5,B014
O041509,42,E001187,5,B001
O041511,34,E001220,1,B001
O041512,19,E000408,3,B013
O041513,35,E000736,2,B014
O041514,7,E000195,5,B007
O041517,7,E001450,5,B010
O041518,34,E000011,2,B005
O041522,23,E000851,2,B010
O041528,48,E001017,5,B011
O041530,19,E000524,3,B015
O041533,15,E000909,5,B012
O041537,49,E000845,1,B005
O041542,39,E001006,3,B010
O041544,25,E000420,5,B002
O041546,6,E001225,5,B010
O041549,25,E000113,5,B012
O041554,3,E000848,5,B006
O041555,22,E000802,1,B013
O041562,47,E001457,5,B011
O041565,31,E000751,1,B001
O041568,25,E001096,3,B011
O041571,4,E001431,2,B001
O041573,11,E000664,5,B002
O041574,48,E000830,5,B006
O041578,3,E001120,5,B007
O041583,44,E000523,2,B010
O041585,8,E000213,1,B011
O041590,11,E001026,5,B008
O041600,32,E000840,2,B005
O041609,39,E000969,1,B013
O041610,23,E001211,5,B008
O041612,20,E000585,3,B011
O041616,15,E000920,4,B005
O041617,29,E001030,1,B013
O041618,46,E000389,5,B003
O041624,42,E000369,2,B011
O041625,22,E001071,5,B015
O041628,25,E001401,5,B010
O041632,30,E001006,5,B010
O041635,38,E000366,5,B010
O041636,44,E001608,5,B011
O041638,20,E000149,5,B009
O041645,9,E000812,5,B008
O041654,36,E001402,5,B007
O041658,1,E000919,2,B004
O041659,48,E000142,4,B009
O041662,33,E000173,5,B002
O041663,36,E001449,2,B005
O041664,42,E000351,5,B010
O041672,23,E001127,5,B003
O041673,19,E001215,2,B008
O041677,37,E001176,4,B006
O041681,25,E001252,5,B015
O041685,11,E000352,3,B012
O041686,12,E000464,5,B014
O041689,7,E000148,2,B003
O041692,44,E001578,5,B007
O041693,13,E000928,5,B003
O041696,48,E000524,4,B015
O041698,20,E000693,5,B003
O041700,48,E001095,5,B007
O041701,12,E000355,3,B013
O041703,38,E001322,3,B004
O041707,45,E000562,3,B009
O041715,24,E000920,4,B005
O041731,2,E000478,5,B008
O041740,41,E000564,5,B004
O041742,45,E000304,5,B011
O041746,17,E000211,5,B005
O041749,40,E001571,5,B014
O041751,25,E000524,5,B015
O041754,12,E001424,3,B013
O041756,34,E000660,1,B013
O041766,17,E000254,5,B009
O041767,2,E001018,1,B014
O041768,42,E001127,5,B003
O041769,22,E000894,5,B003
O041773,47,E000426,5,B014
O041775,10,E000036,5,B003
O041777,17,E000272,2,B009
O041778,32,E001100,5,B011
O041783,25,E001396,5,B004
O041790,26,E000866,5,B007
O041791,19,E000345,5,B003
O041794,24,E001012,5,B006
O041796,20,E000448,1,B001
O041800,15,E001493,2,B012
O041801,11,E000277,5,B011
O041802,4,E001239,4,B003
O041803,44,E000600,5,B014
O041804,8,E000153,4,B007
O041805,14,E000622,2,B006
O041806,39,E000348,5,B004
O041807,20,E000589,5,B002
O041809,39,E000960,5,B010
O041810,3,E000882,5,B011
O041814,24,E000149,3,B009
O041819,22,E000964,5,B008
O041820,34,E001032,5,B001
O041829,20,E001434,5,B011
O041833,7,E000446,1,B006
O041836,37,E001535,4,B010
O041840,23,E000504,5,B004
O041844,35,E000851,5,B010
O041846,50,E000676,4,B004
O041847,50,E000273,5,B015
O041852,46,E000760,5,B008
O041853,7,E000641,3,B004
O041854,46,E001210,5,B013
O041855,20,E000230,5,B010
O041857,4,E000660,5,B013
O041861,40,E000277,5,B011
O041862,1,E000427,5,B008
O041863,6,E000894,5,B003
O041865,9,E000181,2,B009
O041871,6,E001149,5,B003
O041875,32,E000487,5,B008
O041877,20,E000071,1,B003
O041885,24,E001190,5,B004
O041895,46,E001274,1,B001
O041896,44,E001158,2,B015
O041897,48,E001346,3,B014
O041925,17,E000607,5,B015
O041927,26,E000925,5,B002
O041928,40,E000366,5,B010
O041930,19,E001317,5,B009
O041934,2,E001254,5,B006
O041950,10,E001543,5,B001
O041952,12,E001453,5,B006
O041957,3,E001322,3,B004
O041962,26,E000419,4,B002
O041963,26,E000921,5,B015
O041966,47,E000259,5,B001
O041967,20,E000026,2,B003
O041968,16,E001496,5,B013
O041975,36,E000699,5,B002
O041976,8,E000507,5,B008
O041977,40,E000436,5,B005
O041978,35,E001409,5,B005
O041979,31,E001474,5,B003
O041980,43,E001394,5,B013
O041983,1,E000993,5,B001
O041988,15,E001242,2,B001
O041991,50,E001130,5,B014
O041992,15,E000333,5,B011
O041995,24,E000350,4,B012
O042002,42,E000464,5,B014
O042003,22,E001196,5,B005
O042007,1,E000607,2,B015
O042008,15,E001394,1,B013
O042010,16,E000580,5,B012
O042015,18,E000320,5,B002
O042019,6,E001493,5,B012
O042026,33,E000426,5,B014
O042031,2,E001453,3,B006
O042032,21,E001565,5,B014
O042036,49,E000620,2,B008
O042037,46,E000669,4,B002
O042038,19,E001167,1,B006
O042042,34,E000904,5,B004
O042047,45,E001390,5,B010
O042051,3,E001378,5,B004
O042052,1,E001519,3,B014
O042055,26,E001063,5,B008
O042058,29,E001453,5,B006
O042059,28,E000759,5,B006
O042060,46,E000795,5,B001
O042061,50,E001418,5,B012
O042062,25,E000860,5,B015
O042066,9,E000428,3,B011
O042068,47,E000696,3,B002
O042070,20,E000549,5,B008
O042072,7,E000097,3,B008
O042076,33,E001364,5,B012
O042078,25,E000408,5,B013
O042080,11,E000211,5,B005
O042082,26,E001492,5,B012
O042086,20,E001379,4,B013
O042087,18,E001531,5,B005
O042088,8,E000460,4,B003
O042090,1,E001456,1,B013
O042093,14,E001003,5,B009
O042094,45,E000857,5,B005
O042096,24,E000698,1,B007
O042097,19,E000759,2,B006
O042098,38,E001364,5,B012
O042100,34,E001441,5,B004
O042101,24,E001387,3,B001
O042105,46,E000778,5,B005
O042109,37,E001100,5,B011
O042120,33,E001008,5,B005
O042123,12,E000641,5,B004
O042129,47,E000867,2,B002
O042135,11,E001419,5,B012
O042138,30,E000454,5,B005
O042143,22,E000966,2,B012
O042149,38,E000605,4,B004
O042151,21,E000809,1,B008
O042155,2,E001187,5,B001
O042157,15,E001236,1,B002
O042158,10,E001360,4,B001
O042159,16,E000220,5,B007
O042161,16,E001609,2,B012
O042162,20,E001536,5,B005
O042165,7,E000011,1,B005
O042169,14,E001134,5,B005
O042174,24,E001531,2,B005
O042175,46,E000241,1,B014
O042181,16,E001499,1,B002
O042183,45,E000450,5,B005
O042185,12,E001626,3,B009
O042186,19,E000722,3,B007
O042187,44,E001272,5,B002
O042189,9,E001293,5,B005
O042190,46,E001633,1,B013
O042191,2,E000462,5,B007
O042192,37,E001525,5,B009
O042193,32,E001488,2,B008
O042197,46,E001225,5,B010
O042198,13,E001100,1,B011
O042199,25,E001033,5,B012
O042201,41,E001305,5,B005
O042209,5,E001189,5,B010
O042213,2,E001285,2,B002
O042217,43,E000279,5,B010
O042218,20,E001328,5,B002
O042220,18,E001454,1,B013
O042225,10,E001459,3,B013
O042226,29,E000025,3,B012
O042228,50,E001279,1,B012
O042229,49,E000425,5,B014
O042231,22,E000781,5,B012
O042232,13,E001409,1,B005
O042235,17,E001210,5,B013
O042240,46,E001645,5,B010
O042246,24,E001475,5,B007
O042251,18,E000244,2,B009
O042252,30,E000265,3,B005
O042253,27,E001316,3,B003
O042258,9,E001073,5,B004
O042264,38,E001149,5,B003
O042266,30,E000425,5,B014
O042269,18,E001057,5,B003
O042270,14,E001400,3,B013
O042271,42,E000012,2,B001
O042273,15,E000995,5,B009
O042274,33,E000298,5,B012
O042275,47,E001141,5,B011
O042284,1,E000410,3,B012
O042286,33,E000759,5,B006
O042289,6,E001568,5,B013
O042290,48,E001085,2,B008
O042293,44,E001030,5,B013
O042294,15,E001634,2,B003
O042298,10,E001604,5,B005
O042303,33,E000773,4,B004
O042312,47,E000564,5,B004
O042316,24,E001490,3,B011
O042318,28,E000557,1,B011
O042320,43,E001104,5,B015
O042322,40,E001378,5,B004
O042325,35,E001518,5,B015
O042327,8,E000679,4,B003
O042329,13,E001537,5,B010
O042333,50,E000991,3,B002
O042335,30,E001378,5,B004
O042336,34,E000259,5,B001
O042337,46,E001210,4,B013
O042338,45,E000186,4,B007
O042341,40,E001158,5,B015
O042345,17,E001392,4,B001
O042348,3,E001623,2,B015
O042349,30,E000446,1,B006
O042352,44,E001241,5,B005
O042356,43,E000770,5,B007
O042358,6,E000706,5,B005
O042361,13,E000003,5,B002
O042362,45,E001467,5,B006
O042368,32,E000247,5,B007
O042369,42,E001100,5,B011
O042375,15,E000054,4,B015
O042379,12,E000476,5,B009
O042381,42,E000966,5,B012
O042382,11,E000283,5,B014
O042384,33,E001353,5,B007
O042390,16,E001645,5,B010
O042392,27,E001375,5,B009
O042403,21,E000861,3,B001
O042405,29,E001604,2,B005
O042406,25,E001092,2,B005
O042407,24,E001163,5,B005
O042411,5,E000622,1,B006
O042413,3,E000011,5,B005
O042419,30,E001617,5,B013
O042422,45,E000432,3,B010
O042423,26,E001305,5,B005
O042424,17,E000228,5,B003
O042426,21,E001632,5,B001
O042428,19,E000061,5,B008
O042430,8,E001246,4,B006
O042432,11,E001202,5,B010
O042439,33,E001113,2,B006
O042445,19,E000671,5,B013
O042447,3,E001456,3,B013
O042448,14,E000605,3,B004
O042451,2,E000036,1,B003
O042455,1,E000580,3,B012
O042459,34,E000588,5,B010
O042463,18,E001511,3,B015
O042469,30,E000235,5,B014
O042470,4,E001654,5,B009
O042471,46,E000340,2,B007
O042473,11,E000953,1,B006
O042477,12,E000794,4,B004
O042485,6,E000351,5,B010
O042487,33,E001038,5,B007
O042493,46,E000491,4,B009
O042506,16,E001454,5,B013
O042510,1,E000967,5,B006
O042512,22,E001436,3,B008
O042514,47,E000909,5,B012
O042517,7,E000478,5,B008
O042522,41,E000446,3,B006
O042523,4,E000001,5,B012
O042524,10,E001293,5,B005
O042527,39,E001342,5,B004
O042528,36,E001133,5,B001
O042529,30,E000113,2,B012
O042530,36,E001374,2,B002
O042534,3,E000050,5,B011
O042536,17,E000216,5,B007
O042538,4,E000011,1,B005
O042540,14,E000176,3,B005
O042542,28,E000819,1,B014
O042544,24,E000399,5,B008
O042547,37,E000146,5,B014
O042550,3,E000375,5,B001
O042554,27,E001561,5,B010
O042557,5,E001095,4,B007
O042559,31,E000411,5,B011
O042568,1,E000149,4,B009
O042569,48,E000507,2,B008
O042570,49,E001647,5,B007
O042574,27,E000609,5,B006
O042576,12,E000633,5,B014
O042580,13,E000603,4,B007
O042584,45,E000458,4,B001
O042587,2,E000765,1,B003
O042589,3,E001305,5,B005
O042590,25,E000916,5,B011
O042591,9,E000751,5,B001
O042592,4,E001364,1,B012
O042594,6,E001021,4,B012
O042596,21,E000357,5,B006
O042598,49,E000049,5,B004
O042600,50,E001307,5,B008
O042605,9,E000646,5,B003
O042609,4,E001562,3,B003
O042615,43,E000663,1,B013
O042617,36,E001021,5,B012
O042618,7,E000985,2,B005
O042619,28,E001148,5,B014
O042620,47,E000986,5,B001
O042621,38,E000440,5,B009
O042625,23,E000134,2,B008
O042626,34,E001038,5,B007
O042627,13,E001454,5,B013
O042638,16,E000285,5,B009
O042641,3,E000444,5,B006
O042642,35,E000181,5,B009
O042644,44,E001508,5,B012
O042648,26,E000564,5,B004
O042649,8,E001008,2,B005
O042654,18,E000432,2,B010
O042655,46,E001322,5,B004
O042662,33,E001159,5,B001
O042664,37,E000272,3,B009
O042670,40,E001609,2,B012
O042678,24,E001494,5,B005
O042680,15,E000137,5,B012
O042684,6,E001407,5,B004
O042685,31,E001396,5,B004
O042690,48,E000458,5,B001
O042692,33,E001510,5,B012
O042694,2,E000004,4,B003
O042695,38,E000373,3,B007
O042696,30,E001508,1,B012
O042703,40,E000129,5,B003
O042705,19,E001255,5,B014
O042706,3,E000941,5,B005
O042708,43,E000333,5,B011
O042709,27,E001489,5,B001
O042715,46,E000186,2,B007
O042716,9,E001441,5,B004
O042717,50,E000521,5,B005
O042722,42,E000268,5,B011
O042729,23,E000539,2,B008
O042731,33,E000935,5,B014
O042741,30,E001134,5,B005
O042742,32,E000295,5,B003
O042744,46,E000436,2,B005
O042748,11,E000437,1,B004
O042752,9,E000716,5,B015
O042754,26,E001598,5,B002
O042755,6,E000802,5,B013
O042758,40,E000050,1,B011
O042759,48,E001649,5,B011
O042762,43,E000597,4,B008
O042769,43,E001617,2,B013
O042774,32,E001634,3,B003
O042777,35,E000387,3,B011
O042778,5,E000855,5,B002
O042779,4,E000951,2,B003
O042787,27,E001372,3,B015
O042795,2,E001603,1,B012
O042796,28,E000781,5,B012
O042803,3,E001372,5,B015
O042809,49,E001387,5,B001
O042812,40,E001536,5,B005
O042813,33,E000986,5,B001
O042818,32,E000851,5,B010
O042821,37,E000669,5,B002
O042822,29,E000022,5,B011
O042823,49,E000610,3,B010
O042831,38,E000011,5,B005
O042832,49,E001401,3,B010
O042834,41,E000749,1,B011
O042839,31,E001247,3,B010
O042840,12,E001556,5,B003
O042841,50,E000321,5,B011
O042849,4,E000420,4,B002
O042855,5,E001035,1,B010
O042856,38,E001378,5,B004
O042857,27,E000203,5,B010
O042858,37,E000340,5,B007
O042861,27,E001556,5,B003
O042863,35,E001279,5,B012
O042865,6,E000071,1,B003
O042871,14,E000845,5,B005
O042872,40,E000773,4,B004
O042874,22,E001308,5,B010
O042875,6,E001543,2,B001
O042877,44,E001617,5,B013
O042878,19,E000385,4,B011
O042883,10,E001127,2,B003
O042885,22,E000512,1,B007
O042888,36,E001071,3,B015
O042889,2,E000861,1,B001
O042890,22,E000706,5,B005
O042891,44,E000512,5,B007
O042893,42,E000892,2,B008
O042894,2,E000912,5,B009
O042904,26,E000061,5,B008
O042907,14,E001366,5,B009
O042908,36,E000993,4,B001
O042911,41,E001351,1,B008
O042912,23,E000075,5,B009
O042919,37,E001024,5,B007
O042922,4,E000600,2,B014
O042924,15,E001604,2,B005
O042927,20,E001457,5,B011
O042936,16,E000061,4,B008
O042939,7,E001019,1,B003
O042940,12,E000124,3,B015
O042943,9,E000316,2,B001
O042948,24,E000096,5,B011
O042950,30,E000661,4,B013
O042953,50,E000004,5,B003
O042957,7,E000054,1,B015
O042961,46,E000830,5,B006
O042967,22,E000751,5,B001
O042975,29,E000033,3,B006
O042976,42,E000067,5,B004
O042977,42,E001401,5,B010
O042982,35,E001346,5,B014
O042984,1,E001571,5,B014
O042986,48,E001604,5,B005
O042987,5,E001075,5,B009
O042988,50,E000020,2,B011
O042997,45,E001191,5,B007
O042999,7,E000737,4,B010
O043000,18,E000611,1,B015
O043003,46,E000083,4,B003
O043005,8,E001435,5,B007
O043007,40,E000529,5,B013
O043008,39,E000656,1,B012
O043009,24,E000810,3,B008
O043010,33,E000706,5,B005
O043018,23,E000321,5,B011
O043019,10,E001450,5,B010
O043020,35,E000193,5,B004
O043023,40,E000552,5,B008
O043025,35,E001201,4,B014
O043026,48,E000965,5,B012
O043027,48,E001434,5,B011
O043032,2,E000448,5,B001
O043033,22,E001402,5,B007
O043034,32,E001346,5,B014
O043038,20,E001470,5,B004
O043042,3,E001299,5,B007
O043045,6,E000274,4,B008
O043047,24,E000428,5,B011
O043051,9,E001391,5,B014
O043053,9,E001604,5,B005
O043054,28,E000408,2,B013
O043056,20,E001074,5,B002
O043063,14,E000832,2,B014
O043067,47,E001372,4,B015
O043076,14,E000076,4,B003
O043079,34,E001298,5,B008
O043081,29,E000183,5,B011
O043083,29,E000507,5,B008
O043084,48,E001361,5,B006
O043085,24,E000025,5,B012
O043086,32,E000933,5,B009
O043089,36,E000474,5,B013
O043090,38,E000428,2,B011
O043093,19,E000093,5,B002
O043097,14,E000359,5,B004
O043099,43,E001291,3,B015
O043103,30,E000281,5,B012
O043104,42,E000246,1,B008
O043107,26,E000612,1,B012
O043115,10,E001562,2,B003
O043116,22,E001401,3,B010
O043117,3,E001196,5,B005
O043119,18,E001328,5,B002
O043120,27,E000419,5,B002
O043122,11,E001088,3,B007
O043123,13,E000317,5,B009
O043126,28,E001120,5,B007
O043132,25,E001412,5,B001
O043133,36,E001215,5,B008
O043134,47,E000722,4,B007
O043137,42,E001364,5,B012
O043141,32,E001536,3,B005
O043143,33,E000607,5,B015
O043146,12,E001623,5,B015
O043149,45,E000277,5,B011
O043152,44,E000951,5,B003
O043154,5,E001387,5,B001
O043155,36,E000426,5,B014
O043157,4,E001362,5,B004
O043159,22,E000118,4,B006
O043166,31,E000701,2,B004
O043170,16,E000093,5,B002
O043174,17,E000769,4,B013
O043181,27,E000305,5,B010
O043183,14,E001643,1,B013
O043184,24,E000701,2,B004
O043185,29,E000944,1,B003
O043187,11,E000620,3,B008
O043188,7,E000692,2,B012
O043189,17,E000050,3,B011
O043192,16,E001152,5,B004
O043193,22,E001353,2,B007
O043197,29,E001623,5,B015
O043198,8,E000458,5,B001
O043200,18,E001403,5,B010
O043201,1,E001430,5,B002
O043202,36,E000543,5,B012
O043203,13,E000944,5,B003
O043204,34,E001107,5,B011
O043207,16,E000622,4,B006
O043209,49,E000124,5,B015
O043210,44,E001359,4,B011
O043212,36,E000487,3,B008
O043215,5,E000196,5,B011
O043218,27,E000539,3,B008
O043219,11,E000408,3,B013
O043220,42,E001210,4,B013
O043222,10,E000861,5,B001
O043225,50,E000408,5,B013
O043229,35,E001403,5,B010
O043232,19,E000254,1,B009
O043234,26,E000867,5,B002
O043235,23,E000814,5,B001
O043237,47,E000051,5,B011
O043238,2,E000127,5,B002
O043240,46,E000241,3,B014
O043241,12,E000706,5,B005
O043244,49,E001029,5,B014
O043246,2,E001386,5,B014
O043248,7,E000392,2,B010
O043249,17,E000458,1,B001
O043250,46,E001396,5,B004
O043252,18,E001391,2,B014
O043258,15,E001190,3,B004
O043264,10,E000196,5,B011
O043274,17,E001358,5,B006
O043281,8,E001361,5,B006
O043283,39,E000248,5,B014
O043285,17,E000311,5,B003
O043287,9,E000613,1,B008
O043291,43,E001193,2,B011
O043297,45,E001390,5,B010
O043300,42,E000524,5,B015
O043301,35,E000103,4,B009
O043304,15,E000054,5,B015
O043307,16,E000200,5,B015
O043310,33,E000941,2,B005
O043311,14,E001115,4,B002
O043313,14,E001166,5,B002
O043316,42,E001511,5,B015
O043318,45,E000560,5,B002
O043325,16,E000856,5,B013
O043328,33,E000531,4,B009
O043330,21,E000578,5,B006
O043338,21,E001532,5,B005
O043341,22,E001446,2,B007
O043343,43,E000157,5,B006
O043344,16,E001302,5,B005
O043345,50,E001065,5,B001
O043348,29,E001497,5,B001
O043350,19,E001401,1,B010
O043354,50,E001631,5,B005
O043359,8,E000645,4,B014
O043363,1,E000071,1,B003
O043370,41,E001255,2,B014
O043371,29,E001080,4,B002
O043378,47,E000304,5,B011
O043380,35,E000654,5,B015
O043382,37,E000638,5,B009
O043387,31,E000556,5,B010
O043388,38,E000695,2,B015
O043392,19,E001263,1,B011
O043396,26,E001120,3,B007
O043399,9,E001428,5,B007
O043402,50,E001565,5,B014
O043403,13,E001099,5,B003
O043405,41,E001545,4,B009
O043407,44,E000989,1,B011
O043409,22,E000860,5,B015
O043410,2,E000148,1,B003
O043416,9,E000642,5,B002
O043422,30,E000367,2,B011
O043423,3,E000458,5,B001
O043426,36,E000845,2,B005
O043430,30,E000115,4,B013
O043431,2,E000844,3,B011
O043434,18,E001209,3,B005
O043439,18,E000242,3,B014
O043442,45,E001634,5,B003
O043443,4,E000872,2,B014
O043445,45,E000478,5,B008
O043451,22,E000464,5,B014
O043457,23,E001361,1,B006
O043460,27,E000533,5,B010
O043464,18,E000854,5,B005
O043470,2,E001402,5,B007
O043473,21,E000791,5,B001
O043475,6,E001262,1,B001
O043479,6,E000944,2,B003
O043480,13,E001286,3,B008
O043485,45,E001247,1,B010
O043488,33,E000476,5,B009
O043493,31,E000560,5,B002
O043496,19,E000081,5,B015
O043497,10,E000051,5,B011
O043500,37,E000623,5,B013
O043504,16,E001555,5,B009
O043508,22,E000748,5,B014
O043509,11,E000550,5,B009
O043512,49,E000645,1,B014
O043515,40,E001127,5,B003
O043516,11,E000016,5,B006
O043522,17,E000439,3,B003
O043527,40,E000138,5,B007
O043528,11,E000758,2,B009
O043530,8,E000380,2,B008
O043531,44,E000016,4,B006
O043533,5,E001279,1,B012
O043535,9,E001368,1,B004
O043536,48,E000458,4,B001
O043538,12,E001545,5,B009
O043539,3,E001333,5,B004
O043542,37,E000735,5,B004
O043544,37,E001113,1,B006
O043546,17,E001405,5,B007
O043552,35,E000699,5,B002
O043556,13,E000462,5,B007
O043561,2,E001024,2,B007
O043562,40,E000663,5,B013
O043566,3,E000758,2,B009
O043568,26,E000646,5,B003
O043569,47,E000613,2,B008
O043570,8,E001328,5,B002
O043572,10,E000149,3,B009
O043576,45,E000564,5,B004
O043581,50,E001211,5,B008
O043583,9,E001247,1,B010
O043584,3,E000520,5,B008
O043590,34,E000353,5,B003
O043592,9,E001486,3,B001
O043595,18,E000663,5,B013
O043596,33,E000333,5,B011
O043598,9,E001185,2,B004
O043599,14,E000910,2,B008
O043602,6,E000176,5,B005
O043608,26,E001211,5,B008
O043610,1,E000163,1,B012
O043612,5,E000277,5,B011
O043613,35,E001530,5,B005
O043623,42,E000061,3,B008
O043628,50,E000362,5,B007
O043632,36,E000612,4,B012
O043634,33,E000249,5,B011
O043643,15,E000941,5,B005
O043645,36,E000597,5,B008
O043648,28,E000909,3,B012
O043649,9,E000311,5,B003
O043651,23,E001416,5,B002
O043652,20,E000020,5,B011
O043657,9,E000982,5,B004
O043660,16,E000344,5,B008
O043661,34,E000172,1,B013
O043664,18,E000202,1,B013
O043665,48,E001326,1,B014
O043667,14,E001346,5,B014
O043675,22,E000909,1,B012
O043681,35,E001551,5,B011
O043685,37,E000655,5,B005
O043686,12,E001254,5,B006
O043692,44,E000016,5,B006
O043693,50,E000880,5,B007
O043694,11,E000815,5,B015
O043695,43,E001508,5,B012
O043696,11,E000934,5,B006
O043698,6,E000017,4,B003
O043699,48,E001350,5,B005
