ORDER_ID,DISH_ID,QUANTITY
O056054,D037,10
O056055,D156,5
O056056,D088,5
O056057,D002,9
O056058,D058,10
O056059,D053,8
O056060,D080,6
O056061,D105,8
O056062,D046,1
O056063,D155,6
O056064,D032,3
O056065,D140,6
O056066,D040,2
O056067,D156,7
O056068,D185,10
O056069,D112,8
O056070,D135,5
O056071,D147,6
O056072,D111,6
O056073,D076,9
O056074,D098,4
O056075,D139,7
O056076,D008,6
O056077,D058,6
O056078,D077,5
O056079,D084,3
O056080,D141,7
O056081,D188,1
O056082,D152,8
O056083,D028,4
O056084,D082,2
O056085,D024,2
O056086,D002,9
O056087,D034,10
O056088,D113,8
O056089,D140,3
O056090,D175,6
O056091,D148,2
O056092,D074,4
O056093,D015,6
O056094,D102,3
O056095,D022,3
O056096,D110,9
O056097,D192,4
O056098,D077,3
O056099,D173,1
O056100,D105,1
O056101,D070,1
O056102,D162,1
O056103,D178,4
O056104,D125,10
O056105,D017,2
O056106,D143,5
O056107,D164,2
O056108,D016,8
O056109,D184,6
O056110,D172,1
O056111,D045,6
O056112,D198,1
O056113,D090,6
O056114,D016,8
O056115,D068,2
O056116,D111,4
O056117,D100,10
O056118,D192,1
O056119,D063,4
O056120,D005,10
O056121,D062,3
O056122,D002,2
O056123,D157,3
O056124,D154,3
O056125,D140,6
O056126,D128,1
O056127,D088,4
O056128,D063,1
O056129,D108,8
O056130,D172,7
O056131,D192,10
O056132,D166,8
O056133,D036,6
O056134,D194,5
O056135,D074,6
O056136,D055,3
O056137,D020,9
O056138,D142,1
O056139,D147,1
O056140,D134,5
O056141,D006,3
O056142,D024,6
O056143,D195,5
O056144,D058,1
O056145,D127,8
O056146,D149,7
O056147,D039,10
O056148,D097,7
O056149,D097,3
O056150,D001,1
O056151,D165,10
O056152,D081,3
O056153,D040,9
O056154,D094,4
O056155,D109,1
O056156,D009,2
O056157,D139,8
O056158,D113,6
O056159,D089,4
O056160,D155,5
O056161,D092,1
O056162,D179,3
O056163,D169,1
O056164,D072,7
O056165,D039,4
O056166,D169,4
O056167,D181,9
O056168,D170,3
O056169,D029,4
O056170,D159,10
O056171,D113,7
O056172,D093,4
O056173,D182,6
O056174,D146,2
O056175,D140,10
O056176,D098,9
O056177,D140,6
O056178,D007,7
O056179,D063,7
O056180,D003,2
O056181,D182,5
O056182,D120,5
O056183,D030,8
O056184,D192,8
O056185,D132,2
O056186,D086,2
O056187,D078,7
O056188,D195,10
O056189,D109,1
O056190,D108,10
O056191,D045,9
O056192,D007,5
O056193,D118,4
O056194,D054,10
O056195,D106,5
O056196,D186,8
O056197,D142,7
O056198,D015,3
O056199,D180,1
O056200,D100,6
O056201,D084,1
O056202,D080,6
O056203,D041,8
O056204,D104,7
O056205,D111,2
O056206,D170,1
O056207,D156,5
O056208,D110,7
O056209,D135,4
O056210,D046,1
O056211,D114,3
O056212,D088,4
O056213,D199,1
O056214,D170,9
O056215,D115,4
O056216,D142,6
O056217,D151,8
O056218,D100,3
O056219,D032,5
O056220,D175,10
O056221,D127,6
O056222,D016,5
O056223,D062,4
O056224,D103,9
O056225,D161,3
O056226,D042,3
O056227,D033,4
O056228,D024,10
O056229,D128,8
O056230,D061,3
O056231,D023,1
O056232,D066,3
O056233,D191,1
O056234,D085,4
O056235,D184,1
O056236,D025,10
O056237,D132,8
O056238,D197,8
O056239,D031,6
O056240,D146,9
O056241,D117,4
O056242,D078,9
O056243,D153,8
O056244,D127,4
O056245,D017,3
O056246,D025,8
O056247,D135,6
O056248,D107,4
O056249,D088,7
O056250,D107,2
O056251,D058,9
O056252,D169,6
O056253,D040,7
O056254,D083,7
O056255,D008,10
O056256,D045,7
O056257,D015,10
O056258,D168,3
O056259,D091,4
O056260,D047,4
O056261,D076,3
O056262,D021,2
O056263,D106,8
O056264,D093,2
O056265,D061,4
O056266,D146,8
O056267,D114,1
O056268,D166,10
O056269,D137,5
O056270,D116,4
O056271,D016,2
O056272,D113,2
O056273,D080,6
O056274,D024,5
O056275,D177,5
O056276,D163,5
O056277,D130,2
O056278,D083,7
O056279,D093,2
O056280,D030,5
O056281,D196,7
O056282,D042,7
O056283,D125,7
O056284,D185,4
O056285,D162,5
O056286,D172,8
O056287,D010,9
O056288,D175,2
O056289,D015,3
O056290,D177,1
O056291,D167,2
O056292,D131,4
O056293,D192,2
O056294,D033,9
O056295,D190,7
O056296,D180,8
O056297,D001,7
O056298,D112,8
O056299,D004,10
O056300,D008,7
O056301,D114,7
O056302,D101,10
O056303,D115,6
O056304,D087,8
O056305,D179,3
O056306,D179,3
O056307,D127,2
O056308,D175,5
O056309,D126,2
O056310,D015,6
O056311,D040,4
O056312,D062,3
O056313,D023,2
O056314,D099,1
O056315,D011,8
O056316,D144,2
O056317,D182,3
O056318,D010,3
O056319,D113,5
O056320,D042,3
O056321,D137,3
O056322,D127,1
O056323,D169,8
O056324,D089,3
O056325,D027,9
O056326,D186,4
O056327,D019,6
O056328,D198,8
O056329,D073,1
O056330,D097,10
O056331,D198,6
O056332,D073,4
O056333,D012,9
O056334,D120,9
O056335,D166,2
O056336,D130,2
O056337,D179,5
O056338,D183,10
O056339,D077,8
O056340,D185,10
O056341,D086,10
O056342,D088,4
O056343,D018,10
O056344,D081,7
O056345,D077,9
O056346,D149,1
O056347,D158,10
O056348,D070,7
O056349,D175,1
O056350,D145,7
O056351,D082,10
O056352,D046,5
O056353,D073,7
O056354,D091,7
O056355,D172,3
O056356,D101,10
O056357,D183,7
O056358,D181,5
O056359,D129,5
O056360,D037,9
O056361,D181,10
O056362,D045,4
O056363,D035,5
O056364,D155,4
O056365,D102,10
O056366,D017,9
O056367,D004,10
O056368,D130,5
O056369,D005,3
O056370,D107,4
O056371,D109,10
O056372,D139,2
O056373,D068,8
O056374,D193,5
O056375,D118,6
O056376,D095,5
O056377,D115,8
O056378,D107,9
O056379,D035,9
O056380,D016,9
O056381,D033,9
O056382,D058,8
O056383,D064,6
O056384,D107,7
O056385,D172,5
O056386,D115,3
O056387,D165,5
O056388,D167,10
O056389,D056,6
O056390,D125,5
O056391,D175,10
O056392,D148,2
O056393,D192,5
O056394,D180,5
O056395,D055,6
O056396,D182,9
O056397,D010,10
O056398,D024,10
O056399,D146,4
O056400,D047,9
O056401,D009,9
O056402,D177,3
O056403,D068,7
O056404,D059,3
O056405,D118,3
O056406,D088,3
O056407,D056,3
O056408,D116,3
O056409,D101,5
O056410,D181,10
O056411,D171,5
O056412,D191,5
O056413,D135,4
O056414,D095,6
O056415,D032,3
O056416,D183,1
O056417,D001,10
O056418,D114,8
O056419,D057,6
O056420,D013,4
O056421,D100,10
O056422,D088,2
O056423,D021,2
O056424,D164,8
O056425,D154,9
O056426,D070,1
O056427,D189,10
O056428,D014,2
O056429,D131,9
O056430,D062,3
O056431,D102,4
O056432,D093,5
O056433,D154,1
O056434,D050,4
O056435,D027,7
O056436,D057,9
O056437,D181,7
O056438,D005,8
O056439,D158,3
O056440,D064,2
O056441,D066,7
O056442,D056,9
O056443,D085,9
O056444,D115,1
O056445,D017,10
O056446,D083,3
O056447,D033,6
O056448,D132,3
O056449,D127,7
O056450,D184,2
O056451,D178,8
O056452,D088,1
O056453,D141,2
O056454,D152,3
O056455,D114,8
O056456,D022,6
O056457,D166,6
O056458,D181,8
O056459,D117,7
O056460,D030,4
O056461,D112,10
O056462,D186,1
O056463,D111,4
O056464,D030,3
O056465,D182,5
O056466,D047,9
O056467,D103,6
O056468,D191,3
O056469,D003,2
O056470,D061,5
O056471,D097,7
O056472,D058,3
O056473,D153,10
O056474,D190,1
O056475,D177,8
O056476,D018,2
O056477,D046,10
O056478,D199,8
O056479,D061,10
O056480,D131,3
O056481,D182,2
O056482,D044,10
O056483,D171,1
O056484,D083,9
O056485,D170,5
O056486,D103,9
O056487,D044,8
O056488,D133,10
O056489,D074,3
O056490,D195,1
O056491,D166,8
O056492,D094,8
O056493,D174,6
O056494,D068,2
O056495,D192,5
O056496,D022,5
O056497,D102,2
O056498,D002,1
O056499,D185,6
O056500,D170,8
O056501,D156,1
O056502,D094,10
O056503,D154,2
O056504,D022,1
O056505,D093,7
O056506,D078,5
O056507,D058,6
O056508,D142,5
O056509,D003,5
O056510,D001,8
O056511,D120,3
O056512,D063,6
O056513,D173,4
O056514,D064,1
O056515,D067,6
O056516,D068,2
O056517,D081,1
O056518,D062,5
O056519,D011,10
O056520,D018,6
O056521,D186,8
O056522,D071,3
O056523,D058,1
O056524,D159,7
O056525,D155,9
O056526,D042,4
O056527,D163,4
O056528,D027,6
O056529,D181,5
O056530,D011,5
O056531,D144,9
O056532,D161,5
O056533,D012,4
O056534,D139,8
O056535,D063,3
O056536,D147,3
O056537,D018,4
O056538,D127,2
O056539,D012,5
O056540,D162,4
O056541,D066,9
O056542,D082,1
O056543,D011,8
O056544,D179,3
O056545,D179,7
O056546,D173,5
O056547,D116,2
O056548,D050,8
O056549,D166,10
O056550,D038,7
O056551,D018,10
O056552,D137,8
O056553,D133,9
O056554,D129,3
O056555,D118,10
O056556,D083,9
O056557,D033,7
O056558,D041,7
O056559,D127,7
O056560,D160,4
O056561,D162,6
O056562,D114,3
O056563,D109,9
O056564,D097,8
O056565,D199,10
O056566,D146,9
O056567,D053,10
O056568,D154,9
O056569,D045,5
O056570,D045,9
O056571,D083,6
O056572,D157,2
O056573,D095,6
O056574,D057,10
O056575,D088,1
O056576,D071,1
O056577,D182,4
O056578,D152,1
O056579,D009,10
O056580,D183,4
O056581,D136,7
O056582,D145,6
O056583,D021,5
O056584,D082,4
O056585,D006,2
O056586,D040,10
O056587,D194,3
O056588,D145,10
O056589,D126,9
O056590,D156,3
O056591,D070,4
O056592,D184,3
O056593,D178,7
O056594,D194,9
O056595,D170,4
O056596,D118,5
O056597,D040,1
O056598,D199,9
O056599,D177,3
O056600,D197,6
O056601,D159,2
O056602,D136,3
O056603,D086,5
O056604,D056,3
O056605,D189,5
O056606,D141,10
O056607,D021,2
O056608,D047,4
O056609,D062,8
O056610,D078,2
O056611,D103,10
O056612,D166,5
O056613,D070,7
O056614,D132,5
O056615,D142,8
O056616,D046,9
O056617,D182,10
O056618,D075,8
O056619,D071,6
O056620,D185,9
O056621,D055,3
O056622,D198,9
O056623,D069,10
O056624,D199,1
O056625,D008,9
O056626,D081,2
O056627,D100,2
O056628,D003,4
O056629,D012,5
O056630,D186,7
O056631,D051,10
O056632,D132,10
O056633,D040,4
O056634,D020,1
O056635,D100,10
O056636,D047,1
O056637,D044,5
O056638,D061,9
O056639,D151,4
O056640,D188,6
O056641,D114,5
O056642,D067,7
O056643,D151,10
O056644,D083,2
O056645,D100,8
O056646,D151,9
O056647,D109,4
O056648,D104,9
O056649,D097,2
O056650,D196,2
O056651,D136,9
O056652,D055,3
O056653,D088,2
O056654,D095,4
O056655,D072,1
O056656,D117,4
O056657,D155,7
O056658,D126,5
O056659,D068,8
O056660,D027,5
O056661,D094,9
O056662,D066,8
O056663,D075,4
O056664,D180,8
O056665,D042,1
O056666,D053,9
O056667,D127,7
O056668,D085,1
O056669,D197,3
O056670,D112,6
O056671,D018,7
O056672,D002,10
O056673,D186,7
O056674,D151,3
O056675,D067,9
O056676,D135,9
O056677,D085,3
O056678,D023,8
O056679,D072,4
O056680,D092,9
O056681,D191,4
O056682,D069,5
O056683,D087,8
O056684,D042,8
O056685,D075,7
O056686,D059,8
O056687,D173,9
O056688,D031,8
O056689,D066,1
O056690,D024,7
O056691,D183,4
O056692,D185,1
O056693,D078,4
O056694,D136,2
O056695,D108,4
O056696,D106,8
O056697,D106,1
O056698,D094,2
O056699,D009,1
O056700,D143,4
O056701,D173,3
O056702,D158,3
O056703,D066,1
O056704,D143,4
O056705,D116,6
O056706,D197,3
O056707,D194,6
O056708,D192,1
O056709,D029,9
O056710,D182,6
O056711,D139,9
O056712,D072,2
O056713,D141,3
O056714,D115,1
O056715,D076,7
O056716,D030,9
O056717,D013,3
O056718,D068,4
O056719,D019,10
O056720,D129,1
O056721,D136,10
O056722,D050,1
O056723,D073,5
O056724,D020,8
O056725,D192,8
O056726,D199,10
O056727,D189,10
O056728,D051,4
O056729,D044,10
O056730,D181,1
O056731,D152,6
O056732,D179,5
O056733,D158,7
O056734,D183,6
O056735,D152,3
O056736,D091,5
O056737,D059,3
O056738,D173,7
O056739,D198,2
O056740,D115,6
O056741,D105,4
O056742,D182,9
O056743,D155,10
O056744,D187,8
O056745,D151,5
O056746,D118,3
O056747,D042,1
O056748,D089,10
O056749,D085,1
O056750,D017,3
O056751,D025,6
O056752,D031,8
O056753,D162,2
O056754,D155,4
O056755,D144,7
O056756,D067,10
O056757,D059,7
O056758,D184,9
O056759,D017,1
O056760,D149,10
O056761,D004,9
O056762,D021,6
O056763,D180,9
O056764,D115,8
O056765,D002,4
O056766,D066,2
O056767,D070,9
O056768,D022,1
O056769,D173,8
O056770,D162,6
O056771,D017,8
O056772,D196,1
O056773,D046,8
O056774,D015,2
O056775,D041,4
O056776,D191,7
O056777,D155,6
O056778,D002,5
O056779,D158,6
O056780,D155,10
O056781,D191,9
O056782,D050,1
O056783,D195,6
O056784,D035,2
O056785,D014,9
O056786,D144,7
O056787,D003,10
O056788,D040,5
O056789,D106,10
O056790,D091,6
O056791,D003,6
O056792,D085,7
O056793,D137,8
O056794,D072,8
O056795,D148,6
O056796,D189,1
O056797,D016,3
O056798,D076,3
O056799,D185,1
O056800,D031,2
O056801,D027,4
O056802,D018,9
O056803,D109,7
O056804,D109,7
O056805,D011,5
O056806,D007,5
O056807,D011,1
O056808,D063,8
O056809,D072,9
O056810,D113,3
O056811,D061,9
O056812,D105,1
O056813,D034,2
O056814,D027,5
O056815,D186,7
O056816,D037,4
O056817,D019,7
O056818,D006,5
O056819,D104,9
O056820,D147,3
O056821,D181,7
O056822,D015,9
O056823,D134,1
O056824,D002,1
O056825,D008,6
O056826,D132,5
O056827,D109,10
O056828,D097,7
O056829,D040,1
O056830,D084,10
O056831,D184,6
O056832,D145,5
O056833,D113,4
O056834,D112,3
O056835,D088,2
O056836,D085,8
O056837,D141,5
O056838,D065,6
O056839,D143,9
O056840,D078,8
O056841,D007,4
O056842,D063,5
O056843,D185,4
O056844,D114,10
O056845,D139,1
O056846,D180,5
O056847,D114,10
O056848,D062,9
O056849,D057,2
O056850,D045,2
O056851,D071,3
O056852,D070,8
O056853,D020,1
O056854,D025,4
O056855,D126,5
O056856,D155,8
O056857,D113,3
O056858,D020,1
O056859,D195,10
O056860,D163,9
O056861,D110,4
O056862,D112,4
O056863,D111,7
O056864,D089,6
O056865,D064,3
O056866,D103,4
O056867,D101,1
O056868,D061,10
O056869,D178,8
O056870,D090,4
O056871,D155,9
O056872,D183,8
O056873,D196,6
O056874,D158,5
O056875,D099,6
O056876,D146,9
O056877,D106,3
O056878,D059,5
O056879,D020,1
O056880,D152,6
O056881,D059,4
O056882,D083,2
O056883,D116,2
O056884,D185,9
O056885,D066,9
O056886,D140,2
O056887,D170,7
O056888,D012,8
O056889,D103,6
O056890,D106,2
O056891,D021,1
O056892,D146,7
O056893,D113,6
O056894,D133,1
O056895,D174,3
O056896,D053,9
O056897,D170,1
O056898,D031,4
O056899,D051,10
O056900,D039,1
O056901,D158,8
O056902,D113,10
O056903,D186,1
O056904,D138,8
O056905,D078,1
O056906,D151,10
O056907,D147,4
O056908,D031,8
O056909,D120,6
O056910,D047,4
O056911,D134,6
O056912,D166,1
O056913,D143,2
O056914,D032,2
O056915,D135,2
O056916,D164,4
O056917,D010,9
O056918,D173,3
O056919,D110,9
O056920,D170,2
O056921,D186,8
O056922,D095,8
O056923,D118,3
O056924,D116,4
O056925,D139,2
O056926,D191,4
O056927,D132,4
O056928,D025,10
O056929,D010,3
O056930,D199,3
O056931,D059,3
O056932,D091,6
O056933,D023,5
O056934,D047,6
O056935,D103,9
O056936,D023,4
O056937,D021,10
O056938,D054,10
O056939,D166,9
O056940,D078,7
O056941,D187,7
O056942,D136,4
O056943,D094,1
O056944,D172,2
O056945,D155,9
O056946,D175,6
O056947,D061,2
O056948,D090,8
O056949,D090,2
O056950,D116,5
O056951,D021,7
O056952,D144,10
O056953,D103,7
O056954,D139,8
O056955,D134,8
O056956,D167,4
O056957,D102,8
O056958,D168,2
O056959,D036,8
O056960,D106,5
O056961,D148,4
O056962,D061,7
O056963,D172,5
O056964,D023,1
O056965,D075,6
O056966,D077,6
O056967,D112,5
O056968,D118,7
O056969,D103,9
O056970,D054,8
O056971,D112,8
O056972,D050,10
O056973,D064,6
O056974,D154,7
O056975,D168,9
O056976,D093,3
O056977,D001,8
O056978,D065,4
O056979,D033,7
O056980,D151,8
O056981,D110,9
O056982,D137,8
O056983,D132,1
O056984,D030,6
O056985,D103,9
O056986,D019,7
O056987,D156,2
O056988,D066,6
O056989,D109,10
O056990,D155,10
O056991,D157,7
O056992,D139,8
O056993,D170,6
O056994,D067,10
O056995,D074,5
O056996,D110,5
O056997,D198,8
O056998,D087,8
O056999,D140,4
O057000,D032,7
O057001,D115,5
O057002,D009,3
O057003,D131,8
O057004,D155,5
O057005,D011,10
O057006,D120,7
O057007,D011,2
O057008,D109,4
O057009,D102,6
O057010,D039,4
O057011,D146,4
O057012,D044,9
O057013,D175,3
O057014,D189,4
O057015,D151,8
O057016,D054,3
O057017,D183,1
O057018,D120,8
O057019,D017,4
O057020,D170,3
O057021,D106,3
O057022,D067,7
O057023,D115,1
O057024,D001,7
O057025,D069,8
O057026,D071,10
O057027,D125,8
O057028,D018,2
O057029,D128,1
O057030,D131,4
O057031,D014,5
O057032,D099,9
O057033,D162,10
O057034,D022,9
O057035,D053,6
O057036,D003,10
O057037,D061,9
O057038,D145,9
O057039,D059,2
O057040,D183,5
O057041,D155,1
O057042,D070,1
O057043,D139,8
O057044,D198,8
O057045,D144,1
O057046,D069,3
O057047,D030,8
O057048,D023,5
O057049,D151,6
O057050,D021,7
O057051,D131,2
O057052,D064,9
O057053,D022,4
O057054,D195,2
O057055,D083,6
O057056,D058,1
O057057,D173,7
O057058,D184,4
O057059,D134,3
O057060,D045,5
O057061,D062,6
O057062,D094,4
O057063,D175,3
O057064,D173,9
O057065,D062,3
O057066,D180,3
O057067,D041,4
O057068,D014,5
O057069,D105,1
O057070,D190,4
O057071,D039,5
O057072,D061,2
O057073,D166,7
O057074,D144,8
O057075,D012,5
O057076,D093,3
O057077,D044,4
O057078,D032,5
O057079,D129,10
O057080,D194,4
O057081,D167,10
O057082,D042,3
O057083,D018,7
O057084,D151,7
O057085,D162,9
O057086,D116,9
O057087,D117,6
O057088,D086,4
O057089,D164,6
O057090,D014,4
O057091,D175,5
O057092,D009,10
O057093,D082,2
O057094,D158,3
O057095,D195,4
O057096,D071,4
O057097,D091,9
O057098,D118,5
O057099,D181,4
O057100,D019,7
O057101,D196,1
O057102,D097,9
O057103,D004,7
O057104,D069,2
O057105,D061,3
O057106,D073,2
O057107,D138,8
O057108,D088,3
O057109,D013,5
O057110,D074,3
O057111,D084,4
O057112,D027,8
O057113,D038,1
O057114,D058,5
O057115,D018,3
O057116,D058,7
O057117,D191,10
O057118,D189,4
O057119,D196,9
O057120,D071,7
O057121,D072,8
O057122,D172,2
O057123,D132,2
O057124,D070,9
O057125,D156,9
O057126,D146,6
O057127,D154,3
O057128,D140,9
O057129,D118,5
O057130,D197,1
O057131,D130,3
O057132,D175,9
O057133,D008,3
O057134,D053,9
O057135,D155,2
O057136,D112,10
O057137,D077,9
O057138,D053,7
O057139,D086,9
O057140,D027,1
O057141,D141,5
O057142,D012,8
O057143,D187,1
O057144,D144,9
O057145,D030,9
O057146,D041,3
O057147,D071,2
O057148,D163,9
O057149,D055,9
O057150,D184,5
O057151,D157,10
O057152,D111,10
O057153,D190,5
O057154,D097,6
O057155,D136,8
O057156,D039,2
O057157,D127,6
O057158,D018,6
O057159,D021,4
O057160,D127,10
O057161,D080,6
O057162,D133,4
O057163,D157,5
O057164,D046,10
O057165,D088,4
O057166,D195,5
O057167,D118,2
O057168,D145,4
O057169,D057,1
O057170,D192,3
O057171,D112,1
O057172,D149,8
O057173,D117,9
O057174,D075,3
O057175,D027,7
O057176,D135,4
O057177,D076,6
O057178,D057,3
O057179,D136,1
O057180,D013,6
O057181,D149,2
O057182,D128,7
O057183,D127,9
O057184,D179,6
O057185,D016,2
O057186,D164,4
O057187,D102,1
O057188,D151,1
O057189,D189,1
O057190,D163,1
O057191,D103,8
O057192,D112,6
O057193,D021,8
O057194,D025,9
O057195,D070,2
O057196,D087,7
O057197,D044,8
O057198,D172,5
O057199,D135,10
O057200,D108,7
O057201,D186,4
O057202,D066,9
O057203,D089,7
O057204,D103,8
O057205,D064,5
O057206,D134,1
O057207,D045,6
O057208,D073,4
O057209,D040,9
O057210,D098,1
O057211,D021,7
O057212,D078,5
O057213,D147,5
O057214,D168,8
O057215,D010,6
O057216,D134,10
O057217,D074,2
O057218,D169,9
O057219,D093,8
O057220,D072,2
O057221,D039,2
O057222,D149,8
O057223,D037,2
O057224,D030,9
O057225,D051,2
O057226,D103,6
O057227,D136,10
O057228,D137,7
O057229,D054,2
O057230,D160,1
O057231,D002,5
O057232,D182,6
O057233,D181,9
O057234,D140,1
O057235,D039,3
O057236,D133,3
O057237,D100,7
O057238,D128,4
O057239,D094,10
O057240,D089,5
O057241,D058,7
O057242,D130,6
O057243,D112,8
O057244,D069,10
O057245,D086,10
O057246,D136,6
O057247,D137,7
O057248,D149,10
O057249,D136,7
O057250,D024,4
O057251,D094,8
O057252,D031,1
O057253,D085,6
O057254,D183,3
O057255,D114,2
O057256,D186,6
O057257,D138,9
O057258,D196,9
O057259,D138,1
O057260,D142,2
O057261,D073,6
O057262,D186,6
O057263,D143,6
O057264,D169,9
O057265,D134,6
O057266,D081,5
O057267,D102,7
O057268,D090,9
O057269,D175,10
O057270,D132,7
O057271,D098,1
O057272,D187,2
O057273,D018,7
O057274,D044,6
O057275,D142,10
O057276,D149,1
O057277,D072,5
O057278,D117,9
O057279,D154,5
O057280,D157,5
O057281,D087,3
O057282,D139,9
O057283,D106,10
O057284,D199,4
O057285,D019,6
O057286,D091,3
O057287,D044,3
O057288,D056,4
O057289,D193,10
O057290,D162,5
O057291,D169,4
O057292,D196,10
O057293,D171,10
O057294,D153,5
O057295,D080,7
O057296,D182,6
O057297,D173,7
O057298,D014,5
O057299,D177,7
O057300,D045,1
O057301,D199,10
O057302,D111,1
O057303,D056,5
O057304,D091,6
O057305,D147,10
O057306,D095,6
O057307,D001,10
O057308,D100,3
O057309,D054,9
O057310,D016,9
O057311,D129,3
O057312,D167,10
O057313,D103,6
O057314,D114,6
O057315,D172,2
O057316,D114,10
O057317,D108,9
O057318,D029,9
O057319,D126,1
O057320,D017,1
O057321,D010,3
O057322,D170,1
O057323,D062,10
O057324,D029,5
O057325,D162,8
O057326,D174,8
O057327,D084,2
O057328,D071,1
O057329,D113,2
O057330,D047,7
O057331,D057,10
O057332,D015,1
O057333,D019,10
O057334,D151,6
O057335,D152,7
O057336,D142,4
O057337,D146,4
O057338,D184,5
O057339,D017,5
O057340,D037,8
O057341,D181,4
O057342,D195,1
O057343,D186,3
O057344,D195,1
O057345,D059,6
O057346,D045,6
O057347,D055,9
O057348,D173,7
O057349,D004,10
O057350,D029,3
O057351,D145,10
O057352,D054,1
O057353,D033,1
O057354,D046,6
O057355,D148,7
O057356,D151,10
O057357,D108,8
O057358,D188,8
O057359,D090,1
O057360,D017,4
O057361,D007,8
O057362,D067,5
O057363,D117,2
O057364,D020,7
O057365,D082,2
O057366,D040,3
O057367,D081,9
O057368,D104,2
O057369,D014,8
O057370,D186,6
O057371,D095,9
O057372,D148,5
O057373,D183,3
O057374,D107,3
O057375,D025,6
O057376,D115,9
O057377,D094,1
O057378,D172,1
O057379,D102,7
O057380,D120,5
O057381,D017,6
O057382,D019,7
O057383,D087,3
O057384,D071,10
O057385,D067,10
O057386,D170,8
O057387,D160,7
O057388,D054,4
O057389,D019,4
O057390,D156,4
O057391,D175,1
O057392,D193,2
O057393,D184,4
O057394,D192,5
O057395,D061,4
O057396,D071,8
O057397,D081,8
O057398,D134,3
O057399,D089,7
O057400,D042,2
O057401,D045,6
O057402,D197,3
O057403,D059,5
O057404,D106,6
O057405,D112,2
O057406,D158,8
O057407,D190,1
O057408,D003,5
O057409,D097,10
O057410,D194,8
O057411,D070,6
O057412,D147,8
O057413,D095,5
O057414,D100,9
O057415,D083,7
O057416,D097,9
O057417,D189,4
O057418,D116,4
O057419,D087,10
O057420,D029,8
O057421,D139,7
O057422,D015,7
O057423,D132,8
O057424,D114,3
O057425,D153,3
O057426,D163,7
O057427,D019,6
O057428,D030,6
O057429,D059,3
O057430,D097,7
O057431,D139,6
O057432,D146,7
O057433,D115,5
O057434,D059,10
O057435,D136,10
O057436,D082,2
O057437,D104,1
O057438,D067,2
O057439,D023,10
O057440,D157,10
O057441,D092,6
O057442,D118,2
O057443,D058,4
O057444,D135,2
O057445,D154,7
O057446,D182,7
O057447,D020,10
O057448,D088,8
O057449,D173,9
O057450,D010,4
O057451,D003,6
O057452,D099,4
O057453,D189,2
O057454,D045,5
O057455,D168,6
O057456,D078,1
O057457,D180,3
O057458,D081,3
O057459,D185,10
O057460,D077,8
O057461,D090,9
O057462,D025,1
O057463,D064,10
O057464,D198,8
O057465,D141,6
O057466,D139,5
O057467,D161,1
O057468,D195,3
O057469,D106,2
O057470,D087,10
O057471,D015,4
O057472,D141,2
O057473,D055,9
O057474,D181,10
O057475,D168,10
O057476,D015,4
O057477,D113,2
O057478,D178,6
O057479,D179,1
O057480,D094,5
O057481,D011,7
O057482,D030,5
O057483,D015,8
O057484,D105,10
O057485,D111,5
O057486,D102,2
O057487,D183,2
O057488,D107,7
O057489,D182,8
O057490,D082,5
O057491,D097,4
O057492,D134,5
O057493,D120,4
O057494,D186,4
O057495,D114,7
O057496,D083,5
O057497,D139,6
O057498,D162,1
O057499,D007,7
O057500,D001,2
O057501,D032,8
O057502,D158,10
O057503,D051,6
O057504,D042,10
O057505,D055,3
O057506,D170,9
O057507,D147,10
O057508,D016,5
O057509,D065,3
O057510,D021,7
O057511,D020,5
O057512,D167,8
O057513,D118,4
O057514,D018,5
O057515,D108,10
O057516,D173,9
O057517,D109,4
O057518,D132,10
O057519,D008,7
O057520,D023,5
O057521,D100,3
O057522,D032,9
O057523,D111,5
O057524,D132,3
O057525,D064,3
O057526,D118,1
O057527,D191,3
O057528,D100,10
O057529,D061,8
O057530,D167,5
O057531,D023,8
O057532,D166,10
O057533,D097,9
O057534,D036,7
O057535,D072,5
O057536,D024,8
O057537,D071,2
O057538,D153,9
O057539,D019,5
O057540,D098,5
O057541,D131,3
O057542,D197,6
O057543,D020,10
O057544,D044,1
O057545,D136,8
O057546,D151,8
O057547,D082,7
O057548,D164,6
O057549,D175,9
O057550,D118,9
O057551,D177,4
O057552,D045,2
O057553,D003,10
O057554,D170,3
O057555,D114,3
O057556,D089,10
O057557,D034,7
O057558,D061,9
O057559,D153,1
O057560,D148,6
O057561,D183,8
O057562,D062,10
O057563,D072,8
O057564,D031,8
O057565,D143,1
O057566,D063,4
O057567,D120,2
O057568,D001,4
O057569,D120,10
O057570,D081,7
O057571,D095,10
O057572,D046,3
O057573,D094,10
O057574,D072,2
O057575,D068,5
O057576,D070,1
O057577,D037,9
O057578,D068,1
O057579,D126,2
O057580,D082,1
O057581,D163,1
O057582,D038,4
O057583,D131,6
O057584,D001,4
O057585,D093,9
O057586,D126,8
O057587,D188,9
O057588,D034,7
O057589,D012,5
O057590,D166,8
O057591,D034,2
O057592,D016,3
O057593,D011,8
O057594,D120,10
O057595,D091,9
O057596,D146,10
O057597,D112,6
O057598,D148,1
O057599,D028,5
O057600,D087,6
O057601,D173,8
O057602,D039,8
O057603,D168,5
O057604,D192,6
O057605,D064,3
O057606,D169,1
