DORDER_ID,TIME_DELIVERY,DATE_DELIVERY
O053050,11:12:12,2024-08-04
O053052,10:35:20,2021-10-28
O053053,18:18:16,2016-11-13
O053056,14:46:43,2014-06-29
O053061,18:03:27,2024-11-06
O053067,10:57:07,2024-12-07
O053068,15:20:59,2008-06-30
O053071,16:09:57,2018-04-03
O053074,12:10:37,2021-09-13
O053076,13:55:54,2021-02-19
O053077,18:44:42,2019-08-24
O053078,13:20:38,2006-07-18
O053079,07:43:42,2024-06-03
O053082,11:23:45,2024-09-17
O053084,08:07:34,2021-02-27
O053090,11:45:50,2011-08-21
O053091,11:43:33,2022-09-04
O053092,08:47:29,2020-05-25
O053103,08:21:21,2012-05-01
O053106,07:13:24,2023-05-31
O053108,16:14:40,2024-10-13
O053109,11:31:43,2019-01-24
O053110,16:12:42,2021-01-01
O053111,15:22:59,2024-01-17
O053112,18:42:51,2022-10-22
O053113,14:33:56,2017-02-28
O053117,06:38:36,2010-03-16
O053123,16:46:34,2021-10-19
O053125,06:36:04,2018-09-07
O053129,18:56:41,2020-02-05
O053130,13:38:35,2023-12-30
O053131,07:29:05,2019-12-30
O053133,12:58:35,2014-03-31
O053136,17:29:40,2023-02-08
O053140,10:35:13,2015-04-24
O053150,11:59:54,2013-02-16
O053154,08:20:15,2016-01-16
O053156,08:48:59,2022-07-11
O053159,18:33:43,2003-02-09
O053160,15:27:53,2010-07-12
O053162,10:54:17,2024-04-07
O053164,14:53:14,2003-07-26
O053165,10:25:49,2002-12-03
O053166,13:12:17,2018-01-21
O053167,12:39:20,2024-03-31
O053168,10:38:11,2016-05-28
O053169,17:48:59,2012-03-08
O053175,16:41:30,2022-10-10
O053176,11:18:33,2015-02-24
O053177,11:31:59,2017-03-15
O053181,12:53:06,2023-12-06
O053182,18:43:01,2014-02-19
O053184,15:16:11,2006-04-08
O053185,18:59:14,2024-03-06
O053187,12:04:21,2021-10-11
O053190,13:04:00,2012-12-30
O053192,10:12:48,2009-09-04
O053194,12:05:49,2016-10-23
O053197,10:17:29,2024-09-14
O053202,16:23:27,2022-10-25
O053205,17:58:49,2015-10-22
O053207,07:32:20,2012-07-20
O053213,09:25:25,2015-06-28
O053219,10:10:48,2021-12-12
O053220,06:30:56,2018-06-01
O053227,07:22:05,2022-10-21
O053231,14:27:15,2022-12-29
O053238,16:24:47,2013-06-27
O053239,16:13:54,2004-09-17
O053240,07:39:01,2014-08-15
O053243,13:16:18,2022-12-08
O053244,13:49:49,2017-10-30
O053245,12:15:41,2018-09-14
O053246,18:15:34,2023-05-31
O053250,07:41:07,2024-05-18
O053252,17:54:14,2018-05-19
O053257,07:13:48,2017-12-18
O053261,15:13:53,2023-11-14
O053267,15:15:53,2013-05-07
O053268,11:50:31,2021-07-19
O053269,13:04:26,2023-04-15
O053271,06:59:08,2022-09-22
O053272,15:14:22,2022-03-17
O053276,10:07:54,2024-01-26
O053277,16:55:04,2020-04-11
O053279,07:22:06,2023-06-19
O053281,09:51:48,2009-08-01
O053283,10:36:59,2009-12-02
O053284,14:49:30,2023-04-04
O053288,09:55:23,2023-04-01
O053290,07:03:09,2023-07-02
O053291,18:39:02,2010-03-25
O053298,10:38:43,2013-03-13
O053302,14:07:41,2018-05-31
O053304,15:31:44,2022-06-09
O053311,17:00:55,2022-11-20
O053312,10:24:03,2002-08-04
O053313,08:47:58,2009-10-26
O053315,15:49:54,2024-08-07
O053316,12:39:34,2015-01-10
O053318,10:57:34,2009-02-17
O053326,12:44:26,2017-07-28
O053327,10:07:14,2016-11-19
O053330,12:51:49,2024-10-24
O053340,09:28:19,2012-03-26
O053343,17:14:41,2010-06-18
O053348,06:55:07,2000-10-30
O053350,06:52:57,2010-07-07
O053359,15:55:23,2013-04-04
O053360,14:51:41,2022-07-27
O053366,07:57:50,2011-06-16
O053369,12:02:20,2005-11-04
O053370,14:06:35,2015-09-23
O053373,17:44:55,2020-09-01
O053374,07:14:52,2019-07-11
O053377,17:18:10,2023-11-13
O053380,16:30:53,2009-03-23
O053383,09:09:14,2018-05-20
O053384,16:31:56,2024-11-12
O053386,09:57:11,2017-11-12
O053391,11:08:38,2017-06-29
O053392,17:23:12,2000-01-21
O053395,06:40:03,2024-02-22
O053397,15:07:06,2014-03-31
O053399,17:32:17,2002-10-21
O053402,15:22:30,2014-07-20
O053407,13:43:38,2020-12-26
O053408,16:42:58,2016-02-04
O053411,08:54:40,2017-01-28
O053416,09:42:42,2015-06-16
O053417,12:31:32,2018-04-15
O053418,11:38:27,2024-07-01
O053420,13:24:51,2022-08-04
O053422,12:10:39,2021-05-02
O053423,16:27:48,2022-06-04
O053424,09:40:46,2001-03-06
O053435,14:21:13,2020-12-05
O053437,18:36:27,2013-05-30
O053442,07:57:21,2013-08-16
O053443,13:40:55,2023-03-11
O053444,11:02:42,2005-02-12
O053449,07:49:05,2021-06-02
O053451,13:04:32,2005-10-04
O053452,08:31:25,2010-04-17
O053455,16:05:13,2024-09-22
O053456,13:48:46,2024-09-28
O053458,12:26:33,2024-10-05
O053459,13:26:35,2020-07-22
O053460,14:37:53,2023-12-30
O053461,08:03:45,2021-05-28
O053467,10:26:03,2023-02-15
O053468,08:40:18,2008-03-18
O053470,16:35:27,2018-08-09
O053471,15:36:01,2024-10-23
O053475,13:26:12,2003-10-03
O053476,18:40:00,2024-11-07
O053481,11:13:17,2013-09-15
O053486,16:59:37,2023-06-28
O053489,08:41:49,2006-12-20
O053492,17:17:23,2004-05-12
O053493,09:09:59,2019-12-22
O053495,17:00:45,2024-08-25
O053499,14:23:16,2018-10-23
O053500,13:43:17,2003-03-17
O053501,15:45:05,2002-11-08
O053505,16:43:53,2019-01-01
O053509,15:26:18,2011-04-08
O053511,16:27:16,2022-07-22
O053512,07:02:45,2022-03-30
O053514,17:55:33,2022-06-21
O053524,18:02:23,2005-07-24
O053525,18:47:51,2024-12-01
O053526,07:42:15,2018-11-23
O053527,12:14:51,2024-06-26
O053530,08:35:00,2014-09-04
O053532,07:14:02,2012-06-20
O053540,13:51:09,2018-02-03
O053544,17:47:58,2022-05-17
O053545,11:47:03,2020-11-16
O053546,18:33:18,2021-07-18
O053547,06:47:57,2019-04-29
O053551,07:19:35,2007-08-05
O053555,18:59:18,2023-08-07
O053556,09:28:27,2022-07-09
O053564,16:25:18,2018-02-07
O053565,13:24:40,2024-06-21
O053571,17:41:34,2023-10-23
O053572,15:34:59,2023-02-18
O053573,08:06:00,2024-05-02
O053575,10:02:26,2007-07-31
O053577,12:03:24,2023-11-09
O053583,11:29:54,2003-07-05
O053584,15:33:24,2024-09-26
O053585,14:21:41,2023-12-01
O053588,09:49:54,2020-05-15
O053589,10:07:51,2022-04-15
O053590,10:25:59,2020-12-20
O053592,17:28:27,2021-05-17
O053593,10:02:35,2023-11-05
O053596,06:49:50,2024-07-28
O053603,11:00:22,2022-03-16
O053604,12:07:56,2024-10-30
O053610,12:35:01,2007-10-02
O053615,10:11:52,2008-10-09
O053616,11:40:01,2018-09-25
O053618,14:57:15,2012-04-14
O053620,08:29:43,2018-02-18
O053624,08:18:56,2017-10-08
O053628,10:53:52,2012-01-17
O053631,12:59:06,2017-04-05
O053636,07:32:40,2006-06-30
O053643,08:12:29,2017-12-06
O053645,14:47:36,2024-07-21
O053647,09:11:42,2019-05-29
O053650,12:24:07,2022-02-10
O053651,18:31:38,2024-10-27
O053662,18:01:20,2020-09-12
O053665,17:26:10,2019-10-21
O053667,18:50:53,2014-03-21
O053675,15:55:32,2014-04-11
O053677,18:16:16,2000-03-03
O053678,16:27:32,2023-08-23
O053682,07:13:24,2024-10-06
O053685,09:37:58,2016-08-23
O053686,13:53:42,2024-10-01
O053687,11:58:22,2019-02-05
O053688,15:56:01,2020-04-28
O053690,07:36:55,2024-11-16
O053691,17:05:48,2019-11-24
O053695,18:37:14,2019-11-26
O053697,15:28:47,2018-07-10
O053699,06:40:11,2024-06-06
O053701,18:38:18,2013-07-17
O053703,17:37:49,2024-10-19
O053705,17:03:58,2014-03-31
O053706,09:19:04,2007-01-21
O053707,13:25:19,2018-07-24
O053708,09:39:42,2011-12-14
O053709,07:18:09,2024-11-16
O053714,16:14:26,2016-08-24
O053715,07:43:33,2024-06-04
O053718,17:42:05,2004-01-25
O053719,13:55:47,2021-07-17
O053726,12:30:50,2011-11-07
O053731,17:33:59,2024-03-06
O053732,14:20:14,2012-01-13
O053733,13:05:33,2023-05-11
O053735,10:16:14,2015-08-14
O053736,16:10:05,2024-06-18
O053739,09:33:32,2024-07-31
O053746,10:57:23,2012-06-13
O053747,08:07:41,2018-09-12
O053750,09:59:19,2023-03-31
O053751,10:51:16,2024-04-05
O053752,14:49:25,2003-02-22
O053754,14:22:28,2016-10-21
O053757,12:39:09,2018-10-16
O053758,07:05:50,2019-12-01
O053762,14:12:09,2024-10-09
O053765,13:59:14,2024-05-16
O053767,08:59:14,2021-05-23
O053768,09:17:55,2014-01-10
O053770,13:50:50,2024-05-01
O053773,06:58:47,2017-01-06
O053774,09:05:28,2016-12-19
O053776,17:22:03,2024-11-11
O053777,16:56:16,2017-10-23
O053778,18:17:11,2018-02-17
O053780,10:50:00,2006-09-28
O053782,11:59:10,2024-03-26
O053785,10:04:06,2023-07-05
O053789,07:00:30,2022-12-16
O053792,14:57:53,2019-05-18
O053796,10:30:07,2009-06-20
O053804,11:00:46,2022-08-23
O053805,17:42:13,2024-07-24
O053808,07:27:20,2010-01-04
O053811,12:35:05,2012-07-07
O053819,12:40:59,2018-02-09
O053821,17:58:45,2023-07-27
O053826,12:37:16,2003-07-24
O053829,09:50:08,2020-01-19
O053830,15:40:48,2011-09-15
O053831,11:04:28,2024-07-12
O053834,06:58:02,2002-08-28
O053836,08:08:08,2024-03-12
O053840,10:12:30,2024-09-25
O053843,18:22:53,2017-12-24
O053849,18:36:41,2023-11-10
O053856,17:07:43,2017-01-25
O053859,08:19:09,2024-10-21
O053861,18:44:53,2014-06-20
O053866,08:58:40,2011-12-13
O053867,17:53:55,2023-05-20
O053873,17:42:00,2020-07-23
O053874,16:22:27,2021-11-05
O053879,13:55:02,2023-06-22
O053886,13:11:51,2016-01-31
O053889,16:58:27,2023-11-03
O053890,13:27:50,2021-06-21
O053893,07:30:48,2024-12-06
O053894,16:48:48,2020-06-21
O053896,09:55:56,2013-09-08
O053899,15:05:43,2020-07-29
O053900,11:03:31,2022-09-14
O053901,08:38:14,2023-05-27
O053904,11:33:36,2021-09-06
O053907,16:17:28,2022-09-07
O053911,17:24:28,2012-03-06
O053916,15:26:07,2009-06-21
O053917,12:01:37,2016-02-17
O053919,06:46:54,2009-12-26
O053922,17:54:32,2019-11-29
O053923,08:39:54,2023-11-15
O053924,08:16:28,2012-02-18
O053931,09:24:17,2011-04-10
O053932,07:26:24,2010-09-08
O053936,16:35:50,2015-01-08
O053939,10:33:46,2020-07-16
O053940,16:20:44,2005-03-06
O053942,13:30:28,2020-07-21
O053943,11:48:36,2024-02-02
O053945,17:35:55,2013-10-08
O053951,13:53:24,2009-07-07
O053955,15:34:02,2024-02-03
O053957,16:38:22,2024-08-22
O053958,17:37:19,2024-02-27
O053962,11:16:33,2023-05-30
O053964,17:30:44,2017-07-14
O053965,12:30:29,2022-04-25
O053966,08:16:52,2020-03-14
O053968,08:34:52,2008-12-28
O053969,13:28:38,2019-01-04
O053972,16:24:59,2020-05-18
O053973,15:20:14,2023-08-26
O053974,18:54:24,2024-05-07
O053975,06:45:54,2024-03-18
O053978,18:23:33,2023-01-11
O053979,18:46:57,2012-03-04
O053983,13:17:17,2021-12-22
O053985,07:57:01,2023-04-07
O053986,13:43:59,2024-06-30
O053991,08:32:04,2012-12-26
O053993,08:39:13,2023-02-25
O054007,17:21:28,2023-07-04
O054008,13:49:32,2024-09-30
O054013,12:52:13,2016-06-16
O054016,16:09:02,2022-10-06
O054020,13:59:02,2015-12-13
O054021,16:45:35,2024-12-08
O054025,10:12:52,2023-06-29
O054029,06:45:58,2010-09-22
O054035,11:18:29,2018-12-29
O054036,17:34:02,2014-07-17
O054038,15:58:13,2023-08-22
O054040,14:48:48,2014-09-29
O054041,15:21:03,2019-01-27
O054045,09:25:49,2020-05-19
O054046,13:32:25,2024-01-19
O054047,14:56:58,2024-10-15
O054050,15:06:16,2020-02-09
O054051,15:04:28,2014-02-14
O054056,18:08:20,2021-10-02
O054057,13:32:46,2007-08-16
O054064,15:45:49,2015-09-11
O054065,16:21:01,2012-09-17
O054069,09:09:39,2003-03-13
O054072,10:47:45,2015-06-03
O054075,08:34:47,2024-10-01
O054076,09:04:53,2023-11-21
O054084,16:27:45,2023-07-12
O054086,17:00:53,2024-04-23
O054089,06:47:15,1998-08-11
O054090,12:35:48,2018-09-21
O054094,13:56:07,2005-09-17
O054096,12:19:16,2022-10-25
O054098,13:40:21,2023-05-29
O054099,17:04:25,2024-02-04
O054101,16:35:48,2022-04-15
O054107,18:25:09,2020-05-25
O054117,07:36:16,2024-09-02
O054120,09:50:04,2008-04-15
O054122,15:40:10,2015-08-27
O054123,09:58:40,2013-06-27
O054124,09:17:33,2024-01-14
O054125,09:38:29,2014-09-23
O054130,13:32:11,2009-03-05
O054133,18:19:58,2021-03-18
O054134,17:18:48,2021-02-23
O054143,13:38:24,2024-06-21
O054144,12:26:04,2024-06-19
O054148,14:56:53,2022-06-15
O054154,07:03:55,2021-05-06
O054158,13:14:58,2011-06-16
O054168,08:44:07,2018-07-09
O054169,07:41:40,2006-12-23
O054170,18:14:42,2021-07-05
O054172,10:24:38,2023-04-14
O054175,16:01:40,2021-05-09
O054176,15:31:33,2014-02-18
O054180,17:57:45,2024-08-01
O054182,09:57:38,2018-09-03
O054187,17:10:12,2023-10-21
O054188,13:57:36,2023-09-01
O054189,18:51:33,2015-09-20
O054191,13:43:45,2002-09-25
O054194,12:36:00,2019-06-06
O054198,14:23:54,2015-03-18
O054199,06:35:54,2015-06-09
O054207,11:29:53,2007-03-25
O054210,18:43:14,2023-12-18
O054215,16:52:51,2013-02-21
O054219,13:03:33,2002-11-13
O054220,10:22:38,2020-03-19
O054223,14:58:07,2021-10-09
O054226,11:36:22,2023-12-08
O054230,16:19:54,2022-11-14
O054231,18:11:14,2019-11-29
O054237,07:38:59,2021-12-15
O054245,16:05:09,2013-09-28
O054246,13:47:13,2024-05-14
O054247,14:11:35,2022-11-08
O054259,13:52:19,2013-06-28
O054260,14:29:07,2016-09-05
O054264,14:29:34,2020-06-16
O054270,07:07:50,2020-02-09
O054273,14:19:22,2009-12-20
O054274,07:33:08,2024-11-12
O054275,18:24:28,2024-03-06
O054276,14:58:28,2020-07-27
O054280,10:41:18,2024-12-19
O054285,09:47:31,2004-11-12
O054286,17:07:07,2020-10-20
O054287,13:41:59,2020-10-28
O054291,15:08:48,2016-12-14
O054302,14:05:04,2021-06-05
O054305,09:38:53,2009-07-22
O054309,10:30:36,2019-10-08
O054310,17:52:06,2011-03-16
O054315,16:54:49,2021-11-08
O054316,08:54:41,2007-01-28
O054318,09:39:31,2003-04-03
O054320,08:34:50,2017-02-08
O054328,09:03:38,2024-03-20
O054331,06:49:54,2018-01-16
O054335,16:51:29,2020-07-01
O054343,16:00:16,2023-09-05
O054344,06:48:40,2016-01-11
O054348,10:47:02,2013-03-08
O054349,13:56:42,2011-08-08
O054352,16:56:16,2015-02-06
O054356,11:20:00,2022-02-21
O054359,08:45:58,2024-11-06
O054360,06:56:42,2014-01-28
O054361,09:16:29,2019-11-20
O054365,18:51:42,2013-09-06
O054366,17:28:49,2022-03-19
O054368,10:04:16,2024-07-11
O054369,12:01:51,2017-08-31
O054374,14:13:14,2012-09-08
O054381,14:42:06,2023-09-21
O054383,16:31:07,2020-03-04
O054386,12:38:21,2014-07-17
O054388,07:16:25,2010-08-12
O054389,18:56:52,2017-01-29
O054398,11:46:56,2012-02-23
O054400,18:08:18,2022-07-19
O054403,16:52:22,2017-06-13
O054406,13:32:35,2000-06-29
O054408,07:05:19,2014-08-16
O054409,07:44:46,2024-09-01
O054410,07:04:14,2021-03-10
O054414,16:56:23,2013-08-13
O054416,16:54:28,2005-04-13
O054421,12:22:21,2021-12-15
O054424,15:35:53,2006-02-14
O054428,17:17:39,2003-11-10
O054429,16:23:43,2016-03-27
O054433,17:22:09,2021-12-30
O054434,11:19:38,2024-07-01
O054435,14:11:05,2024-06-03
O054436,11:31:43,2016-12-04
O054438,10:32:03,2024-04-30
O054439,12:04:27,2020-07-25
O054440,06:32:01,2003-04-20
O054441,07:02:40,2023-09-07
O054442,06:53:25,2021-02-08
O054443,16:16:59,2023-02-07
O054457,13:29:57,2023-12-16
O054458,08:20:44,2023-07-23
O054467,07:22:50,2022-10-21
O054472,08:02:24,2024-11-20
O054481,14:04:07,2007-05-06
O054483,09:44:13,2020-04-03
O054484,13:27:21,2013-04-06
O054486,17:20:51,2008-02-21
O054488,17:48:44,2017-11-15
O054495,10:29:58,2024-10-01
O054498,18:46:14,2019-12-18
O054501,12:00:10,2022-04-12
O054508,10:42:16,2021-11-21
O054509,16:33:56,2021-09-25
O054516,10:47:52,2023-08-08
O054517,13:08:41,2022-10-22
O054518,06:53:21,2019-07-09
O054522,16:00:56,2022-12-02
O054528,07:02:24,2019-08-03
O054529,16:24:10,2016-07-09
O054531,08:56:52,2022-05-22
O054533,15:33:52,2022-05-29
O054537,10:28:35,2022-05-10
O054538,09:33:39,2018-10-25
O054539,07:10:34,2007-08-11
O054540,12:45:02,2022-12-09
O054548,07:56:52,2023-04-09
O054549,07:21:11,2022-06-24
O054552,12:18:00,2013-09-15
O054553,16:14:11,2024-09-17
O054559,09:31:16,2001-10-31
O054562,16:52:53,2017-10-24
O054563,12:51:01,2014-10-15
O054568,18:40:58,2013-04-04
O054571,17:54:22,2022-08-14
O054574,10:35:28,2023-07-27
O054575,17:02:57,2011-05-18
O054578,15:32:40,2008-05-12
O054579,17:24:02,2024-09-03
O054589,13:13:34,2024-08-02
O054597,07:43:21,2016-07-14
O054598,07:27:13,2023-12-25
O054604,12:21:17,2024-07-20
O054607,13:16:12,2014-12-25
O054611,17:22:10,2022-12-02
O054614,09:12:21,2024-03-11
O054615,10:47:06,2018-01-28
O054617,16:12:12,2019-01-25
O054618,14:09:06,2006-05-26
O054621,11:06:14,2014-07-02
O054622,15:38:25,2020-04-08
O054623,15:32:23,2022-03-31
O054626,17:27:28,2002-09-30
O054627,11:58:43,2019-09-08
O054629,18:56:05,2002-05-14
O054631,16:51:15,2023-07-22
O054633,11:17:54,2014-09-14
O054640,17:27:04,2020-08-15
O054647,12:45:23,2024-01-23
O054649,09:59:37,2000-06-09
O054650,10:21:07,2020-06-09
O054651,10:46:47,2023-11-22
O054652,16:55:58,2024-01-08
O054657,16:07:24,2017-06-30
O054658,12:04:35,2016-09-23
O054663,15:00:13,2019-08-15
O054664,06:54:07,2018-06-01
O054665,11:08:59,2017-06-16
O054676,14:11:27,2023-12-20
O054678,07:50:05,2014-01-12
O054679,15:38:18,2014-02-02
O054682,13:59:33,2018-04-30
O054686,14:30:44,2021-04-16
O054688,13:11:41,2015-08-31
O054699,12:19:38,2020-05-19
O054700,09:18:57,2007-10-16
O054704,06:59:38,2023-01-18
O054705,08:22:10,2013-12-17
O054707,18:13:42,2017-12-27
O054711,14:05:52,2024-04-29
O054712,06:36:52,2011-09-19
O054713,14:07:06,2023-04-06
O054716,15:25:56,2023-10-26
O054721,15:21:00,2020-05-09
O054723,13:07:20,2024-11-22
O054725,13:50:56,2020-09-18
O054727,13:47:21,2001-12-26
O054728,07:39:06,2012-12-12
O054730,18:32:18,2022-02-01
O054733,12:22:00,2010-08-21
O054736,12:41:01,2015-11-20
O054743,18:03:19,2004-02-16
O054745,10:43:16,2024-03-10
O054750,12:35:17,2013-03-28
O054755,14:22:18,2024-09-23
O054757,16:04:10,2023-12-23
O054761,13:49:22,2006-11-04
O054762,09:38:07,2009-11-29
O054764,14:38:56,2024-10-15
O054766,14:00:50,2021-11-24
O054768,09:51:25,2014-08-10
O054774,16:36:25,2022-04-12
O054777,18:52:39,2013-03-05
O054790,12:26:13,2023-07-29
O054792,09:21:17,2020-09-17
O054796,16:19:00,2014-02-17
O054797,10:22:40,2023-09-02
O054800,17:15:02,2007-05-02
O054801,17:03:30,2010-11-20
O054802,08:08:39,2020-08-31
O054804,07:50:30,2021-08-29
O054805,15:28:57,2018-03-25
O054808,17:02:38,2024-10-13
O054813,12:32:53,2022-04-29
O054814,16:35:39,2023-08-18
O054819,07:48:52,2022-06-25
O054822,08:27:28,2016-02-13
O054827,12:47:52,2012-12-27
O054829,10:26:42,2024-11-05
O054830,07:14:22,2024-06-04
O054831,07:30:43,2020-04-25
O054840,14:07:57,2007-07-03
O054843,18:34:51,2024-06-16
O054844,08:10:16,2021-12-26
O054845,16:45:58,2024-12-12
O054848,18:16:20,2010-10-14
O054850,06:51:27,2016-07-04
O054862,11:59:05,2010-06-14
O054865,13:54:19,2021-01-24
O054866,15:39:41,2014-11-16
O054868,13:07:26,2024-08-01
O054877,14:43:22,2019-03-19
O054878,16:00:01,2020-03-25
O054882,11:47:13,2024-12-15
O054888,13:22:50,2009-08-01
O054890,14:28:41,2019-07-05
O054891,13:48:58,2021-10-08
O054897,16:34:19,2018-05-29
O054900,07:25:24,2023-01-05
O054901,17:41:02,2020-01-25
O054906,13:47:29,2018-01-31
O054907,06:53:09,2024-09-22
O054910,12:54:32,2019-06-22
O054913,10:25:23,2016-07-20
O054917,13:55:51,2002-03-05
O054918,17:42:01,2022-05-03
O054921,16:20:48,2018-11-21
O054928,15:49:07,2017-12-26
O054929,18:38:01,2020-05-18
O054930,15:54:32,2022-08-12
O054941,18:20:55,2003-10-22
O054942,17:00:09,2020-05-12
O054943,15:30:32,2017-10-22
O054944,13:56:38,2009-07-20
O054945,13:24:05,2004-03-25
O054950,07:35:05,2016-01-31
O054952,15:23:17,2023-10-19
O054954,11:21:23,2006-11-17
O054957,16:18:53,2022-02-23
O054961,16:13:14,2008-04-02
O054963,14:41:56,2007-11-03
O054964,15:58:58,2014-12-22
O054966,13:41:25,2024-10-17
O054968,09:39:50,2017-11-16
O054970,15:05:11,2016-06-02
O054973,18:09:02,2017-10-11
O054979,17:17:18,2021-05-24
O054981,13:24:21,2024-06-28
O054983,10:30:12,2018-04-06
O054985,11:40:39,2015-06-06
O054990,18:06:26,2007-02-25
O054994,17:00:41,2023-05-26
O054995,08:25:47,2016-10-16
O054996,17:43:37,2019-01-29
O054997,11:07:14,2021-04-12
O054999,10:50:20,2004-04-24
O055002,12:33:13,2023-10-14
O055004,16:56:40,2024-09-07
O055005,13:07:59,2009-01-04
O055008,15:21:23,2024-03-02
O055009,15:51:04,2019-12-01
O055011,15:45:43,2023-08-17
O055016,14:40:46,2022-06-03
O055018,09:31:47,2022-05-30
O055020,11:19:13,2008-04-28
O055022,14:13:18,2005-01-28
O055023,07:30:41,2024-04-04
O055024,09:49:16,2023-07-13
O055025,18:49:55,2024-10-17
O055028,06:54:50,2014-11-12
O055029,17:36:50,2024-08-14
O055030,16:57:43,2009-07-03
O055031,17:34:25,2015-02-18
O055033,11:09:06,2017-07-06
O055039,07:47:34,2024-06-03
O055045,10:26:14,2018-10-02
O055048,09:32:28,2024-09-29
O055050,07:34:30,2007-07-27
O055052,13:18:02,2024-12-09
O055054,14:28:56,2024-09-16
O055057,09:07:30,2018-03-05
O055059,12:32:01,2022-04-21
O055063,10:36:31,2024-09-25
O055066,09:10:27,2023-03-05
O055067,17:27:53,2023-10-03
O055069,12:58:06,2021-02-26
O055070,11:29:24,2020-09-09
O055071,13:17:59,2024-11-03
O055072,13:19:51,2012-11-16
O055077,18:55:03,2014-10-18
O055078,08:28:41,2023-12-03
O055082,11:37:42,2024-07-27
O055085,08:38:49,2021-05-13
O055090,17:40:36,2001-07-06
O055093,18:14:09,2022-10-02
O055097,17:52:05,2006-01-30
O055103,16:09:05,2017-02-22
O055107,08:09:38,2023-01-28
O055110,12:25:36,2014-12-17
O055113,18:29:54,2023-04-29
O055115,17:49:12,2015-11-06
O055126,12:29:45,2013-08-10
O055127,17:39:36,2019-06-04
O055131,13:38:46,2023-06-23
O055132,06:34:04,2022-12-12
O055133,12:23:33,2010-12-13
O055135,17:46:58,2021-06-07
O055141,17:16:46,2023-04-25
O055143,10:07:56,2024-01-02
O055148,09:42:46,2012-03-28
O055149,09:20:53,2010-02-15
O055150,09:11:54,2024-11-10
O055152,09:34:54,2012-11-02
O055154,06:53:16,2022-02-05
O055159,16:36:43,2024-11-18
O055163,07:50:55,2005-01-12
O055168,12:08:44,2022-10-27
O055173,06:37:36,2022-01-30
O055175,11:09:45,2022-04-09
O055176,09:51:26,2024-07-12
O055180,15:40:50,2023-03-15
O055187,10:42:44,2013-04-10
O055188,07:53:16,2019-03-16
O055190,12:12:41,2017-02-23
O055191,09:46:49,2024-07-27
O055201,10:38:09,2010-01-21
O055211,15:29:23,2021-12-07
O055216,08:03:44,2018-10-18
O055219,17:43:04,2024-08-05
O055224,18:50:59,2022-04-08
O055226,12:48:00,2022-11-21
O055232,11:23:23,2011-08-07
O055235,06:59:08,2019-06-24
O055240,18:48:45,2008-03-29
O055242,06:31:08,2023-12-03
O055243,07:57:47,2020-03-26
O055246,13:26:11,2017-03-18
O055247,14:12:54,2023-01-11
O055253,16:52:44,2009-05-03
O055258,10:40:19,2023-11-16
O055259,16:10:10,2018-10-15
O055261,06:52:13,2019-05-24
O055265,15:49:21,2021-10-28
O055274,17:00:05,2007-10-24
O055278,17:49:40,2024-09-10
O055279,18:46:37,2011-02-05
O055284,12:04:24,2021-11-17
O055287,16:45:52,2016-02-29
O055289,15:11:47,2024-11-20
O055290,09:39:12,2010-03-09
O055298,15:58:13,2024-10-15
O055302,10:11:53,2008-05-02
O055303,10:07:36,2012-04-23
O055308,16:16:18,2019-11-15
O055310,15:42:22,2012-12-16
O055314,12:33:15,2017-10-24
O055315,18:13:16,2021-10-07
O055316,18:23:40,2008-11-09
O055317,18:35:54,2019-12-01
O055318,17:59:36,2009-09-27
O055324,13:23:03,2017-04-04
O055325,11:38:09,2004-11-28
O055328,14:58:42,2017-08-02
O055332,07:48:32,2014-05-13
O055333,06:52:53,2022-04-29
O055336,07:43:34,2022-08-21
O055341,07:14:09,2023-02-02
O055342,11:53:18,2018-08-18
O055345,16:59:16,2019-10-27
O055351,15:05:59,2016-08-25
O055352,18:35:04,2014-04-30
O055355,08:34:59,2016-11-10
O055356,07:37:43,2016-04-17
O055363,09:44:18,2019-03-01
O055371,15:42:45,2015-09-26
O055377,16:46:41,2021-06-25
O055378,10:44:21,2022-10-13
O055381,08:32:01,2012-07-03
O055384,12:28:35,2022-09-09
O055389,09:26:17,2020-02-17
O055390,12:30:39,2015-11-23
O055392,08:33:58,2022-03-07
O055396,18:18:36,2017-03-03
O055398,06:38:04,2021-10-18
O055401,08:59:37,2020-02-28
O055402,15:29:26,2023-09-03
O055405,08:40:58,2024-05-03
O055406,09:52:13,2010-05-12
O055409,13:09:08,2024-08-09
O055419,07:08:01,2024-07-19
O055423,15:57:13,2014-11-11
O055424,15:16:35,2014-07-13
O055427,12:14:32,2007-02-15
O055432,10:01:18,2024-10-10
O055442,16:55:20,2016-05-19
O055443,17:24:15,2024-03-31
O055445,14:04:33,2020-12-13
O055453,18:33:11,2023-03-10
O055454,11:09:45,2019-05-17
O055465,18:03:32,2024-12-15
O055466,12:25:12,2012-01-20
O055467,07:43:34,2022-01-15
O055479,17:40:13,2024-01-04
O055480,07:49:46,2013-03-24
O055482,18:04:43,2012-08-19
O055487,08:31:16,2008-07-18
O055491,16:15:53,2023-09-20
O055492,10:41:16,2009-07-22
O055494,18:20:53,2018-01-13
O055497,11:52:12,2005-12-11
O055504,16:19:36,2020-10-31
O055507,06:38:15,2018-10-04
O055510,07:38:30,2010-09-14
