OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,BRANCH_ID,EMPLYEE_RATING
O059413,10,E003555,B001,3
O059416,40,E009028,B001,4
O059428,32,E002086,B001,5
O059439,42,E004804,B001,1
O059440,13,E009598,B001,5
O059441,6,E007834,B001,2
O059442,38,E007565,B001,5
O059448,37,E008135,B001,5
O059453,40,E002670,B001,5
O059456,47,E007038,B001,5
O059458,18,E006000,B001,5
O059463,3,E010933,B001,5
O059464,4,E012886,B001,5
O059465,24,E014605,B001,2
O059468,42,E003818,B001,5
O059469,25,E005287,B001,1
O059471,10,E006277,B001,5
O059474,20,E014704,B001,5
O059476,26,E003911,B001,2
O059477,15,E000846,B001,5
O059478,44,E012649,B001,5
O059479,14,E009630,B001,2
O059484,49,E012782,B001,2
O059485,41,E008099,B001,3
O059487,32,E011253,B001,4
O059489,47,E004634,B001,5
O059490,21,E006913,B001,5
O059493,26,E010274,B001,5
O059497,8,E012167,B001,5
O059500,46,E000134,B001,5
O059502,3,E000445,B001,5
O059504,45,E005606,B001,5
O059506,45,E014163,B001,5
O059509,10,E010349,B001,5
O059510,29,E002417,B001,5
O059517,25,E003442,B001,5
O059518,36,E010861,B001,5
O059522,19,E000376,B001,5
O059528,40,E011450,B001,5
O059529,43,E001145,B001,5
O059530,30,E005727,B001,4
O059533,1,E002225,B001,5
O059534,42,E003131,B001,5
O059537,40,E009629,B001,5
O059548,50,E005367,B001,5
O059557,42,E000590,B001,1
O059558,48,E008490,B001,1
O059564,42,E005726,B001,5
O059565,21,E002748,B001,5
O059567,22,E002512,B001,5
O059569,29,E005886,B001,5
O059571,43,E006322,B001,5
O059575,15,E008236,B001,5
O059578,48,E004259,B001,5
O059584,23,E008531,B001,1
O059585,20,E012405,B001,5
O059593,3,E008691,B001,3
O059594,3,E009797,B001,5
O059599,1,E008511,B001,1
O059607,44,E007718,B001,5
O059608,36,E013414,B001,5
O059611,17,E008205,B001,5
O059612,26,E011913,B001,5
O059617,31,E006131,B001,5
O059618,20,E002732,B001,5
O059621,28,E004193,B001,5
O059622,28,E002521,B001,2
O059633,44,E000733,B001,2
O059637,13,E011913,B001,2
O059638,44,E011107,B001,2
O059639,49,E012417,B001,5
O059641,15,E013511,B001,5
O059643,37,E002488,B001,1
O059645,23,E008314,B001,5
O059646,23,E006830,B001,4
O059653,3,E010531,B001,5
O059659,8,E012772,B001,4
O059660,47,E014810,B001,5
O059665,27,E001009,B001,3
O059666,25,E004364,B001,5
O059672,18,E010626,B001,5
O059676,28,E010766,B001,5
O059679,12,E008727,B001,1
O059681,27,E008912,B001,5
O059682,3,E011377,B001,4
O059685,3,E001100,B001,2
O059687,34,E011298,B001,2
O059690,42,E007133,B001,5
O059691,22,E012352,B001,5
O059692,42,E005484,B001,5
O059698,37,E008421,B001,3
O059699,46,E004715,B001,5
O059704,11,E014826,B001,5
O059705,22,E011921,B001,5
O059709,11,E013508,B001,5
O059711,11,E009767,B001,4
O059721,8,E012483,B001,5
O059722,36,E006186,B001,2
O059724,18,E001539,B001,5
O059726,5,E008269,B001,3
O059727,32,E001648,B001,5
O059734,31,E003584,B001,5
O059736,43,E002480,B001,5
O059740,18,E014620,B001,5
O059744,1,E009589,B001,5
O059745,46,E014509,B001,5
O059746,34,E006659,B001,1
O059749,31,E000122,B001,5
O059753,5,E014204,B001,5
O059754,41,E002350,B001,5
O059758,43,E006003,B001,5
O059761,40,E005809,B001,5
O059762,6,E002441,B001,2
O059763,35,E002270,B001,5
O059764,15,E002589,B001,5
O059766,40,E002222,B001,5
O059767,23,E007604,B001,5
O059772,14,E006542,B001,5
O059774,47,E000125,B001,5
O059777,5,E008591,B001,2
O059779,27,E003952,B001,5
O059784,13,E006638,B001,5
O059786,26,E000376,B001,5
O059787,38,E001936,B001,5
O059789,39,E014861,B001,5
O059790,29,E000351,B001,5
O059796,48,E012180,B001,4
O059798,13,E012880,B001,3
O059799,31,E005665,B001,5
O059800,39,E007468,B001,5
O059802,19,E006626,B001,5
O059804,7,E006971,B001,2
O059808,37,E013622,B001,5
O059809,9,E000073,B001,1
O059812,46,E003800,B001,5
O059815,47,E002502,B001,5
O059828,33,E007730,B001,3
O059830,27,E002056,B001,5
O059831,15,E014962,B001,2
O059834,18,E009135,B001,5
O059836,36,E004280,B001,5
O059837,37,E004290,B001,5
O059840,37,E013844,B001,5
O059841,23,E003220,B001,3
O059843,31,E009919,B001,5
O059847,50,E013137,B001,5
O059849,19,E003520,B001,4
O059850,8,E005611,B001,5
O059853,16,E005262,B001,5
O059856,11,E006637,B001,5
O059857,50,E007062,B001,5
O059858,16,E005151,B001,5
O059863,16,E007833,B001,5
O059865,23,E007178,B001,5
O059866,31,E006781,B001,4
O059868,4,E012114,B001,1
O059870,12,E013392,B001,5
O059872,45,E013937,B001,5
O059873,25,E006146,B001,5
O059875,43,E000807,B001,2
O059877,7,E009199,B001,1
O059883,13,E012090,B001,5
O059887,10,E004625,B001,2
O059896,6,E013802,B001,2
O059898,3,E004751,B001,4
O059899,36,E011632,B001,1
O059901,9,E010085,B001,2
O059903,45,E010328,B001,5
O059905,50,E005346,B001,3
O059906,33,E006723,B001,5
O059910,39,E002785,B001,5
O059912,33,E014272,B001,2
O059914,27,E006723,B001,5
O059915,21,E008250,B001,5
O059916,20,E013081,B001,5
O059917,26,E003976,B001,3
O059919,5,E012070,B001,5
O059920,16,E013054,B001,5
O059922,2,E004671,B001,1
O059925,26,E006975,B001,4
O059933,49,E003607,B001,1
O059937,18,E012291,B001,5
O059948,48,E011753,B001,5
O059951,36,E010638,B001,5
O059953,7,E001398,B001,5
O059957,27,E013078,B001,5
O059958,18,E009263,B001,5
O059960,28,E004333,B001,3
O059961,25,E005086,B001,5
O059967,44,E002450,B001,2
O059968,16,E013889,B001,5
O059970,43,E011237,B001,5
O059972,46,E014222,B001,2
O059975,49,E001485,B001,5
O059977,11,E000828,B001,5
O059984,9,E011030,B001,5
O059987,1,E008214,B001,1
O059990,22,E013912,B001,5
O059991,34,E000701,B001,5
O059996,47,E001972,B001,5
O060001,14,E005112,B001,5
O060006,45,E007592,B001,5
O060012,13,E000272,B001,5
O060020,48,E005692,B001,5
O060022,10,E012144,B001,5
O060032,45,E014447,B001,5
O060033,34,E001568,B001,5
O060034,34,E011860,B001,5
O060036,19,E002684,B001,5
O060037,50,E010247,B001,5
O060039,37,E012391,B001,5
O060044,48,E006172,B001,5
O060047,42,E012216,B001,5
O060050,39,E003918,B001,2
O060052,49,E009285,B001,5
O060054,42,E010570,B001,3
O060060,45,E001846,B001,5
O060061,17,E010853,B001,5
O060062,20,E014583,B001,1
O060063,49,E000706,B001,5
O060065,27,E000019,B001,5
O060066,3,E006039,B001,3
O060067,31,E008929,B001,5
O060069,17,E014764,B001,5
O060070,36,E001429,B001,5
O060071,2,E015008,B002,5
O060073,26,E014984,B002,5
O060076,25,E015007,B002,3
O060083,7,E014984,B002,5
O060085,28,E014983,B002,5
O060089,33,E015001,B002,5
O060092,30,E015010,B003,5
O060099,16,E015013,B003,5
O060101,4,E015013,B003,5
O060103,12,E015027,B004,4
O060109,25,E015021,B004,5
O060110,3,E015026,B004,5
O060115,17,E015044,B005,5
O060117,16,E015033,B005,3
O060119,17,E015040,B005,3
O060120,36,E000005,B005,5
O060126,30,E000006,B006,5
O060129,47,E015051,B006,5
O060130,17,E000006,B006,5
O060131,17,E015054,B006,5
O060134,22,E015068,B007,3
O060141,7,E015065,B007,5
O060144,45,E015063,B007,4
O060150,20,E015070,B008,5
O060164,25,E000010,B010,5
O060167,7,E015097,B010,5
O060169,25,E015100,B010,5
O060172,10,E015113,B011,5
O060178,26,E015105,B011,5
O060184,25,E015121,B012,5
O060186,10,E015121,B012,5
O060189,23,E015126,B012,5
O060192,47,E015131,B013,1
O060195,36,E015136,B013,5
O060197,15,E015131,B013,3
O060198,2,E015132,B013,5
O060203,24,E015142,B014,5
O060205,26,E015146,B014,5
O060206,22,E015151,B014,1
O060207,46,E015150,B014,5
O060210,24,E015155,B015,1
O060213,38,E015162,B015,5
O060214,19,E015156,B015,1
O060216,41,E001611,B001,5
O060217,32,E014989,B002,5
O060221,34,E015046,B006,5
O060230,13,E015160,B015,5
O060232,36,E011858,B001,5
O060234,31,E011851,B001,5
O060238,15,E006036,B001,3
O060240,24,E000190,B001,1
O060241,22,E003045,B001,5
O060242,17,E009913,B001,4
O060243,7,E006319,B001,5
O060245,21,E003263,B001,5
O060247,19,E011060,B001,5
O060248,47,E006240,B001,3
O060250,10,E004422,B001,3
O060252,23,E013115,B001,4
O060256,39,E012415,B001,5
O060258,45,E000679,B001,2
O060260,2,E006088,B001,5
O060263,36,E013639,B001,5
O060264,17,E009669,B001,5
O060269,17,E007123,B001,5
O060270,34,E003968,B001,5
O060280,14,E011194,B001,5
O060281,42,E002644,B001,5
O060283,15,E006304,B001,5
O060285,50,E013792,B001,5
O060287,29,E014396,B001,5
O060288,30,E000777,B001,5
O060296,27,E003312,B001,5
O060297,44,E013274,B001,4
O060298,46,E007702,B001,1
O060306,25,E011423,B001,5
O060310,2,E011654,B001,3
O060316,47,E007915,B001,3
O060318,13,E007031,B001,4
O060321,25,E009799,B001,2
O060324,35,E001789,B001,3
O060325,20,E003128,B001,5
O060327,34,E014905,B001,5
O060328,50,E012511,B001,5
O060329,45,E008253,B001,5
O060330,24,E008621,B001,5
O060331,19,E007598,B001,2
O060336,1,E000082,B001,5
O060337,36,E001193,B001,5
O060338,44,E003894,B001,5
O060344,47,E008283,B001,1
O060353,16,E013879,B001,5
O060355,23,E010658,B001,5
O060361,23,E014382,B001,5
O060365,46,E002414,B001,5
O060367,29,E012137,B001,5
O060371,46,E012002,B001,2
O060373,28,E014500,B001,5
O060377,20,E012606,B001,5
O060379,14,E001336,B001,5
O060380,5,E012407,B001,4
O060386,35,E009884,B001,1
O060390,27,E007935,B001,3
O060393,19,E013022,B001,5
O060397,9,E004419,B001,5
O060398,15,E013389,B001,5
O060400,24,E012200,B001,5
O060409,45,E001687,B001,5
O060410,20,E004657,B001,5
O060411,40,E004688,B001,5
O060413,4,E009110,B001,5
O060415,10,E006476,B001,1
O060419,12,E012256,B001,1
O060422,4,E000716,B001,5
O060426,44,E009100,B001,5
O060427,11,E003504,B001,5
O060432,13,E006804,B001,2
O060436,37,E002834,B001,4
O060438,7,E009851,B001,5
O060439,47,E001263,B001,5
O060440,43,E011506,B001,5
O060445,3,E005402,B001,5
O060447,37,E003422,B001,5
O060458,30,E009473,B001,5
O060459,28,E008719,B001,5
O060460,32,E011925,B001,5
O060461,14,E007005,B001,3
O060462,23,E012874,B001,5
O060464,37,E009691,B001,5
O060467,21,E007107,B001,5
O060469,11,E009764,B001,5
O060473,3,E013928,B001,5
O060478,14,E014740,B001,5
O060484,15,E001786,B001,5
O060485,35,E008732,B001,5
O060486,23,E003618,B001,5
O060489,26,E013850,B001,4
O060495,1,E014558,B001,1
O060497,48,E009083,B001,3
O060498,42,E009242,B001,5
O060503,30,E008313,B001,5
O060504,11,E006328,B001,5
O060505,5,E006536,B001,5
O060510,3,E006440,B001,5
O060515,14,E011506,B001,5
O060519,12,E014927,B001,4
O060532,23,E006523,B001,5
O060534,31,E010393,B001,5
O060538,27,E000764,B001,3
O060543,24,E006751,B001,5
O060545,7,E005267,B001,1
O060557,9,E003332,B001,4
O060560,41,E003113,B001,5
O060565,18,E007713,B001,4
O060567,41,E014369,B001,2
O060569,22,E005380,B001,5
O060570,43,E000124,B001,5
O060572,27,E001090,B001,4
O060576,38,E014382,B001,4
O060577,49,E009412,B001,5
O060578,32,E002087,B001,5
O060580,3,E010229,B001,5
O060581,49,E006243,B001,1
O060582,50,E006981,B001,5
O060583,17,E014906,B001,4
O060591,43,E011753,B001,5
O060602,46,E002971,B001,5
O060609,37,E011216,B001,2
O060610,19,E003700,B001,2
O060619,40,E013953,B001,5
O060620,34,E003861,B001,5
O060621,13,E006979,B001,5
O060624,37,E008743,B001,5
O060625,41,E000369,B001,5
O060633,42,E001571,B001,4
O060637,10,E000227,B001,5
O060640,27,E006092,B001,5
O060644,16,E010956,B001,5
O060647,27,E007705,B001,5
O060653,26,E008136,B001,1
O060655,2,E001631,B001,5
O060656,19,E012741,B001,2
O060658,29,E013172,B001,3
O060660,17,E004845,B001,5
O060661,38,E000321,B001,2
O060662,16,E013654,B001,4
O060663,40,E011096,B001,5
O060667,24,E009173,B001,5
O060676,25,E001949,B001,5
O060677,48,E004220,B001,5
O060682,6,E013421,B001,1
O060687,24,E001681,B001,5
O060690,48,E003793,B001,5
O060692,5,E007397,B001,2
O060695,19,E001282,B001,5
O060696,3,E001039,B001,5
O060701,40,E009447,B001,3
O060707,18,E014033,B001,5
O060709,19,E013770,B001,5
O060710,12,E005756,B001,5
O060715,1,E008394,B001,5
O060716,26,E001221,B001,5
O060718,40,E013347,B001,3
O060723,20,E011315,B001,5
O060726,2,E008791,B001,3
O060730,50,E002153,B001,5
O060734,22,E007700,B001,5
O060744,24,E013315,B001,5
O060751,21,E011851,B001,4
O060754,18,E005306,B001,5
O060764,23,E014668,B001,2
O060767,22,E014554,B001,5
O060769,26,E001864,B001,5
O060776,7,E010435,B001,5
O060777,37,E006199,B001,5
O060778,43,E013218,B001,5
O060779,32,E008673,B001,5
O060780,40,E005822,B001,3
O060783,39,E012051,B001,5
O060785,41,E002511,B001,5
O060792,39,E005238,B001,3
O060795,34,E005023,B001,5
O060805,1,E001095,B001,4
O060807,7,E010026,B001,1
O060810,26,E006981,B001,5
O060811,39,E010002,B001,5
O060814,42,E006592,B001,5
O060816,29,E009399,B001,5
O060817,36,E006526,B001,3
O060818,40,E003194,B001,3
O060820,43,E012239,B001,5
O060822,6,E006507,B001,5
O060827,37,E001965,B001,5
O060829,41,E009627,B001,3
O060831,32,E013879,B001,5
O060832,17,E001835,B001,3
O060834,41,E009270,B001,5
O060835,43,E011300,B001,5
O060838,22,E010061,B001,5
O060840,23,E014191,B001,1
O060842,27,E012619,B001,5
O060843,43,E001547,B001,5
O060846,7,E006933,B001,5
O060847,37,E009638,B001,5
O060848,25,E006035,B001,5
O060853,43,E011562,B001,5
O060854,38,E013023,B001,5
O060856,9,E005429,B001,1
O060859,5,E002402,B001,5
O060861,12,E007891,B001,5
O060864,36,E010740,B001,3
O060865,22,E006889,B001,5
O060870,30,E006803,B001,5
O060871,34,E001877,B001,5
O060875,24,E013009,B001,2
O060878,32,E007046,B001,5
O060880,8,E014787,B001,5
O060885,37,E014547,B001,5
O060892,12,E002927,B001,2
O060899,48,E005273,B001,3
O060903,18,E011400,B001,4
O060904,8,E009066,B001,5
O060905,20,E001639,B001,5
O060911,6,E009342,B001,5
O060912,28,E011170,B001,3
O060916,10,E000258,B001,5
O060918,2,E014280,B001,5
O060920,2,E009384,B001,5
O060922,24,E001652,B001,5
O060927,49,E010223,B001,5
O060928,37,E014469,B001,5
O060929,24,E001590,B001,5
O060933,1,E006998,B001,5
O060935,47,E008576,B001,2
O060941,17,E008164,B001,5
O060953,11,E012062,B001,2
O060960,6,E008466,B001,1
O060964,30,E011666,B001,2
O060966,8,E014514,B001,1
O060975,40,E013920,B001,5
O060978,32,E002427,B001,4
O060983,7,E012964,B001,5
O060988,1,E001076,B001,5
O060992,31,E010952,B001,3
O060994,48,E001131,B001,5
O060995,47,E011536,B001,4
O060998,5,E008245,B001,5
O061001,5,E005174,B001,5
O061002,36,E004193,B001,5
O061003,13,E006843,B001,5
O061012,43,E012120,B001,5
O061019,3,E001709,B001,5
O061020,39,E014328,B001,3
O061022,15,E009282,B001,4
O061024,45,E000378,B001,5
O061028,41,E000358,B001,3
O061034,26,E014158,B001,1
O061037,39,E002462,B001,5
O061042,22,E001124,B001,4
O061045,18,E002715,B001,5
O061050,13,E012948,B001,5
O061051,7,E001364,B001,5
O061059,28,E005835,B001,5
O061060,35,E006562,B001,5
O061063,50,E003266,B001,5
O061067,15,E003388,B001,5
O061068,8,E001415,B001,5
O061069,6,E010609,B001,5
O061072,8,E004438,B001,5
O061077,5,E013720,B001,5
O061079,21,E013618,B001,2
O061082,15,E014012,B001,3
O061084,42,E004600,B001,5
O061087,12,E005337,B001,5
O061089,23,E013982,B001,5
O061090,3,E001378,B001,5
O061092,2,E013423,B001,4
O061096,11,E006665,B001,5
O061102,25,E012718,B001,5
O061107,40,E003938,B001,5
O061108,6,E002661,B001,3
O061116,13,E014497,B001,5
O061117,13,E010520,B001,5
O061129,26,E012691,B001,5
O061131,38,E009905,B001,3
O061133,14,E002427,B001,5
O061134,42,E011797,B001,3
O061136,31,E004791,B001,4
O061137,42,E008591,B001,1
O061140,42,E003473,B001,5
O061142,9,E001723,B001,5
O061145,48,E004058,B001,2
O061147,29,E010409,B001,5
O061148,6,E002541,B001,5
O061152,45,E003956,B001,5
O061156,22,E003160,B001,5
O061164,50,E002127,B001,5
O061165,36,E007725,B001,1
O061166,30,E011753,B001,5
O061167,50,E007158,B001,5
O061172,26,E010308,B001,5
O061176,3,E013215,B001,3
O061178,35,E007485,B001,2
O061181,6,E006933,B001,5
O061183,13,E002463,B001,5
O061186,21,E000373,B001,5
O061190,7,E001617,B001,5
O061200,24,E006919,B001,5
O061203,34,E008485,B001,3
O061206,25,E003239,B001,1
O061211,13,E012372,B001,1
O061214,36,E004655,B001,5
O061221,35,E013893,B001,5
O061224,30,E010918,B001,5
O061226,41,E007757,B001,5
O061227,12,E012041,B001,5
O061232,43,E008495,B001,5
O061235,11,E004604,B001,5
O061237,44,E009586,B001,5
O061238,31,E014761,B001,5
O061243,2,E013294,B001,2
O061245,27,E012895,B001,5
O061246,4,E001154,B001,5
O061248,1,E004911,B001,5
O061258,12,E010622,B001,5
O061260,32,E003492,B001,5
O061262,39,E003269,B001,5
O061270,43,E000075,B001,2
O061271,12,E010912,B001,5
O061273,25,E009422,B001,5
O061277,26,E003832,B001,5
O061281,28,E007636,B001,5
O061282,10,E001534,B001,4
O061285,24,E006648,B001,5
O061288,9,E005341,B001,4
O061290,26,E010139,B001,5
O061292,1,E010523,B001,4
O061293,28,E002946,B001,3
O061300,37,E004975,B001,5
O061305,42,E000655,B001,4
O061306,4,E006070,B001,2
O061308,16,E011968,B001,5
O061313,39,E014247,B001,5
O061314,4,E003568,B001,5
O061316,22,E013968,B001,5
O061328,50,E010757,B001,4
O061329,44,E000461,B001,1
O061333,10,E012411,B001,5
O061334,3,E006610,B001,1
O061337,47,E013223,B001,1
O061339,18,E010920,B001,5
O061343,1,E005951,B001,5
O061350,22,E005264,B001,2
O061351,50,E012017,B001,4
O061352,10,E009927,B001,5
O061353,40,E012586,B001,1
O061359,1,E011488,B001,3
O061360,10,E000918,B001,5
O061361,37,E005979,B001,5
O061362,36,E001019,B001,4
O061365,19,E007213,B001,3
O061376,49,E007861,B001,5
O061381,35,E001602,B001,5
O061384,4,E013320,B001,5
O061387,16,E007157,B001,5
O061388,25,E005699,B001,5
O061400,50,E012145,B001,5
O061401,18,E014762,B001,5
O061413,1,E014805,B001,5
O061417,8,E002077,B001,3
O061419,50,E011639,B001,1
O061421,3,E014592,B001,5
O061422,29,E007327,B001,5
O061423,29,E011358,B001,5
O061424,40,E008445,B001,5
O061432,5,E000974,B001,4
O061434,46,E009449,B001,5
O061435,27,E000663,B001,5
O061444,32,E003224,B001,1
O061447,21,E013725,B001,5
O061450,49,E005770,B001,4
O061453,42,E000411,B001,5
O061454,12,E004658,B001,5
O061455,2,E014479,B001,5
O061457,33,E000753,B001,5
O061464,44,E012680,B001,5
O061465,22,E005491,B001,4
O061473,37,E010346,B001,4
O061478,48,E003592,B001,4
O061483,26,E014614,B001,5
O061485,49,E004011,B001,5
O061486,38,E007728,B001,5
O061491,16,E014533,B001,5
O061499,29,E005250,B001,5
O061501,2,E011417,B001,5
O061503,46,E012026,B001,5
O061507,40,E010387,B001,1
O061509,17,E006813,B001,4
O061510,11,E008953,B001,5
O061511,11,E012267,B001,1
O061512,1,E002169,B001,5
O061513,45,E012216,B001,5
O061514,33,E012340,B001,1
O061515,12,E006279,B001,5
O061518,40,E014558,B001,5
O061520,4,E006949,B001,2
O061522,10,E014774,B001,5
O061523,50,E000940,B001,5
O061524,33,E002179,B001,1
O061525,6,E006794,B001,5
O061526,27,E006403,B001,1
O061529,30,E013882,B001,5
O061532,8,E014816,B001,5
O061538,44,E002812,B001,5
O061539,18,E014398,B001,4
O061543,39,E014531,B001,5
O061545,12,E012531,B001,2
O061546,49,E006452,B001,4
O061549,20,E005077,B001,5
O061555,27,E008616,B001,5
O061556,48,E011561,B001,5
O061562,11,E009131,B001,5
O061567,10,E002117,B001,5
O061569,47,E003199,B001,5
O061571,46,E002060,B001,5
O061575,4,E002231,B001,2
O061578,38,E006310,B001,5
O061580,31,E007678,B001,5
O061583,16,E007055,B001,5
O061584,6,E012195,B001,3
O061585,26,E007935,B001,5
O061586,24,E008468,B001,5
O061588,1,E009928,B001,5
O061589,26,E001869,B001,5
O061591,21,E005557,B001,3
O061593,34,E006335,B001,3
O061597,37,E011992,B001,4
O061598,28,E009812,B001,5
O061600,27,E014042,B001,5
O061606,11,E002982,B001,3
O061607,45,E012541,B001,5
O061608,7,E005199,B001,1
O061611,36,E014353,B001,1
O061619,16,E001950,B001,4
O061622,39,E013464,B001,5
O061623,5,E013763,B001,5
O061624,47,E009813,B001,5
O061625,11,E010324,B001,5
O061627,12,E003854,B001,2
O061630,2,E012501,B001,5
O061633,38,E011455,B001,5
O061636,1,E014530,B001,5
O061637,31,E003529,B001,5
O061638,23,E005657,B001,2
O061649,16,E005298,B001,5
O061650,27,E014226,B001,5
O061654,46,E011869,B001,5
O061655,39,E005847,B001,5
O061657,44,E002484,B001,5
O061661,13,E000241,B001,5
O061663,19,E005362,B001,1
O061669,11,E005705,B001,2
O061671,15,E002667,B001,5
O061673,27,E008054,B001,5
O061674,29,E011366,B001,5
O061680,14,E003138,B001,5
O061682,45,E007676,B001,3
O061688,18,E013275,B001,4
O061690,6,E009342,B001,4
O061692,9,E012814,B001,5
O061693,28,E007506,B001,4
O061694,28,E001134,B001,5
O061695,18,E002524,B001,5
O061697,15,E004399,B001,5
O061709,23,E010641,B001,5
O061712,32,E010355,B001,5
O061717,17,E002718,B001,5
O061724,42,E005800,B001,3
O061725,25,E005917,B001,3
O061733,50,E003895,B001,5
O061737,24,E006077,B001,5
O061738,20,E006432,B001,2
O061740,13,E014115,B001,5
O061742,43,E014301,B001,5
O061743,15,E010250,B001,5
O061746,36,E001837,B001,5
O061749,1,E007692,B001,5
O061753,49,E011106,B001,5
O061756,41,E003559,B001,5
O061757,11,E012623,B001,1
O061774,48,E014488,B001,5
O061782,18,E005616,B001,5
O061785,41,E008036,B001,5
O061788,39,E004439,B001,5
O061789,13,E001751,B001,5
O061790,33,E006458,B001,2
O061793,50,E008539,B001,5
O061797,37,E013742,B001,5
O061800,36,E011311,B001,4
O061803,27,E010240,B001,5
O061804,20,E000321,B001,5
O061806,13,E012326,B001,5
O061807,23,E005527,B001,5
O061808,50,E013468,B001,2
O061809,15,E010269,B001,5
O061811,21,E009907,B001,5
O061812,2,E003843,B001,5
O061816,6,E012417,B001,4
O061833,41,E005701,B001,2
O061836,18,E014546,B001,3
O061838,40,E008507,B001,1
O061839,4,E006271,B001,5
O061840,17,E014498,B001,5
O061842,28,E011257,B001,1
O061843,40,E008170,B001,5
O061850,37,E011122,B001,5
O061855,10,E001136,B001,2
O061858,11,E013649,B001,5
O061863,20,E008064,B001,5
O061868,5,E002117,B001,5
O061873,29,E004238,B001,2
O061875,11,E006214,B001,4
O061878,47,E005041,B001,5
O061880,43,E014887,B001,5
O061884,38,E006269,B001,5
O061885,39,E005367,B001,5
O061887,4,E004237,B001,4
O061890,50,E009588,B001,5
O061892,46,E001355,B001,5
O061903,6,E003491,B001,5
O061904,37,E010340,B001,1
O061912,1,E003134,B001,5
O061914,8,E009458,B001,5
O061915,9,E001310,B001,5
O061917,31,E007980,B001,5
O061918,13,E005506,B001,5
O061920,25,E010578,B001,5
O061923,22,E011198,B001,5
O061926,48,E005572,B001,3
O061927,20,E003475,B001,2
O061932,38,E005445,B001,5
O061934,7,E007529,B001,5
O061935,28,E010725,B001,2
O061937,14,E013739,B001,2
O061945,47,E011615,B001,5
O061946,6,E012157,B001,5
O061948,46,E005800,B001,5
O061950,35,E011850,B001,5
O061951,18,E011780,B001,5
O061954,45,E007760,B001,5
O061960,27,E003611,B001,5
O061961,38,E003574,B001,5
O061962,24,E004676,B001,5
O061970,48,E011757,B001,4
O061971,8,E005657,B001,5
O061975,3,E005752,B001,5
O061979,7,E004178,B001,5
O061980,8,E008543,B001,2
O061986,8,E013056,B001,5
O061990,43,E003714,B001,5
O061991,4,E012686,B001,5
O061993,24,E003069,B001,4
O061998,15,E010153,B001,1
O061999,15,E014745,B001,2
O062002,29,E001385,B001,5
O062005,21,E004856,B001,2
O062007,10,E011650,B001,5
O062010,35,E014886,B001,5
O062011,10,E004239,B001,5
O062014,9,E003864,B001,2
O062016,9,E013525,B001,5
O062018,3,E008375,B001,5
O062019,20,E012181,B001,4
O062020,30,E002961,B001,2
O062021,25,E012942,B001,5
O062024,14,E004575,B001,5
O062025,14,E007416,B001,5
O062027,34,E003562,B001,5
O062028,24,E002261,B001,5
O062031,25,E009243,B001,2
O062033,3,E002540,B001,5
O062034,47,E008781,B001,5
O062035,8,E008831,B001,5
O062038,2,E009681,B001,2
O062042,27,E009261,B001,2
O062043,6,E011450,B001,5
O062044,34,E004423,B001,5
O062048,10,E005407,B001,4
O062050,47,E013288,B001,1
O062051,49,E005268,B001,5
O062055,7,E001765,B001,5
O062059,41,E006657,B001,4
O062060,36,E004564,B001,5
O062061,27,E012367,B001,5
O062065,21,E002071,B001,5
O062066,13,E007111,B001,5
O062073,2,E010083,B001,3
O062074,13,E000753,B001,5
O062075,30,E012424,B001,5
O062078,30,E010168,B001,1
O062079,18,E014475,B001,3
O062080,9,E008377,B001,5
O062082,8,E009125,B001,1
O062083,6,E013407,B001,2
O062088,35,E008009,B001,5
O062089,45,E000691,B001,4
O062097,20,E010327,B001,5
O062098,24,E003260,B001,5
O062101,15,E008084,B001,5
O062102,39,E013175,B001,5
O062103,16,E004130,B001,5
O062104,48,E008145,B001,4
O062106,7,E014188,B001,5
O062110,21,E014184,B001,5
O062112,1,E012512,B001,5
O062118,13,E012048,B001,4
O062121,16,E001913,B001,5
O062123,21,E011245,B001,5
O062133,31,E014437,B001,5
O062140,11,E014849,B001,2
O062141,15,E003812,B001,5
O062143,44,E013281,B001,4
O062151,32,E004237,B001,3
O062153,31,E014376,B001,5
O062155,40,E007453,B001,5
O062156,5,E010598,B001,3
O062158,35,E002362,B001,5
O062161,50,E005649,B001,4
O062162,37,E002971,B001,4
O062168,9,E006360,B001,5
O062169,45,E004706,B001,5
O062171,38,E007287,B001,5
O062173,48,E010092,B001,5
O062175,11,E007840,B001,1
O062176,46,E013767,B001,3
O062179,7,E007702,B001,5
O062181,16,E011672,B001,5
O062187,5,E013212,B001,3
O062190,18,E002590,B001,5
O062194,32,E010847,B001,5
O062195,49,E007085,B001,5
O062198,36,E003680,B001,5
O062202,28,E006486,B001,5
O062203,29,E006891,B001,1
O062207,33,E013335,B001,5
O062208,29,E002127,B001,5
O062209,48,E014760,B001,5
O062210,21,E008702,B001,5
O062212,5,E001890,B001,5
O062220,40,E007524,B001,5
O062226,32,E010192,B001,5
O062231,14,E001227,B001,5
O062232,2,E014157,B001,5
O062235,35,E006590,B001,5
O062236,5,E005688,B001,3
O062238,38,E000082,B001,5
O062240,40,E002878,B001,5
O062241,36,E004789,B001,5
O062244,21,E011290,B001,4
O062252,45,E013520,B001,1
O062253,20,E003910,B001,5
O062254,36,E012296,B001,5
O062255,26,E000178,B001,3
O062260,34,E002145,B001,1
